Co./Last Name,First Name,Addr 1 - Line 1,Addr 1 - Line 2,Addr 1 - Line 3,Addr 1 - Line 4,Inclusive,Purchase No.,Date,Supplier Invoice No.,Ship Via,Delivery Status,Item Number,Quantity,Description,Price,Discount,Total,Job,Comment,Journal Memo,Shipping Date,Tax Code,Tax Amount,Freight Amount,Freight Tax Code,Freight Tax Amount,Purchase Status,Currency Code,Exchange Rate,Terms - Payment is Due,           - Discount Days,           - Balance Due Days,           - % Discount,Amount Paid,Category,Order,Received,Billed,Location ID,Card ID,Record ID
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3302,06/02/2023,437907,,P,WC013,13,Pack-XL Tough Bag 400x659mm,$1.173077,0%,$15.25,,,Purchase; Australia Post,,GST,$1.52,$0.00,GST,$0.00,B,,,5,1,30,0,$29.91,,,4,13,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3302,06/02/2023,437907,,P,WC012,6,Pack-L Padded Satchel265x380mm,$1.99,0%,$11.94,,,Purchase; Australia Post,,GST,$1.2,$0.00,GST,$0.00,B,,,5,1,30,0,$29.91,,,10,6,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMegaStore,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3313,08/02/2023,1675598,,P,TC005,20,Verif -P400 Paper(Pack of 10),$10.9485,0%,$218.97,,,Purchase; AutoMegaStore,,GST,$21.9,$8.22,GST,$.82,B,,,5,1,30,0,$249.91,,,78,20,Location1,*None,4405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3350,06/03/2023,3876,,A,WL001,1,WammaLab Pendulum,"$5,992.21",0%,"$5,992.21",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,389.61",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3350,06/03/2023,3876,,A,WL049,2,Pendulum Sample Holder,$569.5,15%,$968.15,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,389.61",,,6,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3350,06/03/2023,3876,,A,TC010,2,Verif WL Pavigress Tile,$162.5,15%,$276.25,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,389.61",,,14,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3350,06/03/2023,3876,,A,WL053,1,WanmaLab Pend Centre Spindle,$180,15%,$153,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$7,389.61",,,7,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3366,14/03/2023,3882,,A,WL001,1,WammaLab Pendulum,"$6,079.37",0%,"$6,079.37",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,079.37",,,46,1,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3372,15/03/2023,,,P,WC014,30,Microfibre Clean Cloth- Multic,$.454667,0%,$13.64,,,Purchase; Bunnings Warehouse,,GST,$1.36,$0.00,GST,$0.00,B,,,5,1,30,0,$76.74,,,400,30,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3372,15/03/2023,,,P,WC015,10,Microfibre Cleaning Cloth-Blue,$.454,0%,$4.54,,,Purchase; Bunnings Warehouse,,GST,$.46,$0.00,GST,$0.00,B,,,5,1,30,0,$76.74,,,0,10,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3372,15/03/2023,,,P,WC001,3,Superglue- Powerflex Gel Contr,$9.063333,0%,$27.19,,,Purchase; Bunnings Warehouse,,GST,$2.72,$0.00,GST,$0.00,B,,,5,1,30,0,$76.74,,,11,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3372,15/03/2023,,,P,GA003,9,Dry Testing Microfibre Cloth,$.908889,0%,$8.18,,,Purchase; Bunnings Warehouse,,GST,$.81,$0.00,GST,$0.00,B,,,5,1,30,0,$76.74,,,13,9,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3372,15/03/2023,,,P,GA026,4,Spray Bottle,$4.0525,0%,$16.21,,,Purchase; Bunnings Warehouse,,GST,$1.63,$0.00,GST,$0.00,B,,,5,1,30,0,$76.74,,,6,4,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3381,20/03/2023,,,P,WC005,1,Packaging- Bubble Wrap,$25.45,0%,$25.45,,,Purchase; Bunnings Warehouse,,GST,$2.55,$0.00,GST,$0.00,B,,,5,1,30,0,$28,,,1,1,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3382,21/03/2023,,,P,WC005,2,Packaging- Bubble Wrap,$24.89,0%,$49.78,,,Purchase; Office Works,,GST,$4.98,$0.00,GST,$0.00,B,,,5,1,30,0,$54.76,,,1,2,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3388,24/03/2023,18722,,P,TC001,12,Slider 96 (4S) Rubber Sliders,$71.47,0%,$857.64,,,Purchase; Smithers MSE Limited- Shiipping price includes $9 bank fee,,N-T,$0.00,$53.84,N-T,$0.00,B,,,5,1,30,0,"$1,268.83",,,989,12,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3388,24/03/2023,18722,,P,TC002,5,Slider 55 (TRL) Rubber Slider,$71.47,0%,$357.35,,,Purchase; Smithers MSE Limited- Shiipping price includes $9 bank fee,,N-T,$0.00,$53.84,N-T,$0.00,B,,,5,1,30,0,"$1,268.83",,,397,5,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortburn Pty Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3414,11/04/2023,18558,,P,WSX003,2,Load Cell Assembly (Reconditio,$325,0%,$650,,,Purchase; Fortburn Pty Ltd,,GST,$65,$50,GST,$5,B,,,5,1,30,0,$770,,,6,2,Location1,*None,3506
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3417,11/04/2023,,,P,WC014,45,Microfibre Clean Cloth- Multic,$.454444,0%,$20.45,,,Purchase; Bunnings Warehouse,,GST,$2.05,$0.00,GST,$0.00,B,,,5,1,30,0,$56.83,,,400,45,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3417,11/04/2023,,,P,WC015,15,Microfibre Cleaning Cloth-Blue,$.454667,0%,$6.82,,,Purchase; Bunnings Warehouse,,GST,$.68,$0.00,GST,$0.00,B,,,5,1,30,0,$56.83,,,0,15,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3417,11/04/2023,,,P,GA003,3,Dry Testing Microfibre Cloth,$2.726667,0%,$8.18,,,Purchase; Bunnings Warehouse,,GST,$.81,$0.00,GST,$0.00,B,,,5,1,30,0,$56.83,,,13,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3417,11/04/2023,,,P,GA026,4,Spray Bottle,$4.0525,0%,$16.21,,,Purchase; Bunnings Warehouse,,GST,$1.63,$0.00,GST,$0.00,B,,,5,1,30,0,$56.83,,,6,4,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AutoMegaStore,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3430,19/04/2023,,,P,WC022,4,Nevr-Dull Wadding Polish,$24.5375,0%,$98.15,,,Purchase; AutoMegaStore,,GST,$9.81,$9.04,GST,$.91,B,,,5,1,30,0,$117.91,,,7,4,Location1,*None,4405
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3433,21/04/2023,18800,,P,TC001,30,Slider 96 (4S) Rubber Sliders,$75.58,0%,"$2,267.4",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$56.41,N-T,$0.00,B,,,5,1,30,0,"$2,323.81",,,989,30,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3434,26/04/2023,18845,,P,TC001,40,Slider 96 (4S) Rubber Sliders,$75.67,0%,"$3,026.8",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$56.39,N-T,$0.00,B,,,5,1,30,0,"$4,596.59",,,989,40,Location1,*None,2522
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3434,26/04/2023,18845,,P,TC002,20,Slider 55 (TRL) Rubber Slider,$75.67,0%,"$1,513.4",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$56.39,N-T,$0.00,B,,,5,1,30,0,"$4,596.59",,,397,20,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3461,28/04/2023,3980,,A,WL001,1,WammaLab Pendulum,"$6,232",0%,"$6,232",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,310.17",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3461,28/04/2023,3980,,A,WL054,6,WammaLab Pen Foot Washer,$13.570588,15%,$69.21,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,310.17",,,8,6,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3461,28/04/2023,3980,,A,WL055,6,WammaLab Pend Foot Nut,$1.493333,0%,$8.96,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$6,310.17",,,7,6,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3457,05/05/2023,,,P,GA020,5,Flat Bed Trolley,$48.618,0%,$243.09,,,Purchase; Bunnings Warehouse,,GST,$24.31,$0.00,GST,$0.00,B,,,5,1,30,0,$306.12,,,3,5,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3457,05/05/2023,,,P,GA026,8,Spray Bottle,$4.4,0%,$35.2,,,Purchase; Bunnings Warehouse,,GST,$3.52,$0.00,GST,$0.00,B,,,5,1,30,0,$306.12,,,6,8,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,WC017,8,Loc-Tite,$5.96375,0%,$47.71,,,Purchase; Bunnings Warehouse,,GST,$4.77,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,0,8,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,WC019,1,Methylated Spirits-1L,$4.6,0%,$4.6,,,Purchase; Bunnings Warehouse,,GST,$.46,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,2,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,WC020,1,Turpentine-1L,$4.88,0%,$4.88,,,Purchase; Bunnings Warehouse,,GST,$.49,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,2,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,GA004,3,Doorstop,$1.51,0%,$4.53,,,Purchase; Bunnings Warehouse,,GST,$.45,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,5,3,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,GA010,1,Safety - Hard Hat,$11.46,0%,$11.46,,,Purchase; Bunnings Warehouse,,GST,$1.15,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,2,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,WC014,120,Microfibre Clean Cloth- Multic,$.454583,0%,$54.55,,,Purchase; Bunnings Warehouse,,GST,$5.45,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,400,120,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,GA022,6,Wet Floor Sign,$8.49,0%,$50.94,,,Purchase; Bunnings Warehouse,,GST,$5.1,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,5,6,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3458,05/05/2023,8164/09604349,,P,GA015,6,Safety- Traffic Cones,$12.955,0%,$77.73,,,Purchase; Bunnings Warehouse,,GST,$7.77,$0.00,GST,$0.00,B,,,5,1,30,0,$282.04,,,6,6,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3459,05/05/2023,607342104,,P,WC007,500,Pack-Med Snap Lock Bag75X100,$.09818,0%,$49.09,,,Purchase; Office Works,,GST,$4.91,$0.00,GST,$0.00,B,,,5,1,30,0,$173.5,,,260,500,Location1,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3459,05/05/2023,607342104,,P,WC008,500,Pack-L  Snap Lock Bag100x155mm,$.10364,0%,$51.82,,,Purchase; Office Works,,GST,$5.18,$0.00,GST,$0.00,B,,,5,1,30,0,$173.5,,,399,500,Location1,*None,3520
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3459,05/05/2023,607342104,,P,WC009,500,Pack-XL  Snap Lock Bag A4,$.11364,0%,$56.82,,,Purchase; Office Works,,GST,$5.68,$0.00,GST,$0.00,B,,,5,1,30,0,$173.5,,,156,500,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3480,17/05/2023,,,P,GA026,24,Spray Bottle,$4.4,0%,$105.6,,,Purchase; Bunnings Warehouse,,GST,$10.56,$0.00,GST,$0.00,B,,,5,1,30,0,$116.16,,,6,24,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3504,30/05/2023,162188,,P,WC010,20,Pack-S Padded Satchel125x160mm,$1.172424,30.23%,$16.36,,,Purchase; Australia Post,,GST,$1.64,$0.00,GST,$0.00,B,,,5,1,30,0,$39.9,,,21,20,Location1,*None,3854
Australia Post,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3504,30/05/2023,162188,,P,WC012,10,Pack-L Padded Satchel265x380mm,$1.991,0%,$19.91,,,Purchase; Australia Post,,GST,$1.99,$0.00,GST,$0.00,B,,,5,1,30,0,$39.9,,,10,10,Location1,*None,3854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3505,31/05/2023,,,P,WC014,45,Microfibre Clean Cloth- Multic,$.454444,0%,$20.45,,,Purchase; Bunnings Warehouse,,GST,$2.05,$0.00,GST,$0.00,B,,,5,1,30,0,$67.08,,,400,45,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3505,31/05/2023,,,P,WC015,15,Microfibre Cleaning Cloth-Blue,$.454667,0%,$6.82,,,Purchase; Bunnings Warehouse,,GST,$.68,$0.00,GST,$0.00,B,,,5,1,30,0,$67.08,,,0,15,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3505,31/05/2023,,,P,WC021,1,WD10-275G,$9.08,0%,$9.08,,,Purchase; Bunnings Warehouse,,GST,$.9,$0.00,GST,$0.00,B,,,5,1,30,0,$67.08,,,6,1,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3505,31/05/2023,,,P,WC025,2,Demineralised Water -5L,$4.535,0%,$9.07,,,Purchase; Bunnings Warehouse,,GST,$.91,$0.00,GST,$0.00,B,,,5,1,30,0,$67.08,,,8,2,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3505,31/05/2023,,,P,F042,40,Gen Anc Troll Cup Nut M8,$.389,0%,$15.56,,,Purchase; Bunnings Warehouse,,GST,$1.56,$0.00,GST,$0.00,B,,,5,1,30,0,$67.08,,,11,40,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Office Works,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3510,01/06/2023,1003720847,,P,GA006,1,Onsite Testing Ruler 15cm SS,$3.21,0%,$3.21,,,Purchase; Office Works,,GST,$.32,$0.00,GST,$0.00,B,,,5,1,30,0,$3.53,,,11,1,Location1,*None,3520
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QM Systems Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3546,07/06/2023,10659,,P,WSX001,1,Wessex Tortus,"$9,376",15%,"$7,969.6",,,Purchase; QM Systems Ltd,,N-T,$0.00,$491.93,N-T,$0.00,B,,,5,1,30,0,"$8,880.54",,,2,1,Location1,Wessex,2088
QM Systems Ltd,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3546,07/06/2023,10659,,P,WSX005,5,Wessex Tortus Slider Foot,$98.590588,15%,$419.01,,,Purchase; QM Systems Ltd,,N-T,$0.00,$491.93,N-T,$0.00,B,,,5,1,30,0,"$8,880.54",,,23,5,Location1,Wessex,2088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,WL001,1,WammaLab Pendulum,"$6,232.54997",0%,"$6,232.45",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,46,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,WL049,2,Pendulum Sample Holder,$592.717647,15%,"$1,007.62",,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,6,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,TC009,3,Verif-WL Float Glass,$27.941176,15%,$71.25,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,8,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,WL044,3,Slider Dist Meas Tool (Plate),$59.270588,15%,$151.14,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,21,3,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,TC010,1,Verif WL Pavigress Tile,$169.352941,15%,$143.95,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,14,1,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,TC004,30,Slider Backing Plate,$13.890196,15%,$354.2,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,194,30,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,WL052,2,WammaLab Pend Case Wheels,$15.58,0%,$31.16,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,3,2,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,WL056,6,WammaLab Bearing Foot Rocker,$8.470588,15%,$43.2,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,17,6,Location1,*None,4684
Laboratorio de Resbaladicidad SL,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3531,08/06/2023,4098,,A,WL057,6,WammaLab Foot Fixing Pins,$.270588,15%,$1.38,,,Purchase; Laboratorio de Resbaladicidad SL,,N-T,$0.00,$0.00,N-T,$0.00,B,,,5,1,30,0,"$8,036.35",,,6,6,Location1,*None,4684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebay,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3544,08/06/2023,,,P,GA005,8,Digital Site Thermometer,$9.954937,5.02%,$75.64,,,Purchase; ebay,,GST,$7.56,$0.00,GST,$0.00,B,,,5,1,30,0,$83.2,,,9,8,Location1,*None,3510
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smithers MSE Limited,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3556,23/06/2023,PF18908,,P,TC001,40,Slider 96 (4S) Rubber Sliders,$78.79,0%,"$3,151.6",,,Purchase; Smithers MSE Limited,,N-T,$0.00,$58.11,N-T,$0.00,B,,,5,1,30,0,"$3,209.71",,,989,40,Location1,*None,2522
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Jones,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3566,27/06/2023,,,P,GA021,3,Wet Ancillary Hard Case,$399.093333,50%,$598.64,,,Purchase; David Jones,,GST,$59.86,$0.00,GST,$0.00,B,,,5,1,30,0,$658.5,,,2,3,Location1,*None,4549
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3567,27/06/2023,,,P,F041,50,Gen Anc Troll Cup Bolt M8x40mm,$.5128,0%,$25.64,,,Purchase; Bunnings Warehouse,,GST,$2.56,$0.00,GST,$0.00,B,,,5,1,30,0,$128.48,,,27,50,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3567,27/06/2023,,,P,F042,20,Gen Anc Troll Cup Nut M8,$.389,0%,$7.78,,,Purchase; Bunnings Warehouse,,GST,$.78,$0.00,GST,$0.00,B,,,5,1,30,0,$128.48,,,11,20,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3567,27/06/2023,,,P,GA008,18,Trolly Base Cups - Large,$3.127222,0%,$56.29,,,Purchase; Bunnings Warehouse,,GST,$5.63,$0.00,GST,$0.00,B,,,5,1,30,0,$128.48,,,12,18,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3567,27/06/2023,,,P,GA009,10,Safety - Gear Bag,$2.364,0%,$23.64,,,Purchase; Bunnings Warehouse,,GST,$2.36,$0.00,GST,$0.00,B,,,5,1,30,0,$128.48,,,1,10,Location1,*None,3501
Bunnings Warehouse,,Independent Slip Testing Services,PO Box 777,Wynnum   Queensland   4178,Australia,X,3567,27/06/2023,,,P,F043,20,Gen Anc Troll Cup Washer M8,$.1725,0%,$3.45,,,Purchase; Bunnings Warehouse,,GST,$.35,$0.00,GST,$0.00,B,,,5,1,30,0,$128.48,,,49,20,Location1,*None,3501
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
