Date,Amount,From Account,To Account,Reference Number
05/05/2022,1000.0,11111.0,11113,tfr-537
05/05/2022,1000.0,11111.0,11113,tfr-538
06/05/2022,6000.0,11111.0,11113,tfr-539
06/05/2022,4809.35,11111.0,11815,tfr-540
06/05/2022,2000.0,11111.0,21002,tfr-541
09/05/2022,1750.0,11111.0,19001,tfr-542
10/05/2022,2000.0,11111.0,11113,tfr-543
10/05/2022,2000.0,11111.0,11113,tfr-544
11/05/2022,6000.0,11111.0,11113,tfr-545
11/05/2022,2000.0,11111.0,11113,tfr-546
11/05/2022,1000.0,11111.0,11113,tfr-547
12/05/2022,3000.0,11111.0,11113,tfr-548
12/05/2022,3000.0,11111.0,11113,tfr-549
12/05/2022,1000.0,11111.0,11113,tfr-550
16/05/2022,5000.0,11111.0,21002,tfr-551
16/05/2022,5000.0,11111.0,11113,tfr-552
16/05/2022,1750.0,11111.0,19001,tfr-553
16/05/2022,25206.7,11111.0,11815,tfr-554
16/05/2022,4203.3,11111.0,11815,tfr-555
17/05/2022,4000.0,11111.0,11113,tfr-556
19/05/2022,8000.0,11111.0,11112,TFR-557
19/05/2022,5000.0,11111.0,11113,tfr-558
19/05/2022,1000.0,11111.0,19001,tfr-559
20/05/2022,2000.0,11111.0,21002,tfr-560
23/05/2022,140.0,11111.0,11815,TrvlAllo-561
23/05/2022,4000.0,11111.0,11113,tfr-562
23/05/2022,1000.0,11111.0,11113,tfr-563
23/05/2022,1750.0,11111.0,19001,tfr-564
24/05/2022,2000.0,11111.0,11113,tfr-565
25/05/2022,5000.0,11111.0,21002,tfr-566
25/05/2022,2000.0,11111.0,11113,tfr-567
26/05/2022,3000.0,11111.0,11113,tfr-568
27/05/2022,5000.0,11111.0,11113,tfr-569
27/05/2022,3000.0,11111.0,11113,tfr-570
30/05/2022,2500.0,11111.0,21002,tfr-571
30/05/2022,1750.0,11111.0,19001,tfr-572
31/05/2022,25403.35,11111.0,11815,tfr-573
31/05/2022,4500.0,11111.0,21002,tfr-574
31/05/2022,4203.3,11111.0,11815,tfr-575
31/05/2022,2500.0,11111.0,21002,tfr-576
01/06/2022,2000.0,11111.0,11113,tfr-577
01/06/2022,2000.0,11111.0,21002,tfr-578
02/06/2022,4000.0,11111.0,11113,tfr-579
02/06/2022,4000.0,11111.0,11113,tfr-580
03/06/2022,4000.0,11111.0,21002,tfr-581
06/06/2022,1000.0,11111.0,11113,tfr-582
06/06/2022,1750.0,11111.0,19001,tfr-583
07/06/2022,6000.0,11111.0,11113,tfr-584
07/06/2022,2000.0,11111.0,11113,tfr-585
07/06/2022,1500.0,11111.0,21002,tfr-586
08/06/2022,2000.0,11111.0,11113,tfr-587
08/06/2022,2000.0,11111.0,11113,tfr-588
08/06/2022,1000.0,11111.0,11113,tfr-589
09/06/2022,12000.0,11111.0,11113,tfr-590
09/06/2022,11000.0,11111.0,11113,tfr-591
10/06/2022,2000.0,11111.0,21002,tfr-592
10/06/2022,1000.0,11111.0,11113,tfr-593
10/06/2022,1000.0,11111.0,21002,tfr-594
13/06/2022,1750.0,11111.0,19001,tfr-595
13/06/2022,1000.0,11111.0,21002,tfr-596
14/06/2022,8500.0,11111.0,21002,tfr-597
15/06/2022,24532.9,11111.0,11815,tfr-598
15/06/2022,4413.3,11111.0,11815,tfr-599
15/06/2022,1000.0,11111.0,21002,tfr-600
16/06/2022,2000.0,11111.0,11113,tfr-601
16/06/2022,2000.0,11111.0,21002,tfr-602
17/06/2022,3000.0,11111.0,11113,tfr-603
17/06/2022,2000.0,11111.0,11113,tfr-604
20/06/2022,1750.0,11111.0,19001,tfr-605
20/06/2022,5000.0,11111.0,11113,tfr-606
20/06/2022,1000.0,11111.0,21002,tfr-607
21/06/2022,2000.0,11111.0,11113,tfr-608
21/06/2022,2000.0,11111.0,11113,tfr-609
22/06/2022,2000.0,11111.0,11113,tfr-610
23/06/2022,4000.0,11111.0,11113,tfr-611
23/06/2022,4000.0,11111.0,21002,tfr-612
23/06/2022,4000.0,11111.0,11113,tfr-613
23/06/2022,4000.0,11111.0,11113,tfr-614
23/06/2022,3000.0,11111.0,11113,tfr-615
24/06/2022,140.0,11111.0,11815,TrvlAllo-616
24/06/2022,1000.0,11111.0,21002,tfr-617
24/06/2022,2000.0,11111.0,11113,tfr-618
24/06/2022,2000.0,11111.0,21002,tfr-619
24/06/2022,4000.0,11111.0,11113,tfr-620
24/06/2022,10000.0,11111.0,21002,tfr-621
27/06/2022,1750.0,11111.0,19001,tfr-622
27/06/2022,1000.0,11111.0,21002,tfr-623
28/06/2022,7000.0,11111.0,21002,tfr-624
28/06/2022,6000.0,11111.0,21002,tfr-625
28/06/2022,1000.0,11111.0,11113,tfr-626
29/06/2022,3000.0,11111.0,21002,tfr-627
29/06/2022,3000.0,11111.0,11113,tfr-628
30/06/2022,2000.0,11111.0,21002,tfr-629
30/06/2022,3000.0,11111.0,11113,tfr-630
30/06/2022,4000.0,11111.0,21002,tfr-631
30/06/2022,4000.0,11111.0,21002,tfr-632
30/06/2022,4203.3,11111.0,11815,wages-633
30/06/2022,25725.9,11111.0,11815,wages-634
01/07/2022,3000.0,11111.0,11113,tfr-635
01/07/2022,1500.0,11111.0,21002,tfr-636
04/07/2022,1750.0,11111.0,19001,tfr-637
04/07/2022,2500.0,11111.0,21002,tfr-638
05/07/2022,6000.0,11111.0,11113,tfr-639
05/07/2022,5000.0,11111.0,11113,tfr-640
07/07/2022,5000.0,11111.0,11113,tfr-641
07/07/2022,3000.0,11111.0,11113,tfr-642
07/07/2022,2000.0,11111.0,11113,tfr-643
07/07/2022,1000.0,11111.0,21002,tfr-644
08/07/2022,500.0,11111.0,11113,tfr-645
11/07/2022,1000.0,11111.0,11113,tfr-646
11/07/2022,1750.0,11111.0,19001,tfr-647
12/07/2022,1500.0,11111.0,11113,tfr-648
12/07/2022,1000.0,11111.0,11113,tfr-649
12/07/2022,20.0,11111.0,11112,tfr-650
13/07/2022,500.0,11111.0,21002,tfr-651
13/07/2022,1000.0,11111.0,11113,tfr-652
14/07/2022,4000.0,11111.0,21002,tfr-653
14/07/2022,5000.0,11111.0,11113,tfr-654
14/07/2022,5000.0,11111.0,11113,tfr-655
15/07/2022,4123.3,11111.0,11815,wages-656
15/07/2022,25057.05,11111.0,11815,wages-657
15/07/2022,2000.0,11111.0,21002,tfr-658
15/07/2022,1500.0,11111.0,21002,tfr-659
15/07/2022,1000.0,11111.0,11113,tfr-660
18/07/2022,1500.0,11111.0,11113,tfr-661
18/07/2022,1750.0,11111.0,19001,tfr-662
18/07/2022,500.0,11111.0,11112,tfr-663
19/07/2022,3000.0,11111.0,21002,tfr-664
19/07/2022,500.0,11111.0,11113,tfr-665
20/07/2022,500.0,11111.0,21002,tfr-666
21/07/2022,3000.0,11111.0,11113,tfr-667
21/07/2022,2000.0,11111.0,21002,tfr-668
21/07/2022,2000.0,11111.0,21002,tfr-669
21/07/2022,1000.0,11111.0,11113,tfr-670
21/07/2022,1000.0,11111.0,11113,tfr-671
22/07/2022,1500.0,11111.0,11113,tfr-672
22/07/2022,1000.0,11111.0,21002,tfr-673
25/07/2022,1000.0,11111.0,11113,tfr-674
25/07/2022,1750.0,11111.0,19001,tfr-675
25/07/2022,500.0,11111.0,11113,tfr-676
26/07/2022,5000.0,11111.0,11113,tfr-677
26/07/2022,2000.0,11111.0,11113,tfr-678
26/07/2022,1500.0,11111.0,21002,tfr-679
27/07/2022,5000.0,11111.0,11113,tfr-680
27/07/2022,1000.0,11111.0,11113,tfr-681
27/07/2022,1500.0,11112.0,21002,tfr-682
28/07/2022,1000.0,11111.0,11113,tfr-683
29/07/2022,5000.0,11111.0,21002,tfr-684
29/07/2022,3643.3,11111.0,11815,tfr-685
01/08/2022,2000.0,11111.0,11113,tfr-686
01/08/2022,25646.75,11111.0,11815,tfr-687
01/08/2022,1750.0,11111.0,19001,tfr-688
01/08/2022,1007.9,11111.0,11815,tfr-689
02/08/2022,1500.0,11111.0,11112,tfr-690
02/08/2022,1500.0,11111.0,21002,tfr-691
03/08/2022,2000.0,11111.0,21002,tfr-692
03/08/2022,1500.0,11111.0,11113,tfr-693
04/08/2022,1500.0,11111.0,11113,tfr-694
04/08/2022,1000.0,11111.0,11113,tfr-695
04/08/2022,1000.0,11111.0,11113,tfr-696
04/08/2022,25000.0,11111.0,21002,tfr-697
05/08/2022,2000.0,11111.0,11113,tfr-698
05/08/2022,1500.0,11111.0,11113,tfr-699
08/08/2022,2000.0,11111.0,11113,tfr-700
08/08/2022,1750.0,11111.0,19001,tfr-701
09/08/2022,500.0,11111.0,11113,tfr-702
10/08/2022,7000.0,11111.0,11113,tfr-703
12/08/2022,3500.0,11111.0,11113,tfr-704
12/08/2022,3000.0,11111.0,11113,tfr-705
12/08/2022,2000.0,11111.0,11113,tfr-706
15/08/2022,26461.9,11111.0,11815,tfr-707
15/08/2022,4123.3,11111.0,11815,tfr-708
15/08/2022,500.0,11111.0,11112,tfr-709
15/08/2022,1750.0,11111.0,19001,tfr-710
16/08/2022,2000.0,11111.0,21002,tfr-711
16/08/2022,2000.0,11111.0,11113,tfr-712
16/08/2022,80.0,11111.0,11815,TrvlAllo-713
17/08/2022,2000.0,11111.0,11113,tfr-714
17/08/2022,1000.0,11111.0,21002,tfr-715
18/08/2022,3000.0,11111.0,11113,tfr-716
18/08/2022,2000.0,11111.0,11113,tfr-717
18/08/2022,500.0,11111.0,11113,tfr-718
19/08/2022,3000.0,11111.0,11113,tfr-719
19/08/2022,1000.0,11111.0,11113,tfr-720
19/08/2022,1000.0,11111.0,11113,tfr-721
19/08/2022,500.0,11111.0,21002,tfr-722
19/08/2022,500.0,11111.0,21002,tfr-723
19/08/2022,500.0,11111.0,21002,tfr-724
22/08/2022,1750.0,11111.0,19001,tfr-725
23/08/2022,1000.0,11111.0,21002,tfr-726
24/08/2022,3000.0,11111.0,11113,tfr-727
24/08/2022,2000.0,11111.0,11113,tfr-728
24/08/2022,500.0,11111.0,21002,tfr-729
25/08/2022,3000.0,11111.0,11113,tfr-730
25/08/2022,2000.0,11111.0,11113,tfr-731
26/08/2022,10000.0,11111.0,11113,tfr-732
26/08/2022,1500.0,11111.0,21002,tfr-733
26/08/2022,1000.0,11111.0,21002,tfr-734
29/08/2022,5000.0,11111.0,11113,tfr-735
29/08/2022,5000.0,11111.0,21002,tfr-736
29/08/2022,1750.0,11111.0,19001,tfr-737
30/08/2022,1000.0,11111.0,21002,tfr-738
31/08/2022,27189.7,11111.0,11815,tfr-739
31/08/2022,7000.0,11111.0,21002,tfr-740
31/08/2022,4443.3,11111.0,11815,tfr-741
31/08/2022,1500.0,11111.0,21002,tfr-742
01/09/2022,2000.0,11111.0,11113,tfr-743
01/09/2022,1000.0,11111.0,21002,tfr-744
01/09/2022,1000.0,11111.0,11113,tfr-745
02/09/2022,500.0,11111.0,21002,tfr-746
05/09/2022,2000.0,11111.0,11113,tfr-747
05/09/2022,500.0,11111.0,21002,tfr-748
05/09/2022,1750.0,11111.0,19001,tfr-749
05/09/2022,2000.0,11111.0,11113,tfr-750
06/09/2022,3000.0,11111.0,11113,tfr-751
06/09/2022,1000.0,11111.0,11113,tfr-752
07/09/2022,5000.0,11111.0,21002,tfr-753
07/09/2022,5000.0,11111.0,11113,tfr-754
07/09/2022,3000.0,11111.0,11113,tfr-755
07/09/2022,1000.0,11111.0,11113,tfr-756
07/09/2022,500.0,11111.0,21002,tfr-757
08/09/2022,8000.0,11111.0,11112,tfr-758
08/09/2022,6000.0,11111.0,11112,tfr-759
08/09/2022,1000.0,11111.0,21002,tfr-760
09/09/2022,6000.0,11112.0,11113,tfr-761
12/09/2022,500.0,11111.0,11113,tfr-762
12/09/2022,1750.0,11111.0,19001,tfr-763
13/09/2022,2000.0,11111.0,21002,tfr-764
13/09/2022,2000.0,11111.0,11113,tfr-765
13/09/2022,1500.0,11111.0,11113,tfr-766
13/09/2022,1000.0,11111.0,11113,tfr-767
13/09/2022,500.0,11111.0,21002,tfr-768
15/09/2022,3981.3,11111.0,11815,tfr-769
15/09/2022,25246.75,11111.0,11815,tfr-770
15/09/2022,7000.0,11111.0,21002,tfr-771
15/09/2022,4283.3,11111.0,11815,tfr-772
15/09/2022,500.0,11111.0,21002,tfr-773
16/09/2022,160.0,11111.0,11815,TrvlAllo-774
16/09/2022,1500.0,11111.0,11113,tfr-775
16/09/2022,1000.0,11111.0,21002,tfr-776
16/09/2022,500.0,11111.0,11112,tfr-777
19/09/2022,3000.0,11111.0,21002,tfr-778
19/09/2022,1500.0,11111.0,11113,tfr-779
19/09/2022,1750.0,11111.0,19001,tfr-780
19/09/2022,500.0,11111.0,11113,tfr-781
20/09/2022,7000.0,11111.0,11113,tfr-782
20/09/2022,3000.0,11111.0,11113,tfr-783
20/09/2022,3000.0,11111.0,11113,tfr-784
21/09/2022,3000.0,11111.0,11113,tfr-785
21/09/2022,1000.0,11111.0,21002,tfr-786
21/09/2022,1000.0,11111.0,21002,tfr-787
23/09/2022,2500.0,11111.0,11113,tfr-788
23/09/2022,1000.0,11111.0,11113,tfr-789
23/09/2022,5000.0,11111.0,11113,tfr-790
26/09/2022,1750.0,11111.0,19001,tfr-791
27/09/2022,3000.0,11111.0,11113,tfr-792
27/09/2022,1000.0,11111.0,21002,tfr-793
28/09/2022,1500.0,11111.0,11113,tfr-794
28/09/2022,1000.0,11111.0,11113,tfr-795
29/09/2022,2500.0,11111.0,11113,tfr-796
29/09/2022,1500.0,11111.0,11113,tfr-797
29/09/2022,1000.0,11111.0,21002,tfr-798
30/09/2022,24926.75,11111.0,11815,tfr-799
30/09/2022,4123.3,11111.0,11815,tfr-800
30/09/2022,2500.0,11111.0,21002,tfr-801
30/09/2022,1000.0,11111.0,11113,tfr-802
03/10/2022,1500.0,11111.0,11113,tfr-803
03/10/2022,1000.0,11111.0,21002,tfr-804
03/10/2022,500.0,11111.0,11113,tfr-805
03/10/2022,1750.0,11111.0,19001,tfr-806
04/10/2022,1000.0,11111.0,11113,tfr-807
04/10/2022,1000.0,11111.0,11113,tfr-808
05/10/2022,5000.0,11111.0,11113,tfr-809
05/10/2022,5000.0,11111.0,21002,tfr-810
05/10/2022,2000.0,11111.0,11113,tfr-811
05/10/2022,1000.0,11111.0,11113,tfr-812
06/10/2022,6000.0,11111.0,11113,tfr-813
06/10/2022,2000.0,11111.0,11113,tfr-814
06/10/2022,1000.0,11111.0,21002,tfr-815
07/10/2022,9000.0,11111.0,11112,tfr-816
07/10/2022,1500.0,11111.0,21002,tfr-817
07/10/2022,1500.0,11111.0,11113,tfr-818
07/10/2022,1500.0,11111.0,11113,tfr-819
07/10/2022,500.0,11111.0,21002,tfr-820
10/10/2022,2500.0,11111.0,11113,tfr-821
10/10/2022,1000.0,11111.0,11113,tfr-822
10/10/2022,1000.0,11111.0,11113,tfr-823
10/10/2022,1750.0,11111.0,19001,tfr-824
10/10/2022,1000.0,11111.0,21002,tfr-825
11/10/2022,3500.0,11111.0,11113,tfr-826
11/10/2022,2000.0,11111.0,21002,tfr-827
12/10/2022,3000.0,11111.0,11113,tfr-828
12/10/2022,2000.0,11111.0,11113,tfr-829
12/10/2022,1500.0,11111.0,11113,tfr-830
13/10/2022,3500.0,11111.0,11113,tfr-831
13/10/2022,2000.0,11111.0,11113,tfr-832
13/10/2022,1800.0,11111.0,21002,tfr-833
14/10/2022,26209.1,11111.0,11815,tfr-834
14/10/2022,6000.0,11111.0,21002,tfr-835
14/10/2022,4175.65,11111.0,11815,tfr-836
14/10/2022,2500.0,11111.0,21002,tfr-837
14/10/2022,1500.0,11111.0,21002,tfr-838
17/10/2022,2000.0,11111.0,11113,tfr-839
17/10/2022,2000.0,11111.0,11113,tfr-840
17/10/2022,1500.0,11111.0,21002,tfr-841
17/10/2022,1750.0,11111.0,19001,tfr-842
18/10/2022,15000.0,11111.0,11113,tfr-843
18/10/2022,5000.0,11111.0,19001,tfr-844
18/10/2022,2500.0,11111.0,21002,tfr-845
18/10/2022,2000.0,11111.0,11113,tfr-846
19/10/2022,5000.0,11111.0,11113,tfr-847
20/10/2022,9000.0,11111.0,11113,tfr-848
20/10/2022,1000.0,11111.0,11113,tfr-849
20/10/2022,500.0,11111.0,21002,tfr-850
20/10/2022,1000.0,11112.0,21002,tfr-851
24/10/2022,160.0,11111.0,11815,TrvlAllo-852
24/10/2022,500.0,11111.0,21002,tfr-853
24/10/2022,1750.0,11111.0,19001,tfr-854
24/10/2022,5000.0,11111.0,11113,tfr-855
24/10/2022,1000.0,11111.0,21002,tfr-856
24/10/2022,1000.0,11111.0,11113,tfr-857
25/10/2022,3500.0,11111.0,11113,tfr-858
25/10/2022,1500.0,11111.0,11113,tfr-859
25/10/2022,1000.0,11111.0,11113,tfr-860
26/10/2022,5000.0,11111.0,11113,tfr-861
26/10/2022,4000.0,11111.0,11113,tfr-862
26/10/2022,500.0,11111.0,21002,tfr-863
27/10/2022,5000.0,11111.0,21002,tfr-864
27/10/2022,3000.0,11111.0,21002,tfr-865
28/10/2022,3000.0,11111.0,21002,tfr-866
28/10/2022,1000.0,11111.0,11113,tfr-867
31/10/2022,23200.3,11111.0,11815,tfr-868
31/10/2022,4495.65,11111.0,11815,tfr-869
31/10/2022,1000.0,11111.0,11112,tfr-870
31/10/2022,500.0,11111.0,21002,tfr-871
31/10/2022,14132.9,11111.0,11815,tfr-872
31/10/2022,870.3,11111.0,11815,tfr-873
31/10/2022,1750.0,11111.0,19001,tfr-874
01/11/2022,2000.0,11111.0,11113,tfr-875
01/11/2022,500.0,11111.0,21002,tfr-876
01/11/2022,500.0,11111.0,21002,tfr-877
02/11/2022,3000.0,11111.0,11113,tfr-878
03/11/2022,4000.0,11111.0,11113,tfr-879
03/11/2022,2000.0,11111.0,11113,tfr-880
03/11/2022,1000.0,11111.0,21002,tfr-881
04/11/2022,2000.0,11111.0,11113,tfr-882
04/11/2022,1800.0,11111.0,21002,tfr-883
07/11/2022,3000.0,11111.0,11113,tfr-884
07/11/2022,1000.0,11111.0,21002,tfr-885
07/11/2022,1750.0,11111.0,19001,tfr-886
08/11/2022,4000.0,11111.0,11113,tfr-887
08/11/2022,1000.0,11111.0,21002,tfr-888
08/11/2022,500.0,11111.0,21002,tfr-889
09/11/2022,4500.0,11111.0,11113,tfr-890
09/11/2022,3000.0,11111.0,21002,tfr-891
09/11/2022,500.0,11111.0,21002,tfr-892
10/11/2022,5000.0,11111.0,21002,tfr-893
10/11/2022,3000.0,11111.0,11113,tfr-894
11/11/2022,9000.0,11111.0,11112,tfr-895
14/11/2022,3000.0,11111.0,11113,tfr-896
14/11/2022,1000.0,11111.0,11113,tfr-897
14/11/2022,1750.0,11111.0,19001,tfr-898
14/11/2022,2000.0,11111.0,11113,tfr-899
15/11/2022,24529.15,11111.0,11815,tfr-900
15/11/2022,5000.0,11111.0,21002,tfr-901
15/11/2022,3935.65,11111.0,11815,tfr-902
15/11/2022,1000.0,11111.0,21002,tfr-903
15/11/2022,1000.0,11111.0,19001,tfr-904
15/11/2022,1632.8,11111.0,11815,tfr-905
16/11/2022,2000.0,11111.0,11113,tfr-906
16/11/2022,2000.0,11111.0,21002,tfr-907
16/11/2022,500.0,11111.0,21002,tfr-908
17/11/2022,8000.0,11111.0,11113,tfr-909
17/11/2022,1500.0,11111.0,21002,tfr-910
17/11/2022,1000.0,11111.0,21002,tfr-911
17/11/2022,80.0,11111.0,11815,tfr-912
18/11/2022,3500.0,11111.0,11113,tfr-913
18/11/2022,2000.0,11111.0,11113,tfr-914
18/11/2022,160.0,11111.0,11815,tfr-915
21/11/2022,2500.0,11111.0,11113,tfr-916
21/11/2022,2000.0,11111.0,11113,tfr-917
21/11/2022,1750.0,11111.0,19001,tfr-918
22/11/2022,4000.0,11111.0,11113,tfr-919
23/11/2022,2000.0,11111.0,11113,tfr-920
23/11/2022,1500.0,11111.0,21002,tfr-921
23/11/2022,1000.0,11111.0,11113,tfr-922
23/11/2022,500.0,11111.0,21002,tfr-923
25/11/2022,13000.0,11111.0,11113,tfr-924
25/11/2022,4400.0,11111.0,21002,tfr-925
25/11/2022,2000.0,11111.0,21002,tfr-926
25/11/2022,500.0,11111.0,21002,tfr-927
28/11/2022,1000.0,11111.0,21002,tfr-928
28/11/2022,1750.0,11111.0,19001,tfr-929
30/11/2022,5500.0,11111.0,21002,tfr-930
30/11/2022,4335.65,11111.0,11815,tfr-931
30/11/2022,1600.0,11111.0,21002,tfr-932
30/11/2022,26051.95,11111.0,11815,tfr-933
30/11/2022,519.2,11111.0,11815,tfr-934
01/12/2022,200.0,11111.0,11815,TrvlAllo-935
01/12/2022,4000.0,11111.0,11113,tfr-936
01/12/2022,200.0,11111.0,21002,tfr-937
02/12/2022,3000.0,11111.0,11112,tfr-938
02/12/2022,1500.0,11111.0,21002,tfr-939
05/12/2022,2000.0,11111.0,11113,tfr-940
05/12/2022,1750.0,11111.0,19001,tfr-941
05/12/2022,2000.0,11111.0,21002,tfr-942
06/12/2022,4040.0,11111.0,11113,tfr-943
06/12/2022,2000.0,11111.0,11113,tfr-944
06/12/2022,2000.0,11111.0,21002,tfr-945
06/12/2022,1000.0,11111.0,21002,tfr-946
06/12/2022,500.0,11111.0,11112,tfr-947
07/12/2022,2000.0,11111.0,11113,tfr-948
08/12/2022,10000.0,11111.0,11113,tfr-949
08/12/2022,1500.0,11111.0,21002,tfr-950
08/12/2022,1000.0,11111.0,21002,tfr-951
08/12/2022,1000.0,11111.0,11113,tfr-952
09/12/2022,5000.0,11111.0,11113,tfr-953
09/12/2022,1500.0,11111.0,21002,tfr-954
12/12/2022,2000.0,11111.0,11113,tfr-955
12/12/2022,500.0,11111.0,21002,tfr-956
12/12/2022,1750.0,11111.0,19001,tfr-957
13/12/2022,5000.0,11111.0,11113,tfr-958
13/12/2022,3500.0,11111.0,11113,tfr-959
14/12/2022,2000.0,11111.0,21002,tfr-960
14/12/2022,2000.0,11111.0,21002,tfr-961
15/12/2022,25945.35,11111.0,11815,tfr-962
15/12/2022,8000.0,11111.0,21002,tfr-963
15/12/2022,3935.65,11111.0,11815,tfr-964
15/12/2022,2500.0,11111.0,21002,tfr-965
19/12/2022,3000.0,11111.0,11113,tfr-966
19/12/2022,500.0,11111.0,21002,tfr-967
19/12/2022,1750.0,11111.0,19001,tfr-968
19/12/2022,2000.0,11111.0,21002,tfr-969
20/12/2022,1500.0,11111.0,21002,tfr-970
20/12/2022,2000.0,11111.0,11113,tfr-971
20/12/2022,3000.0,11111.0,11113,tfr-972
20/12/2022,3000.0,11111.0,11113,tfr-973
21/12/2022,2000.0,11111.0,11113,tfr-974
21/12/2022,2000.0,11111.0,21002,tfr-975
21/12/2022,4000.0,11111.0,11113,tfr-976
22/12/2022,5000.0,11111.0,11113,tfr-977
23/12/2022,3000.0,11111.0,11113,tfr-978
23/12/2022,2000.0,11111.0,11113,tfr-979
28/12/2022,500.0,11111.0,21002,tfr-980
28/12/2022,1750.0,11111.0,19001,tfr-981
28/12/2022,2000.0,11111.0,11113,tfr-982
30/12/2022,26862.2,11111.0,11815,tfr-983
30/12/2022,4255.65,11111.0,11815,tfr-984
03/01/2023,1750.0,11111.0,19001,tfr-985
04/01/2023,3000.0,11111.0,11113,tfr-986
05/01/2023,7000.0,11111.0,11113,tfr-987
05/01/2023,2000.0,11111.0,11112,tfr-988
09/01/2023,1750.0,11111.0,19001,tfr-989
10/01/2023,4000.0,11111.0,11113,tfr-990
10/01/2023,3000.0,11111.0,21002,tfr-991
11/01/2023,5000.0,11111.0,11113,tfr-992
11/01/2023,500.0,11111.0,21002,tfr-993
12/01/2023,20000.0,19001.0,11111,tfr-994
12/01/2023,2000.0,11111.0,21002,TFR-995
12/01/2023,2000.0,11111.0,21002,TFR-996
12/01/2023,25000.0,11111.0,11113,TFR-997
13/01/2023,700.0,11111.0,21002,tfr-998
13/01/2023,1000.0,11111.0,21002,tfr-999
13/01/2023,1500.0,11111.0,21002,tfr-1000
16/01/2023,6000.0,11111.0,11113,tfr-1001
16/01/2023,1000.0,11111.0,11113,tfr-1002
16/01/2023,26687.55,11111.0,11815,wages-1003
16/01/2023,4000.0,11111.0,21002,tfr-1004
16/01/2023,3695.65,11111.0,11815,wages-1005
16/01/2023,1750.0,11111.0,19001,tfr-1006
16/01/2023,3500.0,11111.0,21002,tfr-1007
17/01/2023,4000.0,11111.0,11113,tfr-1008
18/01/2023,2000.0,11111.0,21002,TFR-1009
19/01/2023,6000.0,11111.0,11113,tfr-1010
19/01/2023,500.0,11111.0,11113,tfr-1011
20/01/2023,5000.0,11111.0,11113,tfr-1012
20/01/2023,2000.0,11111.0,21002,tfr-1013
20/01/2023,1400.0,11111.0,11113,tfr-1014
23/01/2023,4000.0,11111.0,11113,tfr-1015
23/01/2023,500.0,11111.0,11113,tfr-1016
23/01/2023,500.0,11111.0,21002,tfr-1017
23/01/2023,1750.0,11111.0,19001,tfr-1018
23/01/2023,500.0,11111.0,21002,tfr-1019
24/01/2023,7000.0,11111.0,11113,tfr-1020
24/01/2023,500.0,11111.0,21002,tfr-1021
25/01/2023,500.0,11111.0,11113,TFR-1022
25/01/2023,3000.0,11111.0,11113,TFR-1023
25/01/2023,3500.0,11111.0,21002,TFR-1024
27/01/2023,3500.0,11111.0,21002,tfr-1025
30/01/2023,1750.0,11111.0,19001,tfr-1026
31/01/2023,28781.0,11111.0,11815,tfr-1027
31/01/2023,3935.65,11111.0,11815,tfr-1028
31/01/2023,1000.0,11111.0,21002,tfr-1029
01/02/2023,4000.0,11111.0,11113,tfr-1030
01/02/2023,1000.0,11111.0,21002,tfr-1031
02/02/2023,5000.0,11111.0,21002,tfr-1032
02/02/2023,4000.0,11111.0,11113,tfr-1033
02/02/2023,2500.0,11111.0,21002,tfr-1034
02/02/2023,2000.0,11111.0,11113,tfr-1035
02/02/2023,2000.0,11111.0,11113,tfr-1036
03/02/2023,3000.0,11111.0,11113,tfr-1037
03/02/2023,750.0,11111.0,21002,tfr-1038
06/02/2023,1000.0,11111.0,11113,tfr-1039
06/02/2023,500.0,11111.0,21002,tfr-1040
06/02/2023,1750.0,11111.0,19001,tfr-1041
07/02/2023,1000.0,11111.0,11113,tfr-1042
07/02/2023,500.0,11111.0,21002,tfr-1043
08/02/2023,1000.0,11111.0,21002,tfr-1044
08/02/2023,1000.0,11111.0,11113,tfr-1045
09/02/2023,8000.0,11111.0,11113,tfr-1046
09/02/2023,2000.0,11111.0,11113,tfr-1047
10/02/2023,4000.0,11111.0,11113,tfr-1048
10/02/2023,2000.0,11111.0,11113,tfr-1049
13/02/2023,1000.0,11111.0,11113,tfr-1050
13/02/2023,450.0,11111.0,21002,tfr-1051
13/02/2023,1750.0,11111.0,19001,tfr-1052
13/02/2023,2000.0,11111.0,21002,tfr-1053
14/02/2023,1000.0,11111.0,21002,tfr-1054
14/02/2023,500.0,11111.0,21002,tfr-1055
15/02/2023,26919.2,11111.0,11815,tfr-1056
15/02/2023,5700.0,11111.0,21002,tfr-1057
15/02/2023,4335.65,11111.0,11815,tfr-1058
15/02/2023,3000.0,11111.0,21002,tfr-1059
16/02/2023,160.0,11111.0,11815,TrvlAllo-1060
16/02/2023,3000.0,11111.0,11113,tfr-1061
16/02/2023,3000.0,11111.0,21002,tfr-1062
16/02/2023,2000.0,11111.0,11113,tfr-1063
17/02/2023,3000.0,11111.0,21002,tfr-1064
17/02/2023,2000.0,11111.0,21002,tfr-1065
17/02/2023,1000.0,11111.0,11113,tfr-1066
20/02/2023,2500.0,11111.0,11113,tfr-1067
20/02/2023,1750.0,11111.0,19001,tfr-1068
21/02/2023,3000.0,11111.0,11113,tfr-1069
21/02/2023,3000.0,11111.0,11113,tfr-1070
21/02/2023,800.0,11111.0,21002,tfr-1071
22/02/2023,3000.0,11111.0,11113,tfr-1072
