*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate
TT010,Training Travel Fee T9,.,,,,.,"£2,500.00",43003.0,BAS Excluded
TT011,Training Travel Fee T10,.,,,,.,"£2,750.00",43003.0,BAS Excluded
TT012,Training Travel Fee T11,.,,,,.,"£3,000.00",43003.0,BAS Excluded
TT013,Training Travel Fee T12,.,,,,.,"£3,250.00",43003.0,BAS Excluded
TT014,Training Travel Fee T13,.,,,,.,"£3,500.00",43003.0,BAS Excluded
TT015,Training Travel Fee T14,.,,,,.,"£3,750.00",43003.0,BAS Excluded
TT016,Training Travel Fee T15,.,,,,.,"£4,000.00",43003.0,BAS Excluded
TT017,Training Travel Fee T16,.,,,,.,"£4,250.00",43003.0,BAS Excluded
T0018,Training Travel Fee T17,.,,,,.,"£4,500.00",43003.0,BAS Excluded
TT018,Training Travel Fee T17,.,,,,.,"£4,500.00",43003.0,BAS Excluded
TT019,Training Travel Fee T18,.,,,,.,"£4,750.00",43003.0,BAS Excluded
TT020,Training Travel Fee T19,.,,,,.,"£5,000.00",43003.0,BAS Excluded
TT021,Training Travel Fee T20,.,,,,.,"£5,250.00",43003.0,BAS Excluded
TT022,Training Travel Fee T21,.,,,,.,"£5,500.00",43003.0,BAS Excluded
TT023,Training Travel Fee T22,.,,,,.,"£5,750.00",43003.0,BAS Excluded
TT024,Training Travel Fee T23,.,,,,.,"£6,000.00",43003.0,BAS Excluded
TT025,Training Travel Fee T24,.,,,,.,"£6,250.00",43003.0,BAS Excluded
TT026,Training Travel Fee T25,.,,,,.,"£6,500.00",43003.0,BAS Excluded
WL051,WammaLab Pendulum Tool Case,.,£0.00,50001.0,N-T,.,£45.00,43003.0,BAS Excluded
WL052,WammaLab Pend Flt Case Wheel,.,£15.58,50001.0,N-T,.,£120.00,43003.0,BAS Excluded
WS035,Wessex Tortus 3 Motherboard,.,£0.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
TC013,Double Sided Tape-Control Test,.,£0.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
WL053,WammaLab Pend Centre Spindle,.,£153.00,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
WL054,WammaLab Pen Foot Bearing Wash,.,£0.00,50001.0,N-T,.,£20.00,43003.0,BAS Excluded
WL055,WammaLab Pend Foot Bearing Nut,.,£0.00,50001.0,N-T,.,£9.00,43003.0,BAS Excluded
WL056,WammaLab Pendulum Foot Rocker ,.,£7.20,50001.0,N-T,.,£20.00,43003.0,BAS Excluded
WL057,WammaLab Pendulum Foot Rkr Pin,.,£0.23,50001.0,N-T,.,£4.00,43003.0,BAS Excluded
WL058,WammaLab Lifting Arm Cover Pla,.,£0.00,50001.0,N-T,.,£64.00,43003.0,BAS Excluded
WL059,WammaLab Pendulum 17 Spanner,.,£0.00,50001.0,N-T,.,£25.00,43003.0,BAS Excluded
WL060,WammaLab Pendul Spndle Fnt Nut,.,£0.00,50001.0,N-T,.,£25.00,43003.0,BAS Excluded
WL061,WammaLab Pendulum Leg Fix Knob,.,£9.80,50001.0,N-T,.,£29.00,43003.0,BAS Excluded
WSX006,Wessex Tortus USB Stick,.,£0.00,50001.0,N-T,.,£180.00,43003.0,BAS Excluded
TC014,Tortus Thermal Paper Roll,.,£3.00,50001.0,GST,.,£11.50,43003.0,BAS Excluded
IC 006,Post Repair Instrument Recalib,.,,,,.,£525.00,43003.0,BAS Excluded
IC006,Post Repair Instrument Recalib,.,,,,.,£525.00,43003.0,BAS Excluded
WL062,WanmaLab Pendulum  Swap,.,£0.00,50001.0,N-T,.,£345.00,43003.0,BAS Excluded
