*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate
ZZZ0001,WanmaLab Pendulum,.,"£6,990.00",50001.0,N-T,.,"£10,550.00",43003.0,BAS Excluded
ZZZ319,Flat Bed Trolley,.,£46.00,50001.0,GST,.,£65.00,43003.0,BAS Excluded
ZZZ0003,Wessex Tortus 3,.,"£7,570.00",50001.0,N-T,.,"£9,950.00",43003.0,BAS Excluded
ZZZ104,Wessex Release Plunger Spring,.,£1.50,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ114,Pendulum Release Catch,.,£105.62,50001.0,GST,.,£148.00,43003.0,BAS Excluded
ZZZ136,Pendulum Locking Knob,.,£87.96,50001.0,GST,.,£123.00,43003.0,BAS Excluded
ZZZ105,Wessex Release Plunger,.,£42.93,50001.0,GST,.,£61.00,43003.0,BAS Excluded
ZZZ132,Pendulum Arm,.,£70.10,50001.0,GST,.,£78.00,43003.0,BAS Excluded
ZZZ133,Pointer Counter Balance,.,£106.10,50001.0,GST,.,£245.00,43003.0,BAS Excluded
ZZZ138,Pendulum Clamping Nut,.,£123.90,50001.0,GST,.,£174.00,43003.0,BAS Excluded
ZZZ100,Wessex Verification Tile Jig,Wessex Verification Testing Jig,£420.00,50001.0,N-T,Wessex Verification Testing Jig,£495.00,43003.0,BAS Excluded
ZZZ2001,4S (96) Rubber Slider,.,£61.50,50001.0,N-T,.,£95.00,43003.0,BAS Excluded
ZZZ2004,TRS Float Glass,.,£115.00,50001.0,GST,.,£185.00,43003.0,BAS Excluded
ZZZ0005,WessexPendulum Calibration Rig,.,"£2,585.00",50001.0,GST,.,"£3,300.00",43003.0,BAS Excluded
ZZZ2005,Pavigres Tile,.,£155.00,50001.0,GST,.,£185.00,43003.0,BAS Excluded
ZZZ101,Wessex Slider Humpback Pin,.,£0.44,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ102,Wessex Slider Spring,Wessex Pendulum Slider Spring,£19.60,50001.0,N-T,Wessex Pendulum Slider Spring,£28.00,43003.0,BAS Excluded
ZZZ103,Wessex Slider Washer,.,£0.36,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ2002,TRL (55) Rubber Slider,.,£61.50,50001.0,GST,.,£95.00,43003.0,BAS Excluded
ZZZ107,Socket Head Screw (M4x10mm SS),.,£3.00,50001.0,GST,.,£4.00,43003.0,BAS Excluded
ZZZ108,Socket Head Screw (M4x5mm SS),.,£3.00,50001.0,GST,.,£4.00,43003.0,BAS Excluded
ZZZ106,Wessex Bullseye Level,.,£43.90,50001.0,GST,.,£46.00,43003.0,BAS Excluded
ZZZ109,M5x10mm Socket Head Grub Screw,.,£1.33,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ110,Nylon Screw (M5x10mm),.,£0.75,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ113,Pendulum Pointer Tip (Small),.,£4.00,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ111,Nylon Screw M6x25mm,.,£17.00,50001.0,GST,.,£1.50,43003.0,BAS Excluded
ZZZ112,Pointer Tip (Large Gauge),.,£4.00,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ2003,Slider Backing Plate,.,£25.00,50001.0,GST,.,£45.00,43003.0,BAS Excluded
ZZZ226,Knurled Thumb Screw M4 25mm,.,£12.68,50001.0,GST,.,£10.00,43003.0,BAS Excluded
ZZZ116,Knurled Nut and Screw,.,£22.10,50001.0,GST,.,£31.00,43003.0,BAS Excluded
ZZZ117,Nut M10x30mm,Pendulum Nut (Zenith M10 Stainless Steel Hex Nut M10x30mm),£0.48,50001.0,GST,Pendulum Nut (Zenith M10 Stainless Steel Hex Nut M10x30mm),£1.00,43003.0,BAS Excluded
ZZZ125,Pendulum C Spanner,.,£49.99,50001.0,GST,.,£70.00,43003.0,BAS Excluded
ZZZ118,Flat Washer M10x20mm,.,£0.90,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ119,Nylon Nut M6,.,£16.71,50001.0,GST,.,£21.00,43003.0,BAS Excluded
ZZZ121,Levelling Feet Nylon Flange,.,£40.00,50001.0,GST,.,£56.00,43003.0,BAS Excluded
ZZZ122,Pendulum Felt Friction Ring,.,£131.95,50001.0,N-T,.,£45.00,43003.0,BAS Excluded
ZZZ115,Pointer Adjustment Striker,.,£84.57,50001.0,GST,.,£119.00,43003.0,BAS Excluded
ZZZ800,Calibration Microfibre Cloth,Blue,£4.00,50001.0,GST,Blue,£6.00,43003.0,BAS Excluded
ZZZ134,Pendulum Levelling Feet,.,£84.82,50001.0,GST,.,£119.00,43003.0,BAS Excluded
ZZZ137,Pendulum Release Button,.,£78.97,50001.0,GST,.,£111.00,43003.0,BAS Excluded
ZZZ131,Pendulum Pointer Arm (MK2),.,£10.95,50001.0,GST,.,£16.00,43003.0,BAS Excluded
ZZZ130,Pendulum Pointer Arm (MK1),Pendulum Pointer Arm (MK1) - For new Wessex Model Pendulum ,£131.95,50001.0,N-T,Pendulum Pointer Arm (MK1) - For new Wessex Model Pendulum ,£245.00,43003.0,BAS Excluded
ZZZ126,Pendulum Slider Lifting Arm,.,£249.60,50001.0,GST,.,£349.00,43003.0,BAS Excluded
ZZZ230,Tortus 3 Battery Pack,.,£89.85,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ501,Cal Plate (AU) - Pendulum ,.,£8.50,50001.0,GST,.,£15.00,43003.0,BAS Excluded
ZZZ128,Pendulum Slider Support Rod,.,£88.00,50001.0,GST,.,£142.00,43003.0,BAS Excluded
ZZZ202,Tortus Slider Plunger,.,£15.41,50001.0,GST,.,£15.00,43003.0,BAS Excluded
ZZZ203,Grub Screw M3x6mm,.,£0.86,50001.0,GST,.,£10.00,43003.0,BAS Excluded
ZZZ204,Grub Screw M3x3mm,.,£0.95,50001.0,GST,.,£9.00,43003.0,BAS Excluded
ZZZ205,Nyloc Nut M4,.,£3.25,50001.0,GST,.,£3.00,43003.0,BAS Excluded
ZZZ206,Pan Head Screw M4x10mm,.,£0.95,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ207,Pan Head Screw M3x8mm,.,£0.95,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ1101,Munro Felt Friction Ring,.,£11.75,50001.0,GST,.,£20.00,43003.0,BAS Excluded
ZZZ1102,Munro Pendulum Bullseye Level,.,£64.30,50001.0,GST,.,£90.00,43003.0,BAS Excluded
ZZZ1121,Munro Pointer,.,£52.85,50001.0,GST,.,£73.00,43003.0,BAS Excluded
ZZZ227,Tortus Printer Spindle,.,£38.90,50001.0,GST,.,£40.00,43003.0,BAS Excluded
ZZZ239,Tortus Drive Motor,.,£218.54,50001.0,GST,.,£420.00,43003.0,BAS Excluded
ZZZ201,Tortus Load Cell,.,"£1,093.00",50001.0,GST,.,"£1,367.00",43003.0,BAS Excluded
ZZZ212,Tortus Load Cell Bracket Screw,.,£3.00,50001.0,GST,.,£4.00,43003.0,BAS Excluded
ZZZ213,Tortus Slider Post,.,£65.55,50001.0,GST,.,£59.85,43003.0,BAS Excluded
ZZZ214,Tortus Slider Foot,.,£68.39,50001.0,GST,.,£95.00,43003.0,BAS Excluded
ZZZ215,Tortus Linear Ball Bearings,.,£35.00,50001.0,GST,.,£50.00,43003.0,BAS Excluded
ZZZ228,Tortus USB Stick,.,£39.90,50001.0,GST,.,£56.00,43003.0,BAS Excluded
ZZZ238,Tortus 2 Printer,.,£57.00,50001.0,GST,.,£120.00,43003.0,BAS Excluded
ZZZ209,Tortus Printer Bracket Screw,.,£1.50,50001.0,GST,.,£1.50,43003.0,BAS Excluded
ZZZ813,,.,,,,.,,,BAS Excluded
ZZZ241,Tortus 3 Charge Unit,.,£90.00,50001.0,GST,.,£130.00,43003.0,BAS Excluded
ZZZ225,Tortus 2 Optek IR Sensor,.,£2.20,50001.0,GST,.,£10.00,43003.0,BAS Excluded
ZZZ229,Tortus 3 USB Board,.,£178.57,50001.0,GST,.,£65.00,43003.0,BAS Excluded
ZZZ218,Tortus Control Buttons,.,£1.45,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ243,Tortus Paper Rolls,.,£4.00,50001.0,GST,.,£6.00,43003.0,BAS Excluded
ZZZ242,Tortus Carry Bag,.,£300.00,50001.0,GST,.,£400.00,43003.0,BAS Excluded
ZZZ223,Tortus Fuse 2.5amp,.,£1.45,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ224,Tortus Fuse 6.5amp,.,£0.40,50001.0,GST,.,£10.00,43003.0,BAS Excluded
ZZZ2006,3M Lapping Film (pack 10),.,£2.09,50001.0,N-T,.,£50.00,43003.0,BAS Excluded
ZZZ2007,P400 Paper (Pack 10),.,£1.06,50001.0,GST,.,£20.00,43003.0,BAS Excluded
ZZZ324,Conditioning Board Feet,.,£1.40,50001.0,GST,.,£2.50,43003.0,BAS Excluded
ZZZ325,Conditioning Board Plates,.,£10.00,50001.0,GST,.,£60.00,43003.0,BAS Excluded
ZZZ326,Dry Control Testing BoardPlate,.,£20.00,50001.0,GST,.,£19.80,43003.0,BAS Excluded
ZZZ304,Digital Site Thermometer,.,£10.35,50001.0,GST,.,£30.00,43003.0,BAS Excluded
ZZZ307,Digital Site Level,.,£144.54,50001.0,GST,.,£185.00,43003.0,BAS Excluded
ZZZ306,Spray Bottle,.,£3.20,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ313,Wet Floor Sign,.,£7.60,50001.0,GST,.,£20.00,43003.0,BAS Excluded
ZZZ311,Blue Mop Head,.,£17.41,50001.0,GST,.,£22.00,43003.0,BAS Excluded
ZZZ312,Telescopic Mop Handle,.,£11.00,50001.0,GST,.,£20.00,43003.0,BAS Excluded
ZZZ301,Clipboard A4 (Dry),.,£3.84,50001.0,GST,.,£10.00,43003.0,BAS Excluded
ZZZ302,Clipboard A4 (Wet),.,£4.50,50001.0,GST,.,£8.00,43003.0,BAS Excluded
ZZZ303,Microfibre Dry Testing Cloth,.,£8.50,50001.0,GST,.,£12.00,43003.0,BAS Excluded
ZZZ316,Step Testing Jack,.,£70.00,50001.0,GST,.,£100.00,43003.0,BAS Excluded
ZZZ305,Testing Stool,.,£19.99,50001.0,GST,.,£35.00,43003.0,BAS Excluded
ZZZ315,Traffic Cone,.,£13.13,50001.0,GST,.,£20.00,43003.0,BAS Excluded
ZZZ314,Traffic Cone 'Keep Out' Collar,.,£9.63,50001.0,GST,.,£6.00,43003.0,BAS Excluded
ZZZ809,Digital Inclinometer,.,£45.00,50001.0,GST,.,£63.00,43003.0,BAS Excluded
ZZZ308,Doorstop,.,£1.55,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ502,Cal Temp Label - Pendulum,.,£1.50,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ504,Sticker - GPC Sample Label,.,£2.50,50001.0,GST,.,£3.50,43003.0,BAS Excluded
ZZZ507,Sticker - General Equipment,.,£1.50,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ506,Sticker - Trolley Box,.,£15.00,50001.0,GST,.,£15.00,43003.0,BAS Excluded
ZZZ803,Wet Floor Sign Sticker,.,£8.00,50001.0,GST,.,£15.00,43003.0,BAS Excluded
ZZZ310,Trolley Storage Box,.,£150.00,50001.0,GST,.,£200.00,43003.0,BAS Excluded
ZZZ320,Trolley Base Cups (Small),.,£1.40,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ321,Trolley Base Cups (Large),.,£3.25,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ322,Trolley Cup Bolt M8x40mm,.,£0.45,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ323,Trolley Cup Lock Nut M8,.,£0.13,50001.0,GST,.,£3.00,43003.0,BAS Excluded
ZZZ327,Wet Ancillary Kit Hard Case,.,£389.00,50001.0,GST,.,£550.00,43003.0,BAS Excluded
ZZZ318,Dry Ancillary Kit Strap,.,£9.90,50001.0,GST,.,£15.00,43003.0,BAS Excluded
ZZZ807,Packaging Bag (Lapping),.,£1.60,50001.0,GST,.,£2.50,43003.0,BAS Excluded
ZZZ815,Packaging Bag (Slider),.,£2.50,50001.0,GST,.,£3.50,43003.0,BAS Excluded
ZZZ806,Packaging Bag (Post Pack),.,£3.00,50001.0,GST,.,£4.00,43003.0,BAS Excluded
ZZZ328,Cotton Calibration Gloves,.,£11.18,50001.0,GST,.,£16.00,43003.0,BAS Excluded
ZZZ309,Digital Inclinometer,.,£42.70,50001.0,GST,.,£65.00,43003.0,BAS Excluded
ZZZ211,Tortus 3 Charge Connector,.,£1.45,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ701,Pendulum Trolley,.,£70.00,50001.0,GST,.,£120.00,43003.0,BAS Excluded
ZZZZ810,Calibration Temporary Label,Calibration Temporary Label - Pendulum,£1.00,50001.0,GST,Calibration Temporary Label - Pendulum,£0.00,43003.0,BAS Excluded
ZZZ503,Cal Temp Label - Tortus,Calibration Temporary Label - Tortus,£1.50,50001.0,GST,Calibration Temporary Label - Tortus,£0.00,43003.0,BAS Excluded
ZZZ804,Sticker - GPC Sample Label,.,£2.50,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ505,Sticker - Wet Floor Sign,.,£14.36,50001.0,GST,.,£20.00,43003.0,BAS Excluded
ZZZ210,Tortus Bag Zipper,.,£1.65,50001.0,GST,.,£4.00,43003.0,BAS Excluded
ZZZ401,WD40 (275g),.,£7.45,50001.0,GST,.,£11.00,43003.0,BAS Excluded
ZZZ402,Mentholated Spirits (1 Liter),.,£3.70,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ403,Turpentine (1 Litre),.,£7.70,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ404,Black Spray Paint,.,£8.30,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ139,Pendulum Case Bracket (Top),.,£10.00,50001.0,GST,.,£14.00,43003.0,BAS Excluded
ZZZ140,Pendulum Case Bracket (Bottom),.,£10.00,50001.0,GST,.,£14.00,43003.0,BAS Excluded
ZZZ208,Tortus Foot M4 Ballspring Plun,.,£2.20,50001.0,GST,.,£2.66,43003.0,BAS Excluded
ZZZ4001,Training - Pendulum (AS4663),.,,,,.,"£1,995.00",43003.0,BAS Excluded
ZZZ120,M4x6mm Socket Head Grub Screw,.,£0.25,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ124,Pendulum M6 Foot Block Bolts,.,£0.47,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ127,Pendulum Arm Spring Assembly,.,£124.10,50001.0,GST,.,£174.00,43003.0,BAS Excluded
ZZZ123,Arm Spring Tension Clip,.,£88.10,50001.0,GST,.,£124.00,43003.0,BAS Excluded
ZZZ129,Pendulum Foot Assembly Cover,.,£306.03,50001.0,GST,.,£429.00,43003.0,BAS Excluded
ZZZ135,Levelling Feet Screw Knob,.,£23.73,50001.0,GST,.,£34.00,43003.0,BAS Excluded
ZZZ237,Tortus 2 Front Wheel Assembly,.,£160.00,50001.0,GST,.,£200.00,43003.0,BAS Excluded
ZZZ236,Tortus 2 Wheel Screws,.,£0.90,50001.0,GST,.,£1.50,43003.0,BAS Excluded
ZZZ235,Tortus 2 Battery Door Screws,.,£0.90,50001.0,GST,.,£1.40,43003.0,BAS Excluded
ZZZ234,Tortus 2 Case Fasteners,.,£0.90,50001.0,GST,.,£1.40,43003.0,BAS Excluded
ZZZ233,Tortus 2 Printer Screws,.,£0.90,50001.0,GST,.,£1.40,43003.0,BAS Excluded
ZZZ232,Tortus 2 Battery,.,£106.10,50001.0,GST,.,£120.00,43003.0,BAS Excluded
ZZZ231,Tortus Power Buttons,.,£46.10,50001.0,GST,.,£36.00,43003.0,BAS Excluded
ZZZ222,Tortus 2 Drive Motor Gears,.,£111.10,50001.0,GST,.,£125.00,43003.0,BAS Excluded
ZZZ221,Tortus 2 Sensor Chip,.,£36.10,50001.0,GST,.,£25.00,43003.0,BAS Excluded
ZZZ220,Tortus 2 Display Connector,.,£36.10,50001.0,GST,.,£25.00,43003.0,BAS Excluded
ZZZ219,Tortus 2 Number Display Connec,.,£36.10,50001.0,GST,.,£25.00,43003.0,BAS Excluded
ZZZ217,Tortus 2 Charge Connector,.,£30.00,50001.0,GST,.,£36.00,43003.0,BAS Excluded
ZZZ216,Tortus 2 Rear Wheel,.,£90.00,50001.0,GST,.,£110.00,43003.0,BAS Excluded
ZZZ4011,Training - Tortus (AS4663),.,,,,.,£995.00,43003.0,BAS Excluded
ZZZ3001,Calibration- Pendulum,.,,,,.,"£1,100.00",43003.0,BAS Excluded
ZZZ3004,Control Testing- Tortus,.,,,,.,£500.00,43003.0,BAS Excluded
ZZZ3003,Control Testing- Pendulum,.,,,,.,£500.00,43003.0,BAS Excluded
ZZZ317,Calibration Microfibre Cloth,.,£16.00,,GST,.,,,BAS Excluded
ZZZ340,Safety - ISTS Hi-Viz vest,.,£6.95,50001.0,GST,.,£10.00,43003.0,BAS Excluded
ZZZ341,Safety - Hard Hat,.,£10.95,50001.0,GST,.,£10.00,43003.0,BAS Excluded
ZZZ3005,Equipment Repair- Labour charg,.,,,,.,£130.00,43003.0,BAS Excluded
ZZZ152,Pendulum M6x30mm Hex-Head Bolt,.,£1.77,50001.0,GST,.,£3.00,43003.0,BAS Excluded
ZZZ342,Safety - Gloves,.,£19.98,50001.0,GST,.,£28.00,43003.0,BAS Excluded
ZZZ244,Tortus 3 Battery Connectors,.,£3.00,50001.0,GST,.,£5.00,43003.0,BAS Excluded
ZZZ145,Pendulum 6 BA Screws,.,£0.50,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ343,Safety - Glasses,.,£9.98,50001.0,GST,.,£14.00,43003.0,BAS Excluded
ZZZ3002,Calibration- Tortus,.,,,,.,£600.00,43003.0,BAS Excluded
ZZZ1122,Munro Handle SA,.,£82.66,50001.0,N-T,.,£115.70,43003.0,BAS Excluded
ZZZ151,Slider Measuring Tool Backing ,.,£0.00,50001.0,GST,.,£39.00,43003.0,BAS Excluded
ZZZ146,Pendulum Foot Bearing,.,£0.00,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ147,Pendulum Head Pivot,.,£0.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ148,Pendulum High Friction Feet,.,£0.00,50001.0,GST,.,£100.00,43003.0,BAS Excluded
ZZZ149,Pendulum Knurled Nut (M5x30mm),.,£12.68,50001.0,GST,.,£18.00,43003.0,BAS Excluded
ZZZ150,Pendulum Arm Attachment Clamp,.,£0.00,50001.0,GST,.,£50.00,43003.0,BAS Excluded
ZZZ2008,#60 Grit Paper,.,£1.29,50001.0,GST,.,£2.00,43003.0,BAS Excluded
ZZZ814,Tortus Knurled Screw (M5x30mm),.,£12.68,50001.0,GST,.,£18.00,43003.0,BAS Excluded
ZZZ329,Safety- Gear Bag,.,£15.98,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ405,Brass Polish,.,£30.94,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ406,Admin Archive Box,.,£10.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ407,Super Glue - Powerflex Gel,.,£9.30,50001.0,GST,.,£14.00,43003.0,BAS Excluded
ZZZ408,Lock-Tite,.,£14.95,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ409,Spray Glue,.,£20.99,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ410,Packaging - Clear Wrap (roll),.,£19.99,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ411,Packaging - Scotch Tape,.,£4.98,50001.0,GST,.,£9.00,43003.0,BAS Excluded
ZZZ412,Packaging - Large (A4),.,£0.10,,GST,.,,,BAS Excluded
ZZZ413,Packaging - Medium Snaplock,.,£0.10,,GST,.,,,BAS Excluded
ZZZ414,Packaging - Small Snaplock bag,.,£0.10,,GST,.,,,BAS Excluded
ZZZ415,Packaging - Large Padded Satch,.,£1.46,,GST,.,,,BAS Excluded
ZZZ416,Packaging - Small Padded Satch,.,£0.46,,GST,.,,,BAS Excluded
ZZZ417,Microfibre Cleaning Cloths,Every pack has 20 clothes. ,£0.58,,GST,Every pack has 20 clothes. ,,,BAS Excluded
ZZZ418,Packaging - Cardboard (roll),.,£54.95,,GST,.,,,BAS Excluded
ZZZ508,Sticker - GES (Small),.,£0.50,,GST,.,,,BAS Excluded
ZZZ702,Pendulum Conditioning Board,.,£19.00,50001.0,GST,.,£95.00,43003.0,BAS Excluded
ZZZ703,Pendulum Onsite Testing Pack,.,£882.08,50001.0,GST,.,"£1,250.00",43003.0,BAS Excluded
ZZZ704,Tortus Onsite Testing Pack,.,£47.00,50001.0,GST,.,£250.00,43003.0,BAS Excluded
ZZZ705,Wessex P Verification Kit,.,£954.80,50001.0,GST,.,"£1,250.00",43003.0,BAS Excluded
ZZZ706,Tortus Verification Kit,.,£115.50,50001.0,GST,.,£200.00,43003.0,BAS Excluded
ZZZ707,ISTS Wet Floor Sign,.,£0.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
601,ISTS Male Uniforms,.,£49.95,61803.0,GST,.,,,BAS Excluded
602,ISTS Female Uniforms,.,£45.00,61803.0,GST,.,,,BAS Excluded
603,ISTS Male Sweater,.,£62.00,61803.0,GST,.,,,BAS Excluded
604,ISTS Female Sweater,.,£62.00,61803.0,GST,.,,,BAS Excluded
605,ISTS Jacket,.,£81.00,61803.0,GST,.,,,BAS Excluded
ZZZ153,Pendulum Foot Cover Bracket,Bracket sit on top of foot assembly,£18.00,50001.0,GST,Bracket sit on top of foot assembly,£0.00,43003.0,BAS Excluded
ZZZ154,Pendulum Catch/ Release Block,.,£215.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ155,Pendulum Handle Cover Bracket,Pendulum carry handle screw bracket,£3.50,50001.0,GST,Pendulum carry handle screw bracket,£0.00,43003.0,BAS Excluded
ZZZ1103,Munro Slider Spring,.,£18.50,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ1104,Munro Slider Pin,.,£4.30,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ1105,Munro Pointer Striker,.,£92.02,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ1106,Munro Slider Washer,.,£4.30,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ1107,Munro Nylon Screw,Munro Pointer Striker adjustment,£4.30,50001.0,N-T,Munro Pointer Striker adjustment,£0.00,43003.0,BAS Excluded
ZZZ1108,Munro Nylon Nut,Munro Pointer Striker adjustment,£4.30,50001.0,N-T,Munro Pointer Striker adjustment,£0.00,43003.0,BAS Excluded
ZZZ1125,Munro Spring Tension Assembly,Munro Tension Rod Assembly,£206.56,50001.0,GST,Munro Tension Rod Assembly,£0.00,43003.0,BAS Excluded
ZZZ1109,Munro Tension Spring Assembly,.,£53.36,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
ZZZ344,Stainless Steel Ruler 15cm,.,£2.58,,GST,.,,,BAS Excluded
ZZZ164,Pendulum Foot Post Bracket,.,£100.00,50001.0,GST,.,£140.00,43003.0,BAS Excluded
ZZZ1120,M5 X25 Socket Head Cap Screw,.,£0.36,50001.0,GST,.,£1.80,43003.0,BAS Excluded
ZZZ812,Trolley Cup Washer,.,£0.07,50001.0,GST,.,£1.00,43003.0,BAS Excluded
ZZZ345,Trolley Cup Washers,.,£0.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ1126,Munro Wire Assembly,.,£0.00,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
ZZZ1123,Munro Levelling Screw,.,£0.00,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
ZZZ1124,Munro Pointer Stop Br,.,£0.00,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
ZZZ1110,Munro Levelling 'Screw' Screw,.,£0.50,50001.0,N-T,.,£1.00,43003.0,BAS Excluded
ZZZ170,Pendulum Slider Rod Post,.,£0.00,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
ZZZ1111,Pointer Bearing Sub Assembly,.,£159.41,50001.0,N-T,.,£250.00,43003.0,BAS Excluded
ZZZ1112,Munro Friction Ring Adjuster,.,£23.08,50001.0,N-T,.,£32.31,43003.0,BAS Excluded
ZZZ1113,Munro Screw 10BA,.,£1.55,50001.0,N-T,.,£2.17,43003.0,BAS Excluded
ZZZ0002,Wessex Pendulum (Used),.,"£3,850.00",50001.0,GST,.,"£5,950.00",43003.0,BAS Excluded
ZZZ1127,Munro Pendulum Tool Kit,Tool Kit for Pendulum Tester \r\nStock: SX1704\r\n,£99.99,50001.0,N-T,Tool Kit for Pendulum Tester \r\nStock: SX1704\r\n,£158.00,43003.0,BAS Excluded
ZZZ1114,Munro 6BA x 5/32,6BA X 5/32 CH/HD ST/ST\r\nSOTCK CODE: 101884A,£1.36,50001.0,N-T,6BA X 5/32 CH/HD ST/ST\r\nSOTCK CODE: 101884A,£20.00,43003.0,BAS Excluded
ZZZ1115,Munro 6BA X 1/4,6BA X1/4 CH/HD ST/ST\r\nSTOCK CODE: 101884,£1.36,50001.0,N-T,6BA X1/4 CH/HD ST/ST\r\nSTOCK CODE: 101884,£20.00,43003.0,BAS Excluded
ZZZ1128,Munro Pendulum Loading Spring ,Stock Code: 303172\r\n,£27.11,50001.0,N-T,Stock Code: 303172\r\n,£57.00,43003.0,BAS Excluded
ZZZ1116,Munro Swinging Arm Adaptor,"Stock Code: 303202, ",£1.09,50001.0,N-T,"Stock Code: 303202, ",£20.00,43003.0,BAS Excluded
ZZZ1117,Munro Pendulum Foot Weight ,Stock Code: 881144,£68.18,50001.0,N-T,Stock Code: 881144,£114.00,43003.0,BAS Excluded
ZZZ1129,Munro Pendulum Swinging Arm ,Stock Code: 303200,£77.38,50001.0,N-T,Stock Code: 303200,£127.00,43003.0,BAS Excluded
ZZZ1118,Munro Pendulum Bearing,Stock Code: 101596,£11.09,50001.0,N-T,Stock Code: 101596,£34.00,43003.0,BAS Excluded
ZZZ509,Cal Plate (NZ) - Pendulum,.,£8.50,50001.0,GST,.,£15.00,43003.0,BAS Excluded
ZZZ0004,Wessex Tortus 3 (Used),.,£0.00,50001.0,GST,.,£0.00,43003.0,BAS Excluded
ZZZ00001,Munro Pendulum,.,"£7,191.31",50001.0,N-T,.,"£13,550.00",43003.0,BAS Excluded
ZZZ00002,Munro Pendulum (Digital),.,£0.00,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
ZZZ00003,Munro Pendulum (Used),.,£0.00,50001.0,N-T,.,£0.00,43003.0,BAS Excluded
ZZZ5012,Shipping Fee S12,.,,,,.,£300.00,42400.0,BAS Excluded
ZZZ419,Packaging - Bubble Wrap,.,£11.47,,GST,.,,,BAS Excluded
ZZZ2009,Tortus sliders (pack of 6),.,,50001.0,,.,£100.00,43003.0,BAS Excluded
ZZZ1130,Munro Slider Measuring Tool,.,£21.57,50001.0,N-T,.,£39.00,43003.0,BAS Excluded
ZZZ1119,Munro 6BA Bolt,.,£0.00,50001.0,N-T,.,£69.00,43003.0,BAS Excluded
ZZZ708,Munro Verification Kit,.,£0.00,50001.0,N-T,.,"£1,250.00",43003.0,BAS Excluded
ZZZ4002,Training - Pendulum AS/NZ4663,.,,,,.,£0.00,43003.0,BAS Excluded
ZZZ4003,Training - Pendulum SS485,Introductory Training - Pendulum (SS 485),,,,Introductory Training - Pendulum (SS 485),£0.00,43003.0,BAS Excluded
ZZZ4004,Training - Pendulum BS7976,Introductory Training - Pendulum (BS 7976),,,,Introductory Training - Pendulum (BS 7976),£0.00,43003.0,BAS Excluded
