Narration,Date,Description,AccountCode,TaxRate,Amount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,LineAmountType,Status
GJ000384,24/09/2024,EB: August 24 BAS,21103,BAS Excluded,-26724.0,,,,,Exclusive,DRAFT
GJ000396,01/10/2024,EB: ATO General Interest Charge,60032,BAS Excluded,313.08,,,,,Exclusive,DRAFT
GJ000396,01/10/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-313.08,,,,,Exclusive,DRAFT
GJ000361,15/10/2024,Reclassification Nikita parental leave payments frpm 15092024 to 15102024.,21202,BAS Excluded,5494.8,,,,,Exclusive,DRAFT
GJ000361,15/10/2024,Reclassification Nikita parental leave payments frpm 15092024 to 15102024.,83000,BAS Excluded,-5494.8,,,,,Exclusive,DRAFT
GJ000385,21/10/2024,EB: Sept 24 BAS,21102,BAS Excluded,-4801.0,,,,,Exclusive,DRAFT
GJ000385,21/10/2024,EB: Sept 24 BAS,21101,BAS Excluded,19996.0,,,,,Exclusive,DRAFT
GJ000385,21/10/2024,EB: Sept 24 BAS,21203,BAS Excluded,17072.0,,,,,Exclusive,DRAFT
GJ000385,21/10/2024,EB: Sept 24 BAS,60029,BAS Excluded,2849.0,,,,,Exclusive,DRAFT
GJ000385,21/10/2024,EB: Sept 24 BAS,21103,BAS Excluded,-35116.0,,,,,Exclusive,DRAFT
GJ000378,31/10/2024,Clear Tracking account for goods  $99.50 (credit) Ebay mistake posting the price in MYOB.   $224.70 (Debit) Crystal White Mop Heads ordered but they did not have the good to be delivered  $144.35 (debit Northside Cleaning Same story as Crystal White,11202,BAS Excluded,-216.68,,,,,Exclusive,DRAFT
GJ000378,31/10/2024,Clear Tracking account for goods  $99.50 (credit) Ebay mistake posting the price in MYOB.   $224.70 (Debit) Crystal White Mop Heads ordered but they did not have the good to be delivered  $144.35 (debit Northside Cleaning Same story as Crystal White,50001,BAS Excluded,216.68,,,,,Exclusive,DRAFT
GJ000397,01/11/2024,EB: ATO General Interest Charge,60032,BAS Excluded,308.21,,,,,Exclusive,DRAFT
GJ000397,01/11/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-308.21,,,,,Exclusive,DRAFT
GJ000373,01/11/2024,Mick transferred a pendulum from our equipment to be part of the inventory as used pendulum W17 (WM006),13330,BAS Excluded,-3850.0,,,,,Exclusive,DRAFT
GJ000373,01/11/2024,Mick transferred a pendulum from our equipment to be part of the inventory as used pendulum W17 (WM006),61708,BAS Excluded,3850.0,,,,,Exclusive,DRAFT
GJ000374,01/11/2024,Transfer a new pendulum to be part of our equipment WM108.,13330,BAS Excluded,6232.0,,,,,Exclusive,DRAFT
GJ000374,01/11/2024,Transfer a new pendulum to be part of our equipment WM108.,61708,BAS Excluded,-6232.0,,,,,Exclusive,DRAFT
GJ000386,21/11/2024,EB: Oct 24 BAS,21102,BAS Excluded,-6157.0,,,,,Exclusive,DRAFT
GJ000386,21/11/2024,EB: Oct 24 BAS,21101,BAS Excluded,17631.0,,,,,Exclusive,DRAFT
GJ000386,21/11/2024,EB: Oct 24 BAS,21203,BAS Excluded,19707.0,,,,,Exclusive,DRAFT
GJ000386,21/11/2024,EB: Oct 24 BAS,21103,BAS Excluded,-31181.0,,,,,Exclusive,DRAFT
GJ000398,25/11/2024,EB: ATO General Interest Charge,60032,BAS Excluded,262.78,,,,,Exclusive,DRAFT
GJ000398,25/11/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-262.78,,,,,Exclusive,DRAFT
GJ000399,02/12/2024,EB: ATO General Interest Charge,60032,BAS Excluded,115.97,,,,,Exclusive,DRAFT
GJ000399,02/12/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-115.97,,,,,Exclusive,DRAFT
GJ000387,23/12/2024,EB: Nov 24 BAS,21102,BAS Excluded,-4964.0,,,,,Exclusive,DRAFT
GJ000387,23/12/2024,EB: Nov 24 BAS,21101,BAS Excluded,19120.0,,,,,Exclusive,DRAFT
GJ000387,23/12/2024,EB: Nov 24 BAS,21203,BAS Excluded,22247.0,,,,,Exclusive,DRAFT
GJ000387,23/12/2024,EB: Nov 24 BAS,21103,BAS Excluded,-36403.0,,,,,Exclusive,DRAFT
GJ000400,02/01/2025,EB: ATO General Interest Charge,60032,BAS Excluded,457.34,,,,,Exclusive,DRAFT
GJ000400,02/01/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-457.34,,,,,Exclusive,DRAFT
GJ000409,02/01/2025,EB: Amended general interest charge,60032,BAS Excluded,-1.4,,,,,Exclusive,DRAFT
GJ000409,02/01/2025,EB: Amended general interest charge,21103,BAS Excluded,1.4,,,,,Exclusive,DRAFT
GJ000401,03/02/2025,EB: ATO General Interest Charge,60032,BAS Excluded,450.0,,,,,Exclusive,DRAFT
GJ000401,03/02/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-450.0,,,,,Exclusive,DRAFT
GJ000388,21/02/2025,EB: Dec 24 BAS,21102,BAS Excluded,-5148.0,,,,,Exclusive,DRAFT
GJ000388,21/02/2025,EB: Dec 24 BAS,21101,BAS Excluded,19541.0,,,,,Exclusive,DRAFT
GJ000388,21/02/2025,EB: Dec 24 BAS,21203,BAS Excluded,16657.0,,,,,Exclusive,DRAFT
GJ000388,21/02/2025,EB: Dec 24 BAS,21106,BAS Excluded,5032.0,,,,,Exclusive,DRAFT
GJ000388,21/02/2025,EB: Dec 24 BAS,60029,BAS Excluded,2849.0,,,,,Exclusive,DRAFT
GJ000388,21/02/2025,EB: Dec 24 BAS,21103,BAS Excluded,-38931.0,,,,,Exclusive,DRAFT
GJ000389,21/02/2025,EB: Jan 25 BAS,21102,BAS Excluded,-5112.0,,,,,Exclusive,DRAFT
GJ000389,21/02/2025,EB: Jan 25 BAS,21101,BAS Excluded,16248.0,,,,,Exclusive,DRAFT
GJ000389,21/02/2025,EB: Jan 25 BAS,21203,BAS Excluded,16817.0,,,,,Exclusive,DRAFT
GJ000389,21/02/2025,EB: Jan 25 BAS,21103,BAS Excluded,-27953.0,,,,,Exclusive,DRAFT
GJ000402,24/02/2025,EB: ATO General Interest Charge,60032,BAS Excluded,96.08,,,,,Exclusive,DRAFT
GJ000402,24/02/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-96.08,,,,,Exclusive,DRAFT
GJ000410,24/02/2025,EB: Amended general interest charge,60032,BAS Excluded,-1.88,,,,,Exclusive,DRAFT
GJ000410,24/02/2025,EB: Amended general interest charge,21103,BAS Excluded,1.88,,,,,Exclusive,DRAFT
GJ000379,24/02/2025,Recording MYOB fee for double payment received from Colliers on 24/02/2025 invoice #00076664,43006,BAS Excluded,-10.65,,,,,Exclusive,DRAFT
GJ000379,24/02/2025,Recording MYOB fee for double payment received from Colliers on 24/02/2025 invoice #00076664,60009,BAS Excluded,9.68,,,,,Exclusive,DRAFT
GJ000379,24/02/2025,Recording MYOB fee for double payment received from Colliers on 24/02/2025 invoice #00076664,21101,BAS Excluded,0.97,,,,,Exclusive,DRAFT
GJ000403,03/03/2025,EB: ATO General Interest Charge,60032,BAS Excluded,125.1,,,,,Exclusive,DRAFT
GJ000403,03/03/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-125.1,,,,,Exclusive,DRAFT
GJ000411,03/03/2025,EB: Amended general interest charge,60032,BAS Excluded,-8.45,,,,,Exclusive,DRAFT
GJ000411,03/03/2025,EB: Amended general interest charge,21103,BAS Excluded,8.45,,,,,Exclusive,DRAFT
GJ000380,19/03/2025,Mick transferred a pendulum from our equipment to be part of the inventory as used pendulum W4 (W1049),13330,BAS Excluded,3850.0,,,,,Exclusive,DRAFT
GJ000380,19/03/2025,Mick transferred a pendulum from our equipment to be part of the inventory as used pendulum W4 (W1049),61708,BAS Excluded,-3850.0,,,,,Exclusive,DRAFT
GJ000390,21/03/2025,EB: Feb 25 BAS,21102,BAS Excluded,-7036.0,,,,,Exclusive,DRAFT
GJ000390,21/03/2025,EB: Feb 25 BAS,21101,BAS Excluded,23673.0,,,,,Exclusive,DRAFT
GJ000390,21/03/2025,EB: Feb 25 BAS,21203,BAS Excluded,16554.0,,,,,Exclusive,DRAFT
GJ000390,21/03/2025,EB: Feb 25 BAS,21103,BAS Excluded,-33191.0,,,,,Exclusive,DRAFT
GJ000404,24/03/2025,EB: ATO General Interest Charge,60032,BAS Excluded,298.39,,,,,Exclusive,DRAFT
GJ000404,24/03/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-298.39,,,,,Exclusive,DRAFT
GJ000405,01/04/2025,EB: ATO General Interest Charge,60032,BAS Excluded,174.23,,,,,Exclusive,DRAFT
GJ000405,01/04/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-174.23,,,,,Exclusive,DRAFT
GJ000412,01/04/2025,EB: Amended general interest charge,60032,BAS Excluded,-1.57,,,,,Exclusive,DRAFT
GJ000412,01/04/2025,EB: Amended general interest charge,21103,BAS Excluded,1.57,,,,,Exclusive,DRAFT
GJ000381,15/04/2025,Reclassification Elliot Benson deduction $88 for accommodation in CQLD,21201,BAS Excluded,88.0,,,,,Exclusive,DRAFT
GJ000381,15/04/2025,Reclassification Elliot Benson deduction $88 for accommodation in CQLD,61504,BAS Excluded,-88.0,,,,,Exclusive,DRAFT
GJ000391,22/04/2025,EB: March 25 BAS,21102,BAS Excluded,-5622.0,,,,,Exclusive,DRAFT
GJ000391,22/04/2025,EB: March 25 BAS,21101,BAS Excluded,14451.0,,,,,Exclusive,DRAFT
GJ000391,22/04/2025,EB: March 25 BAS,21203,BAS Excluded,16391.0,,,,,Exclusive,DRAFT
GJ000391,22/04/2025,EB: March 25 BAS,21106,BAS Excluded,5032.0,,,,,Exclusive,DRAFT
GJ000391,22/04/2025,EB: March 25 BAS,60029,BAS Excluded,2849.0,,,,,Exclusive,DRAFT
GJ000391,22/04/2025,EB: March 25 BAS,21103,BAS Excluded,-33101.0,,,,,Exclusive,DRAFT
GJ000406,22/04/2025,EB: ATO General Interest Charge,60032,BAS Excluded,337.81,,,,,Exclusive,DRAFT
GJ000406,22/04/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-337.81,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11402,BAS Excluded,81727.34,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11402,BAS Excluded,472.02,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11402,BAS Excluded,699.3,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11402,BAS Excluded,129.49,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11401,BAS Excluded,904.55,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,62013,BAS Excluded,3527.69,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,62015,BAS Excluded,432.4,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,62004,BAS Excluded,401.55,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11401,BAS Excluded,2838.0,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11304,BAS Excluded,-5000.0,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,11114,BAS Excluded,-50000.0,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,21308,BAS Excluded,-44525.61,,,,,Exclusive,DRAFT
GJ000413,23/04/2025,New Toyota Altitude registration Number: 750 MO6,21102,BAS Excluded,8393.27,,,,,Exclusive,DRAFT
GJ000407,01/05/2025,EB: ATO General Interest Charge,60032,BAS Excluded,215.48,,,,,Exclusive,DRAFT
GJ000407,01/05/2025,EB: ATO General Interest Charge,21103,BAS Excluded,-215.48,,,,,Exclusive,DRAFT
GJ000414,28/05/2025,Adjusting account's balance new pendulum was transferred to be part of the plant and equipment. WL012 (WM007) ,13330,BAS Excluded,3850.0,,,,,Exclusive,DRAFT
GJ000414,28/05/2025,Adjusting account's balance new pendulum was transferred to be part of the plant and equipment. WL012 (WM007) ,61708,BAS Excluded,-3850.0,,,,,Exclusive,DRAFT
,28/05/2025,.,nan,BAS Excluded,0.0,,,,,Exclusive,DRAFT
* YearEnd Adjustments,28/05/2025,.,nan,BAS Excluded,0.0,,,,,Exclusive,DRAFT
