Narration,Date,Description,AccountCode,TaxRate,Amount,TrackingName1,TrackingOption1,TrackingName2,TrackingOption2,LineAmountType,Status
GJ000303,17/08/2023,RAV 4 acquisition and finance registration 469HZ3 ,19001,BAS Excluded,-15000.0,,,,,Exclusive,DRAFT
GJ000303,17/08/2023,RAV 4 acquisition and finance registration 469HZ3 ,21302,BAS Excluded,-33237.7,,,,,Exclusive,DRAFT
GJ000303,17/08/2023,RAV 4 acquisition and finance registration 469HZ3 ,21102,BAS Excluded,4665.1,,,,,Exclusive,DRAFT
GJ000304,15/09/2023,Reclassification Matthew Logan excess vehicle (repair 969 ele5 RAV 4) First instalment,21201,BAS Excluded,200.0,,,,,Exclusive,DRAFT
GJ000304,15/09/2023,Reclassification Matthew Logan excess vehicle (repair 969 ele5 RAV 4) First instalment,62005,BAS Excluded,-200.0,,,,,Exclusive,DRAFT
GJ000305,30/09/2023,Reclassification Matthew Logan excess vehicle (repair 969 ele5 RAV 4) Second and final instalment,21201,BAS Excluded,200.0,,,,,Exclusive,DRAFT
GJ000305,30/09/2023,Reclassification Matthew Logan excess vehicle (repair 969 ele5 RAV 4) Second and final instalment,62005,BAS Excluded,-200.0,,,,,Exclusive,DRAFT
GJ000335,15/11/2023,Reclassification Matthew Logan excess vehicle (repair 969 EL5 RAV 4) tHE CAR WAS CRASHED ON 04112023,21201,BAS Excluded,700.0,,,,,Exclusive,DRAFT
GJ000335,15/11/2023,Reclassification Matthew Logan excess vehicle (repair 969 EL5 RAV 4) tHE CAR WAS CRASHED ON 04112023,62005,BAS Excluded,-700.0,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,11401,BAS Excluded,46736.36,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,11401,BAS Excluded,-1200.0,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,11401,BAS Excluded,613.64,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,11401,BAS Excluded,904.55,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,62015,BAS Excluded,386.0,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,62004,BAS Excluded,493.55,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,11401,BAS Excluded,1042.0,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,11304,BAS Excluded,-3000.0,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,19001,BAS Excluded,-17000.0,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,21303,BAS Excluded,-33681.55,,,,,Exclusive,DRAFT
GJ000336,16/11/2023,RAV 4 acquisition and finance registration 204IS2,21102,BAS Excluded,4705.45,,,,,Exclusive,DRAFT
GJ000342,30/11/2023,Reclassification $200 deduction for excess insurance repair vehicle 589YSF Grant MacVitie,21201,BAS Excluded,200.0,,,,,Exclusive,DRAFT
GJ000342,30/11/2023,Reclassification $200 deduction for excess insurance repair vehicle 589YSF Grant MacVitie,62005,BAS Excluded,-200.0,,,,,Exclusive,DRAFT
GJ000344,01/12/2023,Mick transferred a pendulum from our equipment to be part of the inventory as used pendulum ,43005,BAS Excluded,-3850.0,,,,,Exclusive,DRAFT
GJ000344,01/12/2023,Mick transferred a pendulum from our equipment to be part of the inventory as used pendulum ,61708,BAS Excluded,3850.0,,,,,Exclusive,DRAFT
GJ000345,18/12/2023,Reclassification $200 deduction for excess insurance repair vehicle 589YSF Grant MacVitie,21201,BAS Excluded,200.0,,,,,Exclusive,DRAFT
GJ000345,18/12/2023,Reclassification $200 deduction for excess insurance repair vehicle 589YSF Grant MacVitie,62005,BAS Excluded,-200.0,,,,,Exclusive,DRAFT
GJ000347,01/05/2024,Reclassification excess vehicle repairing 448BG4 Elliot Benson,21201,BAS Excluded,500.0,,,,,Exclusive,DRAFT
GJ000347,01/05/2024,Reclassification excess vehicle repairing 448BG4 Elliot Benson,62005,BAS Excluded,-500.0,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,11401,BAS Excluded,46736.36,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,11401,BAS Excluded,-1000.0,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,11401,BAS Excluded,613.64,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,11401,BAS Excluded,904.55,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,62015,BAS Excluded,386.0,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,62004,BAS Excluded,493.55,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,11401,BAS Excluded,1042.0,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,11304,BAS Excluded,-3000.0,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,11114,BAS Excluded,-25000.0,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,21304,BAS Excluded,-25901.55,,,,,Exclusive,DRAFT
GJ000348,09/05/2024,RAV 4 acquisition and finance registration 480JW9,21102,BAS Excluded,4725.45,,,,,Exclusive,DRAFT
GJ000351,11/05/2024,Transaction paid by New Zealand Credit card as Mick confused them. NZ$40.03 Yeloow Cab ,61505,BAS Excluded,32.68,,,,,Exclusive,DRAFT
GJ000351,11/05/2024,Transaction paid by New Zealand Credit card as Mick confused them. NZ$40.03 Yeloow Cab ,14001,BAS Excluded,-35.95,,,,,Exclusive,DRAFT
GJ000351,11/05/2024,Transaction paid by New Zealand Credit card as Mick confused them. NZ$40.03 Yeloow Cab ,21102,BAS Excluded,3.27,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,11401,BAS Excluded,46736.36,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,11401,BAS Excluded,-1000.0,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,11401,BAS Excluded,613.64,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,11401,BAS Excluded,904.55,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,62015,BAS Excluded,386.0,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,62004,BAS Excluded,493.55,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,11401,BAS Excluded,1042.0,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,11304,BAS Excluded,-3000.0,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,11111,BAS Excluded,-25000.0,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,21305,BAS Excluded,-25901.55,,,,,Exclusive,DRAFT
GJ000349,17/05/2024,RAV 4 acquisition and finance registration 483JW9,21102,BAS Excluded,4725.45,,,,,Exclusive,DRAFT
GJ000352,03/06/2024,Reclassification excess vehicle writing off Commodore 448BG4 Elliot Benson,21201,BAS Excluded,500.0,,,,,Exclusive,DRAFT
GJ000352,03/06/2024,Reclassification excess vehicle writing off Commodore 448BG4 Elliot Benson,62005,BAS Excluded,-500.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11401,BAS Excluded,45181.82,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11401,BAS Excluded,-1090.91,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11401,BAS Excluded,-318.18,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11401,BAS Excluded,613.63,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,62007,BAS Excluded,117.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,62007,BAS Excluded,390.91,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,62007,BAS Excluded,904.54,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,62015,BAS Excluded,469.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,62004,BAS Excluded,847.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,62004,BAS Excluded,52.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,62004,BAS Excluded,75.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11401,BAS Excluded,1620.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11304,BAS Excluded,-3000.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11304,BAS Excluded,-15000.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,11304,BAS Excluded,-2000.0,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,21306,BAS Excluded,-33441.7,,,,,Exclusive,DRAFT
GJ000353,28/06/2024,Vehicle Acquisition DL34BV Sydney,21102,BAS Excluded,4579.89,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,19722.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-12616.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,16872.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21106,BAS Excluded,6140.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,60029,BAS Excluded,5950.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,48513.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-16017.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,16890.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,18520.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-3886.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,17468.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,17990.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-6273.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,16864.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21106,BAS Excluded,6380.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,60029,BAS Excluded,783.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,12932.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-3628.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,19625.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,17517.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-13544.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,24340.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,14793.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-4644.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,17230.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21106,BAS Excluded,6380.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,60029,BAS Excluded,3367.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,16093.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-5019.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,16480.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,21476.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-6825.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,16181.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,18190.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-5737.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,17120.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,60029,BAS Excluded,3367.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,14185.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-4163.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,17555.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21101,BAS Excluded,16666.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-13447.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,18218.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,60032,BAS Excluded,133.73,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,60029,BAS Excluded,-2070.44,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21106,BAS Excluded,-29732.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21203,BAS Excluded,-0.45,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,60001,BAS Excluded,0.45,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-12655.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-10073.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-20903.0,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21103,BAS Excluded,-312703.29,,,,,Exclusive,DRAFT
GJ000362,30/06/2024,EA ICA movement for 2024 FY,21102,BAS Excluded,-5.0,,,,,Exclusive,DRAFT
GJ000363,30/06/2024,.,11818,BAS Excluded,0.02,,,,,Exclusive,DRAFT
GJ000363,30/06/2024,.,60001,BAS Excluded,-0.02,,,,,Exclusive,DRAFT
GJ000364,30/06/2024,Record Interest on loan 049DV7,60032,BAS Excluded,974.74,,,,,Exclusive,DRAFT
GJ000364,30/06/2024,Record Interest on loan 049DV7,21301,BAS Excluded,-974.74,,,,,Exclusive,DRAFT
GJ000365,30/06/2024,EA EOY Interest on HP loan,60032,BAS Excluded,1855.12,,,,,Exclusive,DRAFT
GJ000365,30/06/2024,EA EOY Interest on HP loan,12300,BAS Excluded,1380.0,,,,,Exclusive,DRAFT
GJ000365,30/06/2024,EA EOY Interest on HP loan,21302,BAS Excluded,-3235.12,,,,,Exclusive,DRAFT
GJ000366,30/06/2024,EA EOY Interest on HP loan,60032,BAS Excluded,1503.51,,,,,Exclusive,DRAFT
GJ000366,30/06/2024,EA EOY Interest on HP loan,12300,BAS Excluded,1380.0,,,,,Exclusive,DRAFT
GJ000366,30/06/2024,EA EOY Interest on HP loan,21303,BAS Excluded,-2883.51,,,,,Exclusive,DRAFT
GJ000367,30/06/2024,EA EOY Interest on HP loan,12300,BAS Excluded,1380.0,,,,,Exclusive,DRAFT
GJ000367,30/06/2024,EA EOY Interest on HP loan,21304,BAS Excluded,-1380.0,,,,,Exclusive,DRAFT
GJ000368,30/06/2024,EA EOY Interest on HP loan,12300,BAS Excluded,1380.0,,,,,Exclusive,DRAFT
GJ000368,30/06/2024,EA EOY Interest on HP loan,21305,BAS Excluded,-1380.0,,,,,Exclusive,DRAFT
GJ000369,30/06/2024,EA EOY Interest on HP loan,12300,BAS Excluded,1380.0,,,,,Exclusive,DRAFT
GJ000369,30/06/2024,EA EOY Interest on HP loan,21306,BAS Excluded,-1380.0,,,,,Exclusive,DRAFT
GJ000370,30/06/2024,EA EOY 2024 Borrowing cost,60005,BAS Excluded,489.5,,,,,Exclusive,DRAFT
GJ000370,30/06/2024,EA EOY 2024 Borrowing cost,12300,BAS Excluded,-489.5,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,60015,BAS Excluded,106456.56,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,13320,BAS Excluded,-2865.91,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,13340,BAS Excluded,-17859.3,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,11303,BAS Excluded,-2010.76,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,11402,BAS Excluded,-83720.59,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,11401,BAS Excluded,-115525.61,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,13330,BAS Excluded,-11640.03,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,43005,BAS Excluded,75523.4,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,43005,BAS Excluded,-21160.71,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,13340,BAS Excluded,5051.2,,,,,Exclusive,DRAFT
GJ000371,30/06/2024,EA EOY Depreciation & Disposal of assets,11402,BAS Excluded,67751.75,,,,,Exclusive,DRAFT
GJ000372,30/06/2024,EA EOY Post provision for income tax,93000,BAS Excluded,18991.25,,,,,Exclusive,DRAFT
GJ000372,30/06/2024,EA EOY Post provision for income tax,21106,BAS Excluded,-18991.25,,,,,Exclusive,DRAFT
GJ000375,30/06/2024,EA EOY Disposal of assets ,11303,BAS Excluded,69893.0,,,,,Exclusive,DRAFT
GJ000375,30/06/2024,EA EOY Disposal of assets ,11302,BAS Excluded,-74737.0,,,,,Exclusive,DRAFT
GJ000375,30/06/2024,EA EOY Disposal of assets ,43005,BAS Excluded,4844.0,,,,,Exclusive,DRAFT
GJ000376,30/06/2024,EA EOY Average Rent Sydney apartment,62706,BAS Excluded,10135.0,,,,,Exclusive,DRAFT
GJ000376,30/06/2024,EA EOY Average Rent Sydney apartment,21501,BAS Excluded,-10135.0,,,,,Exclusive,DRAFT
GJ000377,30/06/2024,EA Clear Mick's loan,21401,BAS Excluded,-81874.63,,,,,Exclusive,DRAFT
GJ000377,30/06/2024,EA Clear Mick's loan,21402,BAS Excluded,41520.78,,,,,Exclusive,DRAFT
GJ000377,30/06/2024,EA Clear Mick's loan,21501,BAS Excluded,40353.85,,,,,Exclusive,DRAFT
GJ000000,01/07/2024,End of Year Adjustment,39000,BAS Excluded,-69825.3,,,,,Exclusive,DRAFT
GJ000000,01/07/2024,End of Year Adjustment,38000,BAS Excluded,69825.3,,,,,Exclusive,DRAFT
GJ000392,01/07/2024,EB: ATO General Interest Charge,60032,BAS Excluded,203.14,,,,,Exclusive,DRAFT
GJ000392,01/07/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-203.14,,,,,Exclusive,DRAFT
GJ000354,15/07/2024,Reclassification first payment received from Centrelink Paid parental leave paid from 15062024 to 15072024 $882.75 each week,21202,BAS Excluded,5296.5,,,,,Exclusive,DRAFT
GJ000354,15/07/2024,Reclassification first payment received from Centrelink Paid parental leave paid from 15062024 to 15072024 $882.75 each week,83000,BAS Excluded,-5296.5,,,,,Exclusive,DRAFT
GJ000382,22/07/2024,EB: June 24 BAS,21102,BAS Excluded,-13260.0,,,,,Exclusive,DRAFT
GJ000382,22/07/2024,EB: June 24 BAS,21101,BAS Excluded,21478.0,,,,,Exclusive,DRAFT
GJ000382,22/07/2024,EB: June 24 BAS,21203,BAS Excluded,17790.0,,,,,Exclusive,DRAFT
GJ000382,22/07/2024,EB: June 24 BAS,60029,BAS Excluded,2849.0,,,,,Exclusive,DRAFT
GJ000382,22/07/2024,EB: June 24 BAS,21103,BAS Excluded,-28857.0,,,,,Exclusive,DRAFT
GJ000393,22/07/2024,EB: ATO General Interest Charge,60032,BAS Excluded,102.82,,,,,Exclusive,DRAFT
GJ000393,22/07/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-102.82,,,,,Exclusive,DRAFT
GJ000355,31/07/2024,Reclassification excess vehicle Nathan Martin first instalment RAV 4 923EL5 ,21201,BAS Excluded,350.0,,,,,Exclusive,DRAFT
GJ000355,31/07/2024,Reclassification excess vehicle Nathan Martin first instalment RAV 4 923EL5 ,62005,BAS Excluded,-350.0,,,,,Exclusive,DRAFT
GJ000356,31/07/2024,Reclassification paid parental leave 4th payment to Nikita Murtagh wage $882.75 paid on 31072024. ,21202,BAS Excluded,882.75,,,,,Exclusive,DRAFT
GJ000356,31/07/2024,Reclassification paid parental leave 4th payment to Nikita Murtagh wage $882.75 paid on 31072024. ,83000,BAS Excluded,-882.75,,,,,Exclusive,DRAFT
GJ000394,01/08/2024,EB: ATO General Interest Charge,60032,BAS Excluded,126.12,,,,,Exclusive,DRAFT
GJ000394,01/08/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-126.12,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11401,BAS Excluded,46736.36,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11401,BAS Excluded,-1000.0,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11401,BAS Excluded,613.64,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11401,BAS Excluded,113.64,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11401,BAS Excluded,904.54,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,62015,BAS Excluded,386.0,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,62004,BAS Excluded,493.55,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11401,BAS Excluded,1046.0,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11304,BAS Excluded,-5000.0,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,11114,BAS Excluded,-15000.0,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,21307,BAS Excluded,-29030.55,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,21002,BAS Excluded,-5000.0,,,,,Exclusive,DRAFT
GJ000357,13/08/2024,RAV 4 acquisition and finance registration 154KV2,21102,BAS Excluded,4736.82,,,,,Exclusive,DRAFT
GJ000383,21/08/2024,EB: July 24 BAS,21102,BAS Excluded,-5737.0,,,,,Exclusive,DRAFT
GJ000383,21/08/2024,EB: July 24 BAS,21101,BAS Excluded,16676.0,,,,,Exclusive,DRAFT
GJ000383,21/08/2024,EB: July 24 BAS,21203,BAS Excluded,16052.0,,,,,Exclusive,DRAFT
GJ000383,21/08/2024,EB: July 24 BAS,21103,BAS Excluded,-26991.0,,,,,Exclusive,DRAFT
GJ000358,22/08/2024,Nifty IT paid by New Zealand Credit card as Mick confused them. NZ$2134.88 ,61001,BAS Excluded,1870.0,,,,,Exclusive,DRAFT
GJ000358,22/08/2024,Nifty IT paid by New Zealand Credit card as Mick confused them. NZ$2134.88 ,14001,BAS Excluded,-1870.0,,,,,Exclusive,DRAFT
GJ000359,31/08/2024,Reclassification excess vehicle Nathan Martin second instalment RAV 4 923EL5 ,21201,BAS Excluded,350.0,,,,,Exclusive,DRAFT
GJ000359,31/08/2024,Reclassification excess vehicle Nathan Martin second instalment RAV 4 923EL5 ,62005,BAS Excluded,-350.0,,,,,Exclusive,DRAFT
GJ000360,31/08/2024,Reclassification Nikita parental leave 5 payments of $915.80. 1 payment of $915.80 paid on 31072024 and 2 payments from 15082024 to 31082024,21202,BAS Excluded,4579.0,,,,,Exclusive,DRAFT
GJ000360,31/08/2024,Reclassification Nikita parental leave 5 payments of $915.80. 1 payment of $915.80 paid on 31072024 and 2 payments from 15082024 to 31082024,83000,BAS Excluded,-4579.0,,,,,Exclusive,DRAFT
GJ000395,02/09/2024,EB: ATO General Interest Charge,60032,BAS Excluded,321.15,,,,,Exclusive,DRAFT
GJ000395,02/09/2024,EB: ATO General Interest Charge,21103,BAS Excluded,-321.15,,,,,Exclusive,DRAFT
GJ000408,02/09/2024,EB: Amended General Interest Charge,60032,BAS Excluded,-2.33,,,,,Exclusive,DRAFT
GJ000408,02/09/2024,EB: Amended General Interest Charge,21103,BAS Excluded,2.33,,,,,Exclusive,DRAFT
GJ000384,24/09/2024,EB: August 24 BAS,21102,BAS Excluded,-9641.0,,,,,Exclusive,DRAFT
GJ000384,24/09/2024,EB: August 24 BAS,21101,BAS Excluded,18152.0,,,,,Exclusive,DRAFT
GJ000384,24/09/2024,EB: August 24 BAS,21203,BAS Excluded,18213.0,,,,,Exclusive,DRAFT
