Item Number,Item Name,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
02-V8 ali,Port Aluminium V8Heads,,,41110,,,1650.00,,GST,X,0,,0,0,0,0,0,1650,1210,1210,1210,1210,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-01,Port Aluminium  V8 Heads Trade,,,41110,,,1450.00,,GST,X,0,,0,0,0,0,0,1450,1210,1210,1210,1210,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-V8 iron trade,Port V8 Iron Heads Trade,,,41110,,,1510.00,,GST,X,0,,0,0,0,0,0,1510,1510,1510,1510,1510,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-V8 iron,Port Iron V8 heads,,,41110,,,1950.00,,GST,X,0,,0,0,0,0,0,1950,1650,1650,1650,1650,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-4cyl trade,Port 4cyl Head trade,,,41110,,,805.00,,GST,X,0,,0,0,0,0,0,805,1950,1950,1950,1950,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-4 cyl,port 4 cyl Head,,,41110,,,990.00,,GST,X,0,,0,0,0,0,0,990,805,805,805,805,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-6cyl-trade,Port 6cyl Head Trade,,,41110,,,1210.00,,GST,X,0,,0,0,0,0,0,1210,990,990,990,990,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-6cyl,Port 6cyl Head,,,41110,,,1650.00,,GST,X,0,,0,0,0,0,0,1650,1210,1210,1210,1210,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-flow-test,Flow Test,,,41110,,,143.00,,GST,X,0,,0,0,0,0,0,143,1650,1650,1650,1650,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-flw-test-trade,Flow Test Trade,,,41110,,,130.00,,GST,X,0,,0,0,0,0,0,130,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dou-spr,Mach. For Double Valve Springs,,,41110,,,2.75,,GST,X,0,,0,0,0,0,0,2.75,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dou-spr-trd,Mach. double springs Trade,,,41110,,,45.00,,GST,X,0,,0,0,0,0,0,45,61.5,61.5,61.5,61.5,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dis-GB,Disassemble & Glass Bead,,,41110,,,61.50,,GST,X,0,,0,0,0,0,0,61.5,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dis-GB-trd,Disassemble & Glass Bead trade,,,41110,,,45.00,,GST,X,0,,0,0,0,0,0,45,61.5,61.5,61.5,61.5,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-c&a,Debure/Clean & Assemble,,,41110,,,132.00,,GST,X,0,,0,0,0,0,0,132,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-c&a-trd,Debure/Clean & Assemble Trade,,,41110,,,62.50,,GST,X,0,,0,0,0,0,0,62.5,61.5,61.5,61.5,61.5,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-cs,Performance multi angle seats ,,,41110,,,440.00,1,GST,X,0,,0,0,0,0,0,440,82.2,82.2,82.2,82.2,82.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-cs-trd,Cut Seat 3-Angle Special Trade,,,41110,,,14.30,Each,GST,X,0,,0,0,0,0,0,14.3,14.5,14.5,14.5,14.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fac-4cyl,Face Head 4cylinder,,,41110,,,143.00,Each,GST,X,0,,0,0,0,0,0,143,90,14.5,14.5,14.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fac-020+,Face Heads .020'+,,,41110,,,143.00,Each,GST,X,0,,0,0,0,0,0,143,61.5,61.5,61.5,61.5,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fac-6cyl,Face Head 6cylinder,,,41110,,,143.00,Each,GST,X,0,,0,0,0,0,0,143,152,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fac-020+-trd,Face Heads .020'+ Trade,,,41110,,,45.00,Each,GST,X,0,,0,0,0,0,0,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fac-val,Face Valves,,,41110,,,5.50,Each,GST,X,0,,0,0,0,0,0,5.5,98,98,98,98,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fac-val-trd,Face Valves Trade,,,41110,,,5.00,Each,GST,X,0,,0,0,0,0,0,5,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-bc-val,Back Cut Valves,,,41110,,,3.30,Each,GST,X,0,,0,0,0,0,0,3.3,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-bac-val-trd,Back Cut Valves Trade,,,41110,,,2.90,Each,GST,X,0,,0,0,0,0,0,2.9,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-insert,Supply & Fit Cast Inserts,,,41110,,,44.00,Each,GST,X,0,,0,0,0,0,0,44,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-insert-trd,Supply & Fit Inserts Trade,,,41110,,,18.13,Each,GST,X,0,,0,0,0,0,0,18.13,23.55,23.55,23.55,23.55,23.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-mr-guide,Move And Reset Valve Guides,,,41110,,,3.00,Each,GST,X,0,,0,0,0,0,0,3,18.125,18.125,18.125,18.125,18.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-mr-guide-trd,Move & Reset Valve Guide Trade,,,41110,,,2.20,Each,GST,X,0,,0,0,0,0,0,2.2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dr-steam,Drill Steam Holes For 400chev,,,41110,,,80.00,,GST,X,0,,0,0,0,0,0,80,2.2,2.2,2.2,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dr-steam-trd,Drill Steam Holes 400  Trade,,,41110,,,61.50,,GST,X,0,,0,0,0,0,0,61.5,80,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-hone-guide,"R&R New Guides, Ream & Hone",,,41110,,,21.00,,GST,X,0,,0,0,0,0,0,21,61.5,61.5,61.5,61.5,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-hone-guide-trd,Hone Valve Guides Trade,,,41110,,,6.25,,GST,X,0,,0,0,0,0,0,6.25,26,26,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
04-LS1-Rev-2080,REV  2.08 Stainless/Steel Val.,,,41110,,,31.20,Each,GST,X,0,,0,0,0,0,0,31.2,61.5,61.5,61.5,61.5,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
04-LS1-Rev-2080-trade,REV 2.08 S/Steel Valves Trade,,,41110,,,24.00,Each,GST,X,0,,0,0,0,0,0,24,31.2,31.2,31.2,31.2,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
04-LS1-rev-1575,REV 1.575 Stainles/Steel Valve,,,41110,,,31.20,Each,GST,X,0,,0,0,0,0,0,31.2,24,24,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
04-LS1-rev-1575-trade,REV 1.575 S/Steel Valve Trade,,,41110,,,24.00,Each,GST,X,0,,0,0,0,0,0,24,31.2,31.2,31.2,31.2,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-port-design,Master Port Research & develop,,,41110,,,850.00,,GST,X,0,,0,0,0,0,0,850,1650,1650,1650,1650,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
45,SR20 Valve Guides,,,41110,,,13.00,Each,GST,X,0,,0,0,0,0,0,13,850,850,850,850,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
46,SR20 Valve Guides Trade,,,41110,,,10.00,Each,GST,X,0,,0,0,0,0,0,10,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-rh-guide,Ream & Hone Guides,,,41110,,,9.38,Each,GST,X,0,,0,0,0,0,0,9.38,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-rh-guide-trd,Ream Valve Guides Trade,,,41110,,,8.00,Each,GST,X,0,,0,0,0,0,0,8,7.7,7.7,7.7,7.7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-rr-guide,Remove & Replace Guides,,,41110,,,7.15,Each,GST,X,0,,0,0,0,0,0,7.15,5.9,5.9,5.9,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-rr-guide-trd,Remove & Replace Guides Trade,,,41110,,,5.90,Each,GST,X,0,,0,0,0,0,0,5.9,5.9,5.9,5.9,5.9,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-tefl-seal,supply teflon valve seal,,,41110,,,2.85,,GST,X,0,,0,0,0,0,0,2.85,2.85,2.85,2.85,2.85,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-crane-dual,Crane Dual Valve springs,,,41110,,,14.75,,GST,X,0,,0,0,0,0,0,14.75,2.85,2.85,2.85,2.85,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-crane-ret-st,Crane Steel Retainers,,,41110,,,7.14,,GST,X,0,,0,0,0,0,0,7.14,14.75,14.75,14.75,14.75,14.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-shim,Valve Spring Shims,,,41110,,,2.72,,GST,X,0,,0,0,0,0,0,2.72,7.14,7.14,7.14,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-crane-lock,Crane Valve Locks,,,41112,51111,,62.00,1,GST,X,0,,0,0,0,0,0,62,2.72,2.72,2.72,2.72,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£47.13,,
04-valve-ferrera,Ferrera Stainless Valves,,,41110,,,22.03,,GST,X,0,,0,0,0,0,0,22.03,1.81,1.81,1.81,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-weld,Weld Heads,,,41110,,,5.00,,GST,X,0,,0,0,0,0,0,5,22.03,22.03,22.03,22.03,22.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
51,LS1 Valve steam seals W/O shim,,,41110,,,110.00,,GST,X,0,,0,0,0,0,0,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
0,misc,,,41110,,,110.00,,GST,X,0,,0,0,0,0,0,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
52,Dart Pro1 Head,,,41110,,,750.00,,GST,X,0,,0,0,0,0,0,750,750,750,750,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-thr-int,Throat Inlet,,,41110,,,5.72,,GST,X,0,,0,0,0,0,0,5.72,29.66,29.66,29.66,29.66,29.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-gen-mach,General Machining,,,41110,,,55.00,,GST,X,0,,0,0,0,0,0,55,29.66,29.66,29.66,29.66,29.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-LS1-stock,port ls1 stock valve trade,,,41110,,,770.00,,GST,X,0,,0,0,0,0,0,770,770,770,770,770,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-mach-sc-st,machine screw in studs,,,41110,,,9.57,,GST,X,0,,0,0,0,0,0,9.57,9.57,9.57,9.57,9.57,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-mach-.500-ho,machine for .500' head studs,,,41110,,,2.80,1,GST,X,0,,0,0,0,0,0,2.8,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-pr-hol,clearance pushrod holes,,,41110,,,55.00,1,GST,X,0,,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-mach-seal,machine for seals,,,41110,,,8.00,1,GST,X,0,,0,0,0,0,0,8,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
z1,port match manifold,,,41110,,,55.00,1,GST,X,0,,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
112,Freight charges,,,41140,,,5.00,,GST,X,0,,0,0,0,0,0,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
59,Anti Reversion Spacer,,,41110,,,150.00,,GST,X,0,,0,0,0,0,0,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-guide,supply guides,,,41110,,,15.00,1,GST,X,0,,0,0,0,0,0,15,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-buck-shim,supply cam shims,,,41110,,,12.00,1,GST,,0,,0,0,0,0,0,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-parts,Parts,,,41110,,,0.00,,GST,X,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
60,Hot Tank,,,41110,,,47.00,,GST,X,0,,0,0,0,0,0,47,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
61,Crack Test,,,41110,,,65.00,,GST,X,0,,0,0,0,0,0,65,47,47,47,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
62,K-Line Guides,,,41110,,,14.00,,GST,X,0,,0,0,0,0,0,14,65,65,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-seal-viton-trade,Viton Seals Trade,,,41110,,,1.32,,GST,X,0,,0,0,0,0,0,1.32,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-seal-viton,Viton Seals,,,41110,,,4.00,1,GST,X,0,,0,0,0,0,0,4,1.32,1.32,1.32,1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
03-harley-evo,port harley heads,,,41110,,,55.00,,GST,X,0,,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-man-sp-rb26,RB 26 Manifold Spacers Set,,,41110,,,440.00,,GST,X,0,,0,0,0,0,0,440,55,55,55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
HOL-TC-CPLATE,Holden Billet Timing Cover,,,41110,,,475.00,,GST,X,0,,0,0,0,0,0,475,475,475,475,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
z2,Holden Water Pump Legs,,,41110,,,250.00,,GST,X,0,,0,0,0,0,0,250,475,475,475,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
120,CSR Water Pump Centre,,,41110,,,275.00,,GST,X,0,,0,0,0,0,0,275,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
121-BOLSS,Holden Stainless Steel Bolts,,,41110,,,65.00,,GST,X,0,,0,0,0,0,0,65,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-supply-heads,Supply cylinder heads,,,41110,,,2150.00,Pair,GST,X,0,,0,0,0,0,0,2150,2150,2150,2150,2150,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
200,aluminium swarf,,,41110,,,1.50,1kg,GST,,0,,0,0,0,0,0,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
63,Radius inlet,,,41110,,,2.19,,GST,X,0,,0,0,0,0,0,2.19,2.19,2.19,2.19,2.19,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-rad-cham,radius top of seat to chamber,,,41110,,,5.60,1,GST,X,0,,0,0,0,0,0,5.6,37,37,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
28.2,throat seats,,,41110,,,2.31,1,GST,X,0,,0,0,0,0,0,2.31,2.3125,2.3125,2.3125,2.3125,2.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-mt-port-mani,match port manifold,,,41110,,,0.00,,GST,X,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-ple-port-mani,port manifold plenum,,,41110,,,0.00,,GST,X,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
09-tshirt,T-shirt,,,41110,,,25.00,,GST,X,0,,0,0,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-heli,Supply & fit Helicoils,,,41110,,,2.75,,GST,X,0,,0,0,0,0,0,2.75,2.75,2.75,2.75,2.75,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-mach-cham,cnc machine chambers,,,41110,,,143.00,1,GST,X,0,,0,0,0,0,0,143,220,220,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
70,cnc machine manifolds,,,41110,,,0.00,,GST,X,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-digi-int,Digitise Inlet Port,,,41110,,,143.00,,GST,X,0,,0,0,0,0,0,143,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-digi-ex,Digitise Exhaust Port,,,41110,,,143.00,,GST,X,0,,0,0,0,0,0,143,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-digi-cham,Digitise Chamber,,,41110,,,143.00,,GST,X,0,,0,0,0,0,0,143,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-pro-port-int,Program Inlet Port,,,41110,,,143.00,,GST,X,0,,0,0,0,0,0,143,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-pro-port-ex,Program Exhaust Port,,,41110,,,143.00,,GST,X,0,,0,0,0,0,0,143,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
02-pro-cham,Program Chamber,,,41110,,,143.00,,GST,X,0,,0,0,0,0,0,143,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fac-mani,Face Manifold,,,41110,,,143.00,Each,GST,X,0,,0,0,0,0,0,143,9.9,9.9,9.9,9.9,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
z-119-BOL,Timing Cover Bolt Kit,,,41110,,,14.00,,GST,X,0,,0,0,0,0,0,14,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-TC -POL,Polish Timing Cover,,,41110,,,110.00,,GST,X,0,,0,0,0,0,0,110,14,14,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
HOL-TC-BLNK,Billet Timing Cover Blank,,,41110,,,375.00,,GST,X,0,,0,0,0,0,0,375,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
140,Holden alt. bracket HQ-VK,,,41110,,,275.00,1,GST,X,0,,0,0,0,0,0,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
141,Holden alt. bracket VN-VS,,,41110,,,275.00,1,GST,X,0,,0,0,0,0,0,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-ALT-HOL-DRV,Holden Commodore Alt bracket,,,41110,58010,Holden Commodore Alt bracket,315.00,1,GST,X,0,,0,0,0,0,0,315,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£0.00,,
142,Cleveland Timing Cover Mech,,,41110,,,275.00,,GST,X,0,,0,0,0,0,0,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-ALT-DR172,HOLDEN V8 ALTERNATOR BRACKET,,,41110,,HOLDEN V8 ALTERNATOR BRACKET,315.00,,GST,X,0,,0,0,0,0,0,315,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
71,Clean & Assemble,,,41110,,,125.00,,GST,X,0,,0,0,0,0,0,125,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
142.1,Clevo Timing Cover elec pump,,,41110,,,275.00,,GST,X,0,,0,0,0,0,0,275,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
clevo142.2E-CP,Clevo Elec TC w/cover plate,,,41110,,,375.00,,GST,X,0,,0,0,0,0,0,375,275,275,275,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
142.2,Clevo t\cover+plate elec.pump,,,41110,,,375.00,1,GST,,0,,0,0,0,0,0,375,375,375,375,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
2300-375B ID1.700,Intake Insert,,,41110,,,38.25,,GST,X,0,,0,0,0,0,0,38.25,375,375,375,375,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
1650-127-400-BX,Exhaust Insert,,,41110,,,38.25,,GST,X,0,,0,0,0,0,0,38.25,38.25,38.25,38.25,38.25,38.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
72,Bore Guide Holes,,,41110,,,27.50,,GST,X,0,,0,0,0,0,0,27.5,38.25,38.25,38.25,38.25,38.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
