Item Number,Item Name,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
06-ass-4cyl-long,Assemble 4 cylinder long motor,,,41110,,,2500.00,1,GST,X,0,1,0,0,0,0,0,2500,4500,4500,4500,4500,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fit-dry sump,Fit & plumb dry sump kit,,,41110,,,550.00,1,GST,X,0,1,0,0,0,0,0,550,2700,2700,2700,2700,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-LS3,"CNC port, cut seats & face",,,41110,,,1850.00,1,GST,X,0,1,0,0,0,0,0,1850,550,550,550,550,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-4G64-w,Billet 4G64 wet with head stud,,,41110,,,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9100,8500,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb-Hi Oct-dry sump kit,Hi Octane dry sump kit ac,,,41110,51111,"Hi Octane Dry Sump kit AWD Under alternator. Including Sump core, Extended sump, Single Stage Ext Pump, Remote oil filter. No Oil Lines.",8500.00,1,GST,X,0,1,0,0,0,0,0,8500,7900,7600,250,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,"£6,348.00",,
06-fit dry sump,"Fit dry sump, hose & fittings",,,41110,,,440.00,1,GST,X,0,1,0,0,0,0,0,440,8500,8500,8500,8500,8500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-ass-6cyl-short,Assemble 6 cylinder short moto,,,41110,,Assemble 6 cylinder short motor,1800.00,1,GST,X,0,1,0,0,0,0,0,1800,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-4G63-6Blt-s,Billet 4G63 6bolt solid with h,,,41110,,Billet 4G63 6bolt solid with h,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9100,9100,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-RB30-X,Billet RB30 Drag Xtreme block,,,41110,,Billet RB30 Drag Xtreme block,13950.00,1,GST,X,0,1,0,0,0,0,0,13950,13950,13950,13950,13950,13950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-4G64-w,Billet 4G64 wet with head stud,,,41110,,Billet 4G64 wet with head stud,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9500,9500,9500,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-4G63-7Blt-w,Billet 4G63 7 bolt wet with he,,,41110,,Billet 4G63 7 bolt wet with head stud kit,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9500,9500,9500,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-2JZ-w,Billet 2JZ wet block with head,,,41110,,Billet 2JZ wet block with head stud kit,14950.00,1,GST,X,0,1,0,0,0,0,0,14950,10500,14950,14950,14950,14950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-4G-head,2nd hand 4G cylinder head,,,41110,,,800.00,1,GST,X,0,1,0,0,0,0,0,800,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-ass-4g-hed,Assemble 4G cylinder head,,,41110,,,440.00,1,GST,X,0,1,0,0,0,0,0,440,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-ass-4cyl-shrt,Assemble 4 cylinder short moto,,,41110,,Assemble 4 cylinder short motor ,1200.00,1,GST,X,0,1,0,0,0,0,0,1200,800,800,800,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-LS3-std,LS3 factory valves.,,,41110,,,2000.00,1,GST,X,0,1,0,0,0,0,0,2000,2200,2200,2200,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-weld-dd-fit,Weld in hose fittings,,,41110,,,220.00,1,GST,X,0,1,0,0,0,0,0,220,220,220,220,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-RB30-Calli,RB30 Callico rod berings,,,41110,,,160.00,1,GST,X,0,1,0,0,0,0,0,160,9500,9500,9500,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dril-calli,Drill Callico rod bearings,,,41110,,,8.00,1,GST,X,0,1,0,0,0,0,0,8,160,160,160,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-moTec,MoTec crank trigger sensor,,,41110,,,150.00,1,GST,X,0,1,0,0,0,0,0,150,150,150,150,150,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-ls-callico-m,Callico LS main bearings,,,41110,,,225.00,1,GST,X,0,1,0,0,0,0,0,225,9500,9500,9500,9500,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dck-8cyl,Deck V8 block,,,41112,58000,,544.00,1,GST,X,0,1,0,0,0,0,0,544,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,£418.00,,
05-Hed-hask,Head gasket,,,41110,,,0.00,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-modify,Modify,,,41110,,,110.00,1,GST,X,0,1,0,0,0,0,0,110,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-drill & tap,Drill & Tap,,,41110,,,143.00,1,GST,X,0,1,0,0,0,0,0,143,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-make,Make,,,41110,,,110.00,1,GST,X,0,1,0,0,0,0,0,110,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-hard-test,Hardness testing,,,41110,,,55.00,1,GST,X,0,1,0,0,0,0,0,55,110,110,110,110,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-hw,Hot wash 4 cyl head,,,41110,,,45.00,1,GST,X,0,1,0,0,0,0,0,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-Heli,Heli coils,,,41110,,,0.00,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-spool,Spool,,,41110,,,0.00,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-o-ring cord,O-Ring cord for Billet blocks,,,41110,,,1.75,1,GST,X,0,1,0,0,0,0,0,1.75,1.75,1.75,1.75,1.75,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-callies-2j,Callies Billet 2JZ crankshaft ,,,41110,,,4700.00,1,GST,X,0,1,0,0,0,0,0,4700,3500,3500,3500,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-diss-insp,Disassemble & inspect engine,,,41110,,,165.00,1,GST,X,0,1,0,0,0,0,0,165,3500,3500,3500,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
48-SBC-Assemble-Engine,Assemble V8 engine,,,41110,,,2750.00,1,GST,X,0,1,0,0,0,0,0,2750,165,165,165,165,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-bery insert,Supply& Fit Berylium seats,,,41110,,,90.00,1,GST,X,0,1,0,0,0,0,0,90,90,90,90,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb26-in valves,RB26 Inlet valves +1mm,,,41110,,,32.00,1,GST,X,0,1,0,0,0,0,0,32,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb26-ex valve,RB26 Exhaust valves +1mm,,,41110,,,52.00,1,GST,X,0,1,0,0,0,0,0,52,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
bul-ls-stg 3,LS Heads stage 3,,,41110,,,2650.00,1,GST,X,0,1,0,0,0,0,0,2650,2200,2200,2200,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-ls3-ss,LS3 Heads with SS valves,,,41110,,,2400.00,1,GST,X,0,1,0,0,0,0,0,2400,2650,2650,2650,2650,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-hondaB-w,Billet Honda B wet with head s,,,41110,,Billet Honda B wet with head stud kit,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9900,9900,9900,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-ho-b-d,Billet Honda B dry with head s,,,41110,,Billet Honda B dry deck with head studs,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9900,9900,9900,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-fit,Fit new,,,41110,,,0.00,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-hw-crnk,Hot wash crank,,,41110,,,30.00,1,GST,X,0,1,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-grd-v8-crnk,Grind V8 crank,,,41110,,,290.00,1,GST,X,0,1,0,0,0,0,0,290,30,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-Remove,Remove ,,,41110,,,0.00,1,GST,X,0,1,0,0,0,0,0,0,290,290,290,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-oil-run,ULX Running in oil SAE30,,,41110,,,10.00,1,GST,X,0,1,0,0,0,0,0,10,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-matchport-v8,Match port V8 manifold,,,41110,,,330.00,1,GST,X,0,1,0,0,0,0,0,330,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-R&R- sleeves,Remove & Replace sleeves,,,41110,,,100.00,1,GST,X,0,1,0,0,0,0,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-LS-stg III,LS Heads stage III,,,41110,,,2650.00,1,GST,X,0,1,0,0,0,0,0,2650,280,280,280,280,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-lnsh-crnk-4,Linish 4 cylinder crank,,,41110,,,110.00,1,GST,X,0,1,0,0,0,0,0,110,170,170,170,170,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
"05-ARP-6.6-1/2""","ARP 6.6 1/2"" head stud",,,41110,,,39.34,1,GST,X,0,1,0,0,0,0,0,39.34,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-wld-dd-6cyl,Weld & Straighten Head for Dry,,,41110,,,550.00,1,GST,X,0,1,0,0,0,0,0,550,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-Space,Alloy Spacers,,,41110,,Alloy Spacers,10.00,1,GST,X,0,1,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-bme-9310 pin,BME 9310 Wrist Pin,,,41110,,,50.00,1,GST,X,0,1,0,0,0,0,0,50,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-suply,Supply ,,,41110,,,0.00,1,GST,X,0,1,0,0,0,0,0,0,70,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-cnc-chambers,CNC Chambers V8,,,41110,,,330.00,1,GST,X,0,1,0,0,0,0,0,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-callies-4g,Callies Billet 4G Crankshaft,,,41110,,,4400.00,1,GST,X,0,1,0,0,0,0,0,4400,1890,1890,1890,1890,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-RB30-studs,"Custom 1/2"" RB30 Head Studs",,,41110,,,660.00,1,GST,X,0,1,0,0,0,0,0,660,550,550,550,550,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-pres-tst-v8,Pressure Test V8 Heads,,,41110,,,180.00,1,GST,X,0,1,0,0,0,0,0,180,550,550,550,550,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb-cali-mains,Callico Main Bearings,,,41110,,,308.00,1,GST,X,0,1,0,0,0,0,0,308,308,308,308,308,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-RB30-head,RB30 head CNC ported ,,,41110,,RB30 head CNC ported ,2100.00,1,GST,X,0,1,0,0,0,0,0,2100,2100,2100,2100,2100,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-4g-solid conv,Solid Lifter Conversion,,,41110,,,880.00,1,GST,X,0,1,0,0,0,0,0,880,660,660,660,660,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-ass-RB-long,Assemble long motor,,,41110,,,2500.00,1,GST,X,0,1,0,0,0,0,0,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb26-stud kit,"RB26 8740 1/2"" head stud kit",,,41110,,,440.00,1,GST,,0,1,0,0,0,0,0,440,350,350,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-4G-stud kit,"4G Head 1/2"" Stud Kit",,,41110,,,330.00,1,GST,X,0,1,0,0,0,0,0,330,350,350,350,350,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-acl-rd-4cyl,ACL Race Rod Bearings,,,41110,,,65.00,1,GST,X,0,1,0,0,0,0,0,65,3000,3000,3000,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-spool RB30- crnk,Spool Billet RB30 Crankshaft,,,41110,,,3950.00,1,GST,X,0,1,0,0,0,0,0,3950,3950,3950,3950,3950,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-spool RB30-pist,Spool RB30 Forged Pistons,,,41110,,,1545.00,1,GST,X,0,1,0,0,0,0,0,1545,3950,3950,3950,3950,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-manley-TT rods-6,RB Manley Turbo Tuff Rods,,,41110,,,2800.00,1,GST,X,0,1,0,0,0,0,0,2800,1545,1545,1545,1545,1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb-ex oil pump-ac,Barnes External oil pump kit f,,,41110,,,2500.00,1,GST,X,0,1,0,0,0,0,0,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-rb-wp-b,Water Pump Blanking Plate,,,41110,,Water Pump Blanking Plate,440.00,1,GST,X,0,1,0,0,0,0,0,440,440,440,440,440,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dry-plumb,Fit Dry Deck Plumbing,,,41110,,,330.00,1,GST,,0,1,0,0,0,0,0,330,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-4g-oil-sqrt,Piston Oil Jets.,,,41110,,,85.00,1,GST,,0,1,0,0,0,0,0,85,330,330,330,330,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-sr20-stud-kit,"SR20 1/2"" Head Stud Kit",,,41110,,,450.00,1,GST,X,0,1,0,0,0,0,0,450,450,450,450,450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb26-custom-+625,"Custom Aged +625 1/2"" Head Stu",,,41110,,,1800.00,1,GST,X,0,1,0,0,0,0,0,1800,450,450,450,450,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb26-2000-stud,"Custom 2000 series 1/2"" RB26 H",,,41110,,,990.00,1,GST,X,0,1,0,0,0,0,0,990,1800,1800,1800,1800,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-RB30-hed cnc,"RB30 head cnc, seat & faced",,,41110,,,2290.00,1,GST,X,0,1,0,0,0,0,0,2290,1850,1850,1850,1850,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
2j-stud kit,"Arp 1/2"" 8740 Head Stud kit",,,41110,,,380.00,1,GST,,0,1,0,0,0,0,0,380,380,380,380,380,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-2j-stud-kit,"ARP 8740 1/2"" head stud kit",,,41110,,,400.00,1,GST,,0,1,0,0,0,0,0,400,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-dd-drill-tap,Drill & tap for dry deck fitti,,,41110,,,220.00,1,GST,X,0,1,0,0,0,0,0,220,400,400,400,400,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-acl-mains-6,ACL Race main bearings,,,41110,,,180.00,1,GST,X,0,1,0,0,0,0,0,180,390,390,390,390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-acl-rod-6,ACL Race rod bearings 6,,,41110,,,160.00,1,GST,X,0,1,0,0,0,0,0,160,104,104,104,104,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-2jz-studs-2000,Custom ARP 2000 series stud ki,,,41110,,,1080.00,1,GST,X,0,1,0,0,0,0,0,1080,990,990,990,990,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-4G-2000,"ARP 1/2"" Custom 2000 series st",,,41110,,,770.00,1,GST,X,0,1,0,0,0,0,0,770,880,880,880,880,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-RB3-stg II,RB30 Head complete,,,41110,,,2640.00,1,GST,X,0,1,0,0,0,0,0,2640,2640,2640,2640,2640,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb30-head stg II,,,,41110,,,2640.00,1,GST,X,0,1,0,0,0,0,0,2640,2640,2640,2640,2640,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb26-oil drain,Rear Oil Drain & fitting,,,41110,,,200.00,1,GST,X,0,1,0,0,0,0,0,200,2640,2640,2640,2640,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-Rb26-dd-fitgs,Watter Fittings for Dry Deck,,,41110,,,240.00,1,GST,X,0,1,0,0,0,0,0,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-hondak-s,Billet Honda K Solid with head,,,41110,,Billet Honda K Solid with head stud kit,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9900,9900,9900,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-FR-Hon-k,Fire Ring Sealing System,,,41110,,Fire Ring Sealing System Suit Honda K,500.00,1,GST,X,0,1,0,0,0,0,0,500,9900,9900,9900,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-hondak-w,Billet Honda K with head studs,,,41110,,Billet Honda K wet with head studs,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9900,9900,9900,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb30-hed-valve,"RB30 Head CNC, SS Valves",,,41110,,,2950.00,1,GST,X,0,1,0,0,0,0,0,2950,1850,1850,1850,1850,1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-rb-nitto crnk,Nitto Billet RB30 Crankshaft,,,41110,,,5500.00,1,GST,X,0,1,0,0,0,0,0,5500,5500,5500,5500,5500,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
bul-tc-sr20,Billet SR20 Timing Cover,,,41110,,,880.00,1,GST,X,0,1,0,0,0,0,0,880,880,880,880,880,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-RB30-DX-crnk,Callies RB30 Drag Xtreme Crank,,,41110,,,7500.00,1,GST,X,0,1,0,0,0,0,0,7500,6200,6200,6200,6200,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-callico-main,Callico main bearings 6 cylind,,,41110,,,299.00,1,GST,X,0,1,0,0,0,0,0,299,325,325,325,325,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-RB26-head,Bllet RB26 Cylinder Head,,,41110,,Bllet RB26 Cylinder Head,15000.00,1,GST,X,0,1,0,0,0,0,0,15000,15000,15000,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-LS-stg II,Stage II LS Heads,,,41110,,,2200.00,1,GST,X,0,1,0,0,0,0,0,2200,2200,2200,2200,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-diss-insp-head,Disassemble & Inspect Head,,,41110,,,143.00,1,GST,X,0,1,0,0,0,0,0,143,2200,2200,2200,2200,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-Head-dowels,Billet Block Head Dowels,,,41110,,,5.50,1,GST,X,0,1,0,0,0,0,0,5.5,88,88,88,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-ho-k-w,Billet Honda K wet with head s,,,41110,,Billet Honda K wet with head stud Kit,9900.00,1,GST,X,0,1,0,0,0,0,0,9900,9900,9900,9900,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-FR-Cus,Custom Fire Rings,,,41110,,Custom Fire Rings,75.00,1,GST,X,0,1,0,0,0,0,0,75,75,75,75,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
BUL-BL-SR20-s,"Billet SR20 solid with 1/2"" he",,,41110,,"Billet SR20 solid with 1/2"" head stud Kit",9400.00,1,GST,X,0,1,0,0,0,0,0,9400,9000,9000,9000,9000,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
05-sr20-crank-spool,Spool Billet Crankshaft,,,41110,,,2000.00,1,GST,X,0,1,0,0,0,0,0,2000,2000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
06-LS3-SS valve,LS3 with stainless steel valve,,,41110,,,2400.00,1,GST,X,0,1,0,0,0,0,0,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,,,
