Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables
102-02,Pullman Resort Bunker Bay,102,D,Prev #104,,0%,,,,Pullman Resort Bunker Bay,N,N
106-00,RAC Arena,,D,,,0%,,,,RAC Arena,N,N
111-01,Woolworths Kewdale,111,D,,,0%,,,,Woolworths Group Limited,N,N
120,Knight Frank WA,,H,,,0%,,,,,N,N
1286,Genesis Coomera East,,D,,,0%,,,,BC for Genesis Coomera,N,N
1288,Cascade Terraces,,D,,,0%,,,,Cascade Terraces CTS 17643,N,N
1290,Savills (QLD),,H,,,0%,,,,,N,N
1291,Vicinity QLD,,H,,,0%,,,,,N,N
1296,The Reef Hotel Casino,,D,,,0%,,,,The Reef Hotel Casino,N,N
1290-17,Nambour Plaza,1290,D,prev 1300,,0%,,,,Nambour Property Investments,N,N
1303,Assetlink Services Qld,,H,,,0%,,,,,N,N
1305,269 Wickham Street,,D,,,0%,,,,269 Wickham CTS 4018 - 88 936 353 627,N,N
1325-10,58 The Strand North Ward,1325,D,prev 1306,,0%,,,,Fig Tree Investments (NQ) Pty Ltd ATF The FTI,N,N
1311,Snap Fresh,,D,,,0%,,,,Snap Fresh,N,N
1312,Cromwell Property Group,,H,,,0%,,,,,N,N
1318,Chermside Medical Centre,,D,,,0%,,,,BC for Chermside Medical Complex,N,N
1326,DFO Jindalee,,D,,,0%,,,,Chin Yin Pty Ltd,N,N
1327,Hinkler Central,,D,,,0%,,,,,Y,N
1333-01,Pelican Waters,1333,D,,,0%,,,,Seamark Pty Ltd,N,N
1334,Rockhampton Airport,,D,,,0%,,,,Rockhampton Regional Council,N,N
1343,ISTS Global Headquarters,,D,,,0%,,,,Independent Slip Testing Services,N,N
1344-01,Orion Springfield Central,1344,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1344-02,Orion Pad Site,1344,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
1345,Mt Sheridan Plaza,,D,,,0%,,,,Mount Sheridan Plaza,N,N
1325-19,1814 Sandgate Rd,1325,D,Prev 1346,,0%,,,,Tabir Nominees Pty Ltd,N,N
1351,BPQ Pty Ltd,,H,Previously Bramley Properties,,0%,,,,,N,N
1352,First Asset Management,,H,,,0%,,,,,N,N
1325-12,Bushland Beach Plaza,1325,D,prev 1355,,0%,,,,Region Group Re Ltd,N,N
1362,Austral Facility Services,,H,Name rebrand from My Pathway Facility Services to Austral Facility Services 9/8/24,,0%,,,,,N,N
1365,324 Queen Street,,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1366,Crystal Bay Resort,,D,,,0%,,,,Crystal Bay Resort,N,N
1369,Colliers QLD,,H,,,0%,,,,,N,N
1437-34,Cairns Square,1437,D,prev 1373-4,,0%,,,,Juniper Property Holdings No. 25 Pty Ltd,N,N
1371,The Waterford,,D,,,0%,,,,The Waterford CTS 32619,N,N
1374,Dimeo Management,,H,,,0%,,,,,N,N
1379,Greenbank RSL Services Cl,,D,,,0%,,,,Greenbank Services Club,N,N
1381,Bayton Property Services,,H,,,0%,,,,,N,N
1384,Admiralty Quays,,D,,,0%,,,,Admiralty Quays CTS 24592,N,N
1387,Ashgrove Marketplace,,D,,,0%,,,,Parklane Commercial Pty Ltd,N,N
1390,Peninsular Apartments,,D,,,0%,,,,Body Corporate for PENINSULA CTS 9865,N,N
1392,Indooroopilly Junction SC,,D,,,0%,,,,Indooroopilly Junction Partnership,N,N
1394,Corporate Cleaning Services,,H,,,0%,,,,,N,N
1396-01,Woolworths Eight Mile Plains,1396,D,,,0%,,,,Workplace Support,N,N
1405,McConaghy Retail,,H,,,0%,,,,,N,N
1407,Mooloolaba International,,D,,,0%,,,,Mooloolaba International CTS 27524,N,N
1409,Dreamworld,,H,,,0%,,,,,N,N
1410,Brisbane Airport Corp,,H,,,0%,,,,,N,N
1411,Springmount Services,,H,,,0%,,,,,N,N
1416,Fortuna,,H,Company name changed from Sentinel to Fortuna,,0%,,,,,N,N
1418,Cairns Port Authority,,H,,,0%,,,,,N,N
1419,Millenium Hi Tech Group,,H,,,0%,,,,,N,N
1423-01,The Mark S-C,1423,D,,,0%,,,,Hachma International Australia Pty Ltd,N,N
1425,Secureclean QLD,,H,,,0%,,,,,N,N
1427,Don Wilson Commercial,,H,,,0%,,,,,N,N
1429,Monte Carlo,,D,,,0%,,,,Monte Carlo-CTS 11083,N,N
1435-16,333 Ann Street,1435,D,prev 1431,,0%,,,,Jeen Poh,N,N
1435,Jones Lang LaSalle QLD,,H,,,0%,,,,,N,N
1325-02,Garbutt Central,1325,D,,,0%,,,,Reelaw Pty Ltd T/F Walker Adams Unit Tru,N,N
1437,CBRE QLD,,H,,,0%,,,,,N,N
1325-09,The Avenues Plaza,1325,D,prev 1443,,0%,,,,Parkside Development Pty. Ltd.,N,N
1449,Ray White,,H,,,0%,,,,,N,N
1451,McConaghy Shopping Centre,,H,,,0%,,,,,N,N
1459,Redlands RSL,,D,,,0%,,,,Redlands RSL,N,N
1460,BIC Condolidated,,H,,,0%,,,,,N,N
1463,Spotless Group,,H,,,0%,,,,,N,N
1465,Manor Apartments,,D,,,0%,,,,Manor Apartments,N,N
1325-03,North Ward Shop Village,1325,D,,,0%,,,,Brutone Pty Ltd,N,N
1474,Southport Sharks Club,,D,,,0%,,,,Southport Australian Football Club Ltd,N,N
1476,201 Lake Street,,D,Also known as Cairns One,,0%,,,,Body Corporate Services for 201 Cairns,N,N
1240-08,34 Manton Street,1240,D,Prev #1477,,0%,,,,The Trustee of DEXUS Wholesale Industrial Trust,N,N
1501-06,Pullman Cairns Internatio,1501,D,Prev The Sebel Cairns #1481,,0%,,,,The Trustee for Shakespeare Cairns Hospitality,N,N
1483,Station Square,,D,,,0%,,,,Station Square Shopping Centre,N,N
1325-04,Hermit Park S-C,1325,D,,,0%,,,,Cairns Property Developments Pty Ltd,N,N
1493,Cornerstones Properties,,H,,,0%,,,,,N,N
1497,M&G Management,,H,,,0%,,,,,N,N
1501-01,Sofitel Brisbane Central,1501,D,,,0%,,,,Marquee Hotel Operations Pty Ltd,N,N
1502,Childers Town Centre,,D,Prev Isis Shire Council,Tony Wright,0%,,,,Bundaberg Regional Council,N,N
1507,Mackay Port Authority,,H,,,0%,,,,,N,N
1511-01,Stones Corner Village,1511,D,Program # changed from 1511-00 to 1511-01,Cynthia McGrath,0%,,,,Stones Corner Village,N,N
1325-08,Parkside Plaza Townsville,1325,D,prev 1520,,0%,,,,Parkside Developments No 2 Pty Ltd,N,N
1526-01,The Gap Village,1526,D,,Karen Bishop,0%,,,,Village Fair Shopping Ctres PL,N,N
1531,Northpoint Brisbane,,D,,Graeme Neill,0%,,,,The Body Corporate of North Point CTS 7575,N,N
1501-05,Cairns Harbour Lights,1501,D,Prev 1539 The Sebel Harbour Lights,,0%,,,,Harbour Lights CTS 36769,N,N
1501-07,The Sea Temple Palm Cove,1501,D,Prev 1551,,0%,,,,Triton Street - Palm Cove - CTS 32860,N,N
1552,Hyper Centre,,D,,,0%,,,,Diverse Worx,N,N
1556,Education City,,D,,,0%,,,,Springfield Real Estate Sales,N,N
1501-08,The Sea Temple Port Dougl,1501,D,Prev 1565,,0%,,,,"Body Corporate of Mitre , Port Douglas CTS 35303",N,N
1575,Garbut Central,,D,,,0%,,,,Garbutt Central,N,N
1501-10,The Sebel Resort Noosa,1501,D,Prev 1586,,0%,,,,Laguna on Hastings CTS 28082,N,N
1590,Lancini Group,,H,,,0%,,,,,N,N
1501-09,The Sebel Maroochydore,1501,D,Prev 1592,,0%,,,,BC for Sea Resort & Spa CTS 33362,N,N
1501-04,The Sebel Brisbane,1501,D,Prev 1593,,0%,,,,Body Corporate of 95 Charlotte Street,N,N
1290-16,Buderin Marketplace,1290,D,prev 1596,,0%,,,,Kincraig Joint Ventures,N,N
1597,Stockland QLD,,H,,,0%,,,,,N,N
11,Woolworths Commercial,,H,,,0%,,,,,N,N
212,Woolworths Commercial,,H,,,0%,,,,,N,N
219,Retpro Group,,H,,,0%,,,,,N,N
220,Menzies Group VIC,,H,,,0%,,,,,N,N
221,Access Group Solutions,,H,,,0%,,,,,N,N
225,Fitzroys,,H,,,0%,,,,,N,N
245,Mt Sheridan Plaza,,D,,,0%,,,,Mount Sheridan Plaza,N,N
250,M&G Management,,H,,,0%,,,,,N,N
206-04,The Como Melbourne,206,D,Prev 258,,0%,,,,The Como Melbourne,N,N
206-03,Quay West Suites Melbourn,206,D,Prev 259,,0%,,,,The Building Manager,N,N
269,Cirka Pty Ltd,,H,,,0%,,,,,N,N
272,BIC Consolidated,,H,,,0%,,,,,N,N
273-02,Twenty8 Freshwater place,273,D,,,0%,,,,Perpetual Trustee of the AP AUFE Sub-trust,N,N
3008,Specials- Singapore,,D,,,0%,,,,,N,N
4001,Specials - WA,,D,,,0%,,,,,N,N
4002,Specials - TAS,,D,,,0%,,,,,N,N
4003,Specials - VIC,,D,,,0%,,,,,N,N
4004,Specials - SEQ,,D,Brisbane/ GC Tweed/ Sunshine Coast,,0%,,,,,N,N
4005,Specials -  RQLD,,D,FNQ/ NQ,,0%,,,,,N,N
4008,Specials - SYD,,D,,,0%,,,,,N,N
4009,Specials - RNSW,,D,,,0%,,,,,N,N
4010,Specials - ACT,,D,,,0%,,,,,N,N
4011,Specials - NT,,D,,,0%,,,,,N,N
4012,Specials - SA,,D,,,0%,,,,,N,N
596,Mt Annan Marketplace,,D,,,0%,,,,Jefwell Pty Ltd,N,N
600,Assetlink- NSW,,H,,,0%,,,WALTER RAFFIN,,N,N
605,Onescope Facilities Pty Ltd,,H,,,0%,,,,,N,N
720-27,The Sebel Manly Beach,720,D,Prev #608,,0%,,,,The Sebel Manly Beach,N,N
613-01,Lake Haven SC -wet,613,D,,,0%,,,,Vicinity Centres PM Pty Ltd,N,N
720-28,Sebel Residence Chatswood,720,D,Prev #623,,0%,,,,The Owners - Strata Plan 54893,N,N
625,CBRE NSW,,H,,Paul Freeman,0%,,,,,N,N
629,Access Group NSW,,H,,,0%,,,,,N,N
698-28,Orange City Centre,698,D,prev 634,,0%,,,,Alceon Group Pty Ltd Atf Orange Retail Trust,N,N
625-05,10 Smith Street Paramatta,625,D,Prev 640,,0%,,,,I.S.P.T. PTY LIMITED,N,N
644,Armidale Plaza,,D,,Steve McKay,0%,,,,Armidale Plaza Shopping Centre Pty Ltd,N,N
645-01,Tamworth Shoppingworld,645,D,,,0%,,,,McConaghy Shopping Centres,N,N
645-02,Grafton Shoppingworld,645,D,,,0%,,,,McConaghy Shopping Centres,N,N
647,Lismore Square,,D,,,0%,,,,Lismore Shoppingworld Pty Ltd,N,N
720-06,Pullman Magenta Shores Re,720,D,Prev #653,Brett Griffiths,0%,,,,Pullman Magenta Shores Resort,N,N
663,Karellas Group,,H,,,0%,,,,,N,N
720-22,Quay Grand Suites Sydney,720,D,Prev #669,,0%,,,,Quay Grand Suites Sydney,N,N
720-23,Pullman Syd Hyde Park,720,D,Prev #670. Sydney Mariott Hotel,,0%,,,,Pullman Sydney Hyde Park,N,N
724-12,Rhodes Shopping Centre,724,D,prev 672,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
724-13,1 Darling Island Road,724,D,prev 673,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
720-26,The Sebel Hawksbury Valle,720,D,Prev #675,,0%,,,,Crowne Plaza Resort Hawkesbury Valley,N,N
691-01,Castle Towers,691,D,,,0%,,,,QIC Ltd ATF QIC Castle Towers Trust,N,N
698,JLL NSW,,H,,,0%,,,,,N,N
720-16,Novotel Darling Harbour,720,D,Prev #699,,0%,,,,Novotel Darling Harbour,N,N
720-11,Ibis Darling Harbour,720,D,Prev #700,,0%,,,,Ibis Hotel Darling Harbour,N,N
706,Mirvac ACT,,H,,,0%,,,,,N,N
711,Capital Airport Group,,H,,,0%,,,,,N,N
735-06,224 Bunda St,735,D,Prev named SAP House 715-1,,0%,,,,QIC Properties Pty Limited,N,N
716,Woolworths NSW,,H,,,0%,,,,,N,N
764-11,Lanyon Marketplace,764,D,Program # changed from 717-00 to 764-11,Victor Phillips,0%,,,,Terracomm P/L,N,N
720-01,Ibis Budget Coffs Harbour,720,D,,,0%,,,,Ibis Budget Coffs Harbour,N,N
724,Mirvac NSW,,H,,,0%,,,,,N,N
735,Jones Lang Lasalle- ACT,,H,,,0%,,,,,N,N
744,CBRE ACT,,H,,,0%,,,,,N,N
764-08,64 Northbourne Ave,764,D,,,0%,,,,Australian Unity Office Property Fund,N,N
764,Knight Frank Aus ACT,,H,,,0%,,,,,N,N
802,Hibiscus Shoppingtown,,D,,,0%,,,,Hibiscus Shoppingtown,N,N
804,Alice Springs S/C,,D,,,0%,,,,Alice Springs Shopping Centre,Y,N
807,Nightcliff Shopping Centr,,D,,Tony Milhinhos,0%,,,,Milhinhos Nominees,N,N
808,Yeperenye Shopping Centre,,D,,Jo-Anne Pulsford,0%,,,,Yeperenye Shopping Centre,N,N
812,Joondanna Investments NT,,H,,,0%,,,,,N,N
927-01,Nothern Gateway,927,D,Prev #814,,0%,,,,Angaet Management (Adelaide),N,N
816-01,Oasis Shopping Centre,816,D,,,0%,,,,Oasis Shopping Village,N,N
901,Adelaide Airport,,D,,Phil Hogan,0%,,,,Adelaide Airport Limited,N,N
902,Savills (SA),,H,,,0%,,,,,N,N
904-01,Woolworths Gipps Cross,904,D,,,0%,,,,Woolworths Group Limited,N,N
902-15,Victor Central S/Centre,902,D,prev 906,Jeff Klaebe,0%,,,,Victor Harbour Prop Invest Unit Trus,N,N
902-16,Mt Barker Central SC,902,D,prev 907,Jeff Klaebe,0%,,,,Mount Barker Property Investments Unit Trust,N,N
902-10,Arkaba Shopping Centre,902,D,prev 909,Richard Stabile,0%,,,,Hurley Arkaba Freehold Pty Ltd,N,N
902-13,Greenacres Shopping Mall,902,D,prev 910,,0%,,,,Greenacres Joint Venture,N,N
902-17,Riverland Plaza,902,D,prev 911,,0%,,,,Berri Riverland Plaza Syndicate,N,N
902-18,Westlands SC,902,D,prev 912,Richard Stabile,0%,,,,BUSINESS CREDITS PTY LTD,N,N
914,Millenium Hi-Tech Group,,H,,Peter Stewart,0%,,,,,N,N
919,Harbourtown West Beach,,D,,,0%,,,,Airport West Pty Ltd,N,N
922-03,Colonnades SC,922,D,Prev Centro Colonnades #925,,0%,,,,Vicinity Centres PM Pty Ltd,N,N
902-11,Modbury Heights,902,D,prev 932,,0%,,,,Modbury Heights Property Investment Trust,N,N
1405-01,The Ridge SC,1405,D,,,0%,,,,MRP TORI Properties Pty Ltd,N,N
1405-02,Toowoomba Plaza,1405,D,,,0%,,,,MRP TOPL Properties Pty Ltd ATF,N,N
1405-03,Westlands Plaza,1405,D,,ROB ROSENBERGER,0%,,,,Westlands Plaza Pty Ltd,N,N
1405-04,Castletown Shopping Centr,1405,D,,GEOFF GOOCH,0%,,,,Castletown Shoppingworld Pty Ltd,N,N
1405-05,Kingaroy Shoppingworld,1405,D,,ANDREW PHEELEY,0%,,,,Kingaroy Mall Pty Ltd,N,N
1416-01,The Plaza at Emerald,1416,D,prev Emerald Market Plaza\r\nCompany name change from Sentinel to Fortuna,,0%,,,,Accounts,N,N
1410-01,Brisbane Airport,1410,D,,Greg Shaw,0%,,,,Brisbane Airport Corporation Pty Limited,N,N
1410-03,Skygate SC,1410,D,"Previously ""The Village Markets""",,0%,,,,Brisbane Airport Corporation Pty Limited,N,N
1410-04,Brisb Airport Ped Xings,1410,D,,,0%,,,,Brisbane Airport Corporation Pty Limited,N,N
1410-05,BAC DFO Carpark Pedestria,1410,D,,,0%,,,,Brisbane Airport Corporation Pty Limited,N,N
1410-06,BNE Airport PED Half Audi,1410,D,,,0%,,,,Brisbane Airport Corporation Pty Limited,N,N
1410-07,BNE Intl Airport  Walk Wa,1410,D,,,0%,,,,Brisbane Airport Corporation Pty Limited,N,N
1427-02,Centrepoint Plaza Bowen,1427,D,,,0%,,,,Don Wilson Commercial,N,N
1449-01,The Conservatory,1449,D,,,0%,,,,The Conservatory Cairns P/L ATF,N,N
1449-02,Orchid Plaza,1449,D,,,0%,,,,Tengold Pty Ltd,N,N
600-13,Rouse Hill Town Centre,600,D,,,0%,,,,Assetlink (NSW),N,N
600-20,Sydney Airport T1,600,D,,,0%,,,,Assetlink (NSW),N,N
600-21,SYD Airport T1 Aero,600,D,,,0%,,,,Assetlink (NSW),N,N
600-23,Sydney Airport T2,600,D,,,0%,,,,Assetlink (NSW),N,N
600-24,SYD Airport T2 Aero,600,D,,,0%,,,,Assetlink (NSW),N,N
600-07,Castle Towers,600,D,,,0%,,,,Assetlink (NSW),N,N
600-08,Erina Fair,600,D,,,0%,,,,Assetlink (NSW),N,N
1418-01,Cairns Airport,1418,D,,,0%,,,,Cairns Airport Pty Ltd,N,N
1451-01,Dalby Shoppingworld,1451,D,,,0%,,,,McConaghy Shopping Centres DS,N,N
1451-02,Rose City Shoppingworld,1451,D,,,0%,,,,McConaghy Shopping Centre RCS,N,N
1451-03,Biloela Shoppingworld,1451,D,,,0%,,,,McConaghy Shopping Centres,N,N
1451-04,Gracemere Shoppingworld,1451,D,,,0%,,,,Centre Management - Gracemere SW,N,N
1411-14,Willows SC,1411,D,,,0%,,,,,N,N
1507-01,Mackay Airport,1507,D,,,0%,,,,Mackay Airport Pty Ltd,N,N
902-01,Fulham Gardens,902,D,,Peter Bersagliere,0%,,,,The Bookcase P/l,N,N
1463-13,Stockland Caloundra,1463,D,,,0%,,,,BLEN Cleaning,N,N
1463-14,Benowa Gardens SC,1463,D,,,0%,,,,BLEN Cleaning,N,N
1463-15,Stockland Cleveland,1463,D,,,0%,,,,BLEN Cleaning,N,N
1463-17,Jimboomba SC,1463,D,,,0%,,,,,N,N
1463-18,Burleigh Head SC,1463,D,,,0%,,,,BLEN Cleaning,N,N
1437-60,85 George St Brisb,1437,D,prev 1527-1,,0%,,,,Charter Hall Real Estate Management Services,N,N
914-01,Parabanks SC,914,D,,,0%,,,,Millennium Hi-Tech Pty Ltd (SA),N,N
706-07,23 Fuzer Street,706,D,,,0%,,,,Mirvac Real Estate Pty Ltd,N,N
605-04,Supa Centa Moore Park,605,D,,,0%,,,,Onescope Facilities Pty Ltd,N,N
1497-01,Paddington Central,1497,D,,,0%,,,,Morgan & Griffin P/L,N,N
1497-02,Sherwood Central,1497,D,,,0%,,,,Morgan & Griffin P/L,N,N
250-01,Balnarring Village,250,D,,,0%,,,,M & G Management Services,N,N
250-02,Dromana Hub SC,250,D,,,0%,,,,M & G Management Services,N,N
1419-02,Mt Pleasant,1419,D,,,0%,,,,Millennium Hi Tech Group P/L,N,N
1419-05,Beenleigh Marketplace,1419,D,,,0%,,,,Millennium Hi Tech Group P/L,N,N
272-29,700 Bourke Street,272,D,,,0%,,,,BIC Consolidated,N,N
711-11,15 Lancaster Place,711,D,,,0%,,,,Capital Airport Group,N,N
711-12,17-19 Amberley Ave,711,D,,,0%,,,,Capital Airport Group,N,N
711-13,9 Amberley Avenue,711,D,,,0%,,,,Capital Airport Group,N,N
711-14,Canberra Airport Interna,711,D,,,0%,,,,Capital Airport Group,N,N
711-15,Hanger 47,711,D,,,0%,,,,Capital Airport Group,N,N
711-02,11 Lancaster Place,711,D,,,0%,,,,Capital Airport Group,N,N
711-03,29 Catalina Drive,711,D,,,0%,,,,Capital Airport Group,N,N
711-04,Brindabella Business Park,711,D,,Ian Wallace,0%,,,,Capital Airport Group,N,N
711-05,Canberra Airport Domestic,711,D,,Ferdi Lumbaca,0%,,,,Capital Airport Group,N,N
711-06,10 Richmond Avenue,711,D,,,0%,,,,Capital Airport Group,N,N
711-07,26 Richmond Avenue,711,D,,Virginia Dobos,0%,,,,Capital Airport Group,N,N
711-08,24 Fairbairn Avenue,711,D,,,0%,,,,Capital Airport Group,N,N
711-09,26-28 Fairbairn Ave,711,D,,,0%,,,,Capital Airport Group,N,N
1351-01,145 Eagle Street Brisbane,1351,D,,,0%,,,,BPQ Pty Ltd,N,N
1351-02,167 Eagle St Brisbane,1351,D,,,0%,,,,167 Eagle Street Pty Ltd,N,N
735-02,Tourism House,735,D,,,0%,,,,Proprietors Of Strata Plan 731,N,N
735-08,10 Binara Street,735,D,,,0%,,,,AREF Prop Holdings Pty Ltd,N,N
269-01,600 Bourke Street,269,D,,,0%,,,,Cirka Group Pty Ltd,N,N
269-08,Goods Shed,269,D,,,0%,,,,Cirka Group Pty Ltd,N,N
1381-02,Urangan Central,1381,D,,,0%,,,,Bayton Property Services,N,N
716-01,Norwest Support Office,716,D,,,0%,,,,Woolworths Facilities Management,N,N
212-01,Woolworths Mulgrave Suppo,212,D,,,0%,,,,Woolworths Group Limited,N,N
011-01,WW Transaction Pro Cnt  A,11,D,Prev #201-1,,0%,,,,Woolworths Group Limited,N,N
698-16,Wentworthville Plaza,698,D,prev 650-2,,0%,,,,Guilder Trading Co Pty Ltd,N,N
1437-01,Mountain Creek SC,1437,D,,,0%,,,,Buzloj Pty Ltd,N,N
1437-10,Mt Coolum SC,1437,D,,,0%,,,,TDJP Properties P/L,N,N
1437-13,Maroochydore Homemaker,1437,D,,,0%,,,,Calardu Maroochydore Pty Ltd,N,N
1437-03,Maroochy Waters SC,1437,D,,,0%,,,,Shalina Pty Ltd,N,N
1437-09,113 Point Cartwright Driv,1437,D,,,0%,,,,John Patrick Cranley and Donald William Bletchly,N,N
663-01,Supa IGA Cermorne,663,D,,,0%,,,,Karellas Group,N,N
663-03,Supa IGA Blaxland,663,D,,,0%,,,,Karellas Group,N,N
221-01,Parkmore Shopping Centre,221,D,,,0%,,,,Access Group Solutions,N,N
221-02,Dandenong PLaza,221,D,,,0%,,,,Access Group Solutions,N,N
744-01,40 Cameron Ave,744,D,,,0%,,,,The Trustee for CorVal 40 Cameron Avenue Trust,N,N
1425-04,The Pines,1425,D,,,0%,,,,SECUREclean (QLD) Pty Ltd,N,N
698-04,Delroy Park Marketplace,698,D,Also known as West Dubbo Woolworths,,0%,,,,SCA Property Group,N,N
698-05,North Orange Marketplace,698,D,,,0%,,,,SCA Property Group,N,N
1493-01,Spring Hill Marketplace,1493,D,,,0%,,,,F A Pidgeon & Son Pty Ltd,N,N
1409-01,Dreamworld,1409,D,,,0%,,,,Ardent Leisure Limited,N,N
1437-61,Oriel Place,1437,D,,,0%,,,,Beaucoup SV Pty Ltd ATF The SJ Weaver,N,N
1369-03,23a Graham Street,1369,D,,,0%,,,,RJH Holdings Pty Ltd,N,N
1362-01,Mt Ommany Shopping Centre,1362,D,,,0%,,,,EMG Facility Services Pty Ltd,N,N
220-03,Australian Paper Traralgo,220,D,,,0%,,,,Menzies Group,N,N
219-01,Spencer Outlet Centre,219,D,,,0%,,,,Jen Management QLD Pty Ltd,N,N
1590-01,Carseldine Central,1590,D,,Debbie Churchland,0%,,,,Landel Pty Ltd & Lancorp Pty Ltd,N,N
1590-02,Holmview Central,1590,D,,,0%,,,,Landel Pty Ltd ATF Lancini Family Discretionary,N,N
1590-03,Chatswood Central,1590,D,,,0%,,,,Landel Pty Ltd ATF Lancini Family Discretionary,N,N
1590-04,Farifield Central,1590,D,,,0%,,,,Landel Pty. LTD. As Trustees for The Lancini,N,N
812-01,Karama SC & Tavern,812,D,,,0%,,,,Joondanna Investments Pty Ltd,N,N
812-02,Palmerston SC,812,D,,,0%,,,,Joondanna Investments Pty Ltd,N,N
764-01,26 Brisbane Ave,764,D,,,0%,,,,CPIF Pty Ltd,N,N
1312-02,HQ North Tower,1312,D,,,0%,,,,Accounts Payable,N,N
1435-34,Wyndham Corporate Centre,1435,D,,,0%,,,,Council of the City of Gold Coast,N,N
1435-33,Corporate Centre One,1435,D,,,0%,,,,CorVal Partners Limited ATF CorVal ,N,N
1416-02,The Village at Emerald,1416,D,prev Emerald  Village\r\nCompany name changed from Sentinel to Fortuna,,0%,,,,Accounts,N,N
594,Colliers International,,H,,,0%,,,,,N,N
1437-38,12-14 Marine Parade Seaba,1437,D,prev 1285-3,,0%,,,,Chung Southport Pty Ltd,N,N
1283-01,Henzells Plaza,1283,D,,,0%,,,,Lorelei Investments Pty Ltd,N,N
1437-28,86 Queen Street,1437,D,prev 1452-6,,0%,,,,Farnstead Pty Ltd,N,N
1437-15,Windsor Homemaker Centre,1437,D,Prev 1281,,0%,,,,Con-Tec Holdings Pty Ltd,N,N
8008,Product Class.- CN,,D,,,0%,,,,,N,N
8009,Product Class.- Other,,D,,,0%,,,,,N,N
1437-16,No2 Emporio Place,1437,D,,,0%,,,,BR & KM Smith (Emporio Owner) Pty Ltd,N,N
8005,Product Class- AU,,D,,,0%,,,,,N,N
8006,Product Class.- NZ,,D,,,0%,,,,,N,N
720-19,Novotel Manly Pacific,720,D,Prev #585,,0%,,,,Novotel Sydney Manly Pacific,N,N
1599,Maryborough Central,,D,,,0%,,,,For Maryborough Central,N,N
1437-31,Cairns Homemaker Centre,1437,D,prev 1373-1,,0%,,,,Calardu Cairns Pty Ltd ATF,N,N
720-04,Mercure Canberra,720,D,Prev Job #703,,0%,,,,Mercure Canberra,N,N
605-10,Woolworths Goonellabah,605,D,,,0%,,,,Onescope Facilities Pty Ltd,N,N
720-17,Mercure Sydney Parramatta,720,D,Prev #580,,0%,,,,Mercure Sydney Parramatta,N,N
720-13,Ibis Hotel Thornleigh,720,D,Prev #579-1,,0%,,,,Ibis Hotel Thornleigh,N,N
720-05,Ibis Hotel Newcastle,720,D,Prev #579-2,,0%,,,,Ibis Hotel Newcastle,N,N
1437-17,54-56 Aerodrome Road,1437,D,,,0%,,,,The Young Men's Christian Association of Brisbane,N,N
1605-01,Cannon Central,1605,D,,,0%,,,,Project M Asset Management Pty Ltd,N,N
703-01,11 Farrer Place,703,D,Prev #591-5,,0%,,,,BIC Consolidated,N,N
761-08,2-6 Station Street,761,D,Program # changed from 591-06 to 761-08,,0%,,,,BIC Consolidated,N,N
761-06,84 Crown Street,761,D,Program # changed from 591-07 to 761-06,,0%,,,,BIC Consolidated,N,N
761-01,117 Bull Street,761,D,Prog # changed from 591-08 to 761-01,,0%,,,,BIC Consolidated,N,N
1605,Project M Asset Managemen,,H,,,0%,,,,,N,N
1605-02,Save City,1605,D,,,0%,,,,Project M Asset Management Pty Ltd,N,N
1279,Seacrest Holiday Apartmen,,D,,,0%,,,,Seacrest Holiday Apartments,N,N
4007,Special - SW QLD,,D,ie Toowoomba,,0%,,,,,N,N
720-25,Pullman Sydney Olympic Pa,720,D,Prev #602-1.,,0%,,,,Accor Hotels Group,N,N
720-21,Novotel Sydney Olympic Pa,720,D,Prev #602-2,,0%,,,,Accor Hotels Group,N,N
1320-01,Townsville Airport,1320,D,,,0%,,,,Townsville Airport Pty Ltd,N,N
1354,Helensvale Plaza,,D,,,0%,,,,Horizontal Investment Pty Ltd as trustee,N,N
1437-27,150 Charlotte Street,1437,D,prev 1452-5,,0%,,,,Australian Unity Office Property Fund,N,N
663-04,The Supamart Pennant Hill,663,D,,,0%,,,,Karellas Group,N,N
1325,Knight Frank QLD,,H,,,0%,,,,,N,N
273-03,484 St Kilda Road,273,D,,,0%,,,,Kuehne Real Estate Australia Pty Ltd,N,N
273,Jones Lang Lasalle (VIC),,H,,,0%,,,,,N,N
1344,Mirvac (QLD),,H,,,0%,,,,,N,N
111,Woolworths (WA),,H,,,0%,,,,,N,N
904,Woolworths (SA),,H,,,0%,,,,,N,N
1396,Woolworths (QLD),,H,,,0%,,,,,N,N
645,McConaghy Group,,H,,,0%,,,,,N,N
1501-03,Pullman King George Sqr,1501,D,Prev 1335,,0%,,,,Pullman Brisbane King George Square,N,N
1411-08,Primewest Brassall,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
918,BIC Consolidated,,H,,,0%,,,,,N,N
720,Accor Hotels,,H,,,0%,,,,,N,N
