Job Number,Job Name,Sub-job of,Header,Description,Contact,Percent Complete,Start Date,Finish Date,Manager,Linked Customer,Inactive Job,Track Reimburseables
509-27,Meriton Suites Liverpool,509,D,,,0%,,,,Strata Plan 97153,N,N
1435-30,56 Edmondstone Road,1435,D,,,0%,,,,Devyn Smith,N,N
594-38,Broadmeadow Shopping Centre,594,D,,,0%,,,,Broadmeadow Investors Pty Ltd,N,N
213-21,Bentons Square Shopping Centre,213,D,,,0%,,,,Region Group Re Ltd,N,N
1290-12,Robina Super Centre,1290,D,,,0%,,,,Trustee For Walnut Family Trust,N,N
213-22,The Gateway,213,D,,,0%,,,,Region Group Re Ltd,N,N
1240-19,3201 Old Cleveland Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-20,219 Westphalen Drive,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-21,63 Raceview Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-23,4288 Bruce Highway,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-24,185 Brays Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-25,105-115 Cairns Road,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
215-12,Corio Village,215,D,,,0%,,,,CleanNet Australia,N,N
760-02,22-36 Parkes Road,760,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
213-23,Langwarrin Plaza,213,D,,,0%,,,,Region Group Re Ltd,N,N
1394-02,Medilink Retail Centre,1394,D,,,0%,,,,Corporate Cleaning Services,N,N
213-24,Home Co Williams Landing,213,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1039,WillCom Property Group,,H,,,0%,,,,,N,N
1039-02,Eli Waters Shopping Centre,1039,D,,,0%,,,,Chin Yuan International Enterprise P/L,N,N
1437-04,Paradise Garden Shopping Vil,1437,D,,,0%,,,,Nerinda Pty Ltd ATF PARADISE TRUST,N,N
720-07,Ibis Sydney Airport,720,D,,,0%,,,,Ibis Sydney Airport,N,N
1066-04,West Village- BMS,1066,D,,,0%,,,,West Village BMG 7189911,N,N
1072-01,Hinkler Central,,D,,,0%,,,,Parkstone Retail Trust No 1,N,N
1437-11,315 Brunswick Street,1437,D,,,0%,,,,"Department of Tourism, Innovation and Sport",N,N
1079,Centa Property Group,,H,,,0%,,,,,N,N
1079-01,Bannockburn Centre,1079,D,,,0%,,,,Bannockburn Centre Pt Ltd,N,N
1079-02,Centa Sunnybank Hills,1079,D,,,0%,,,,Centa Sunnybank Hills Pty Ltd,N,N
917-13,Victor Harbour Health Hub,917,D,,,0%,,,,Victor Harbor Health Hub Pty Ltd atf,N,N
925-01,Mildura Central,,D,,,0%,,,,CleanNet Australia,N,N
521-01,20-22 Mons Road,,D,,,0%,,,,Westmead Investment Trust,N,N
1411-01,189 Coronation Drive,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
656-08,Home Co West Ryde Marketplace,656,D,,,0%,,,,,N,N
910-01,95 Grenfell Street,910,D,,,0%,,,,Cromwell Grenfell Street Trust,N,N
705-16,8 Brisbane Avenue,705,D,,,0%,,,,Doma Trustee Pty Ltd,N,N
705-17,Cooyong Centre,705,D,,,0%,,,,Jure Investments Pty Limited,N,N
705-18,Little National Hotel Canberra,705,D,,,0%,,,,Section 22 Barton Pty Ltd,N,N
705-19,Burns Centre,705,D,,,0%,,,,Doma Trustee Pty Ltd,N,N
705-20,4 Lonsdale Street,705,D,,,0%,,,,John Crisp Real Estate Woden Unit Trust,N,N
537-01,8 Central Avenue,,D,,,0%,,,,Centuria Property Funds Limited,N,N
107-04,Optima A,107,D,,,0%,,,,Charter Hall Real Estate Management Services,N,N
107-07,Optima B,107,D,,,0%,,,,Charter Hall Real Estate Management Services,N,N
1,Elders,,H,,,0%,,,,,N,N
001-02,11 Macquarie Street,1,D,,,0%,,,,RIVERLEE AUSTRALIA PTY LTD,N,N
001-03,The Cambridge Centre,1,D,,,0%,,,,Cambridge Homemaker Centre,N,N
001-04,134 Macquarie Street,1,D,,,0%,,,,TERRAPLEX PTY LTD,N,N
113,Cygnet West,,H,,,0%,,,,,N,N
113-02,Busselton Boulevard,113,D,,,0%,,,,Centuria Property Funds No. 3 Limited ATF,N,N
1004-07,2-4 University Drive,1004,D,,,0%,,,,Kaushal Holdings Pty Ltd,N,N
1079-03,Centa Dakabin,1079,D,,,0%,,,,Centa Dakabin Pty Ltd,N,N
1004-08,25 Cambridge Parade,1004,D,,,0%,,,,RWC Bayside (Kedmoor Pty Ltd T/as),N,N
594-34,Warabrook Shopping Centre,594,D,,,0%,,,,IBA ATF of IREIT Sub-Trust,N,N
1021-01,Palm Court,,D,,,0%,,,,Property Selectors Pty Ltd,N,N
1081-01,420 George Street,1081,D,,,0%,,,,Dymocks Properties (Brisbane) Pty Limited,N,N
104-01,Dunsborough Centrepoint,,D,,,0%,,,,DCSC Pty Ltd,N,N
1411-18,Green Square,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
917-14,Hendon Central,917,D,,,0%,,,,Hendon Central Pty Ltd atf Hendon Central,N,N
1027-03,1-17 Compton Road,1027,D,,,0%,,,,Newmark Hardware Property Trust No.2,N,N
509-28,Meriton Residential Orchid,509,D,,,0%,,,,Strata Plan 97153,N,N
509-29,Meriton Residential Viola,509,D,,,0%,,,,Strata Plan 97153,N,N
509-30,Meriton Residential Celeste,509,D,,,0%,,,,Strata Plan 97153,N,N
509-31,Meriton Residential Element,509,D,,,0%,,,,Strata Plan 97153,N,N
509-32,Meriton Residential Unity,509,D,,,0%,,,,Strata Plan 97153,N,N
656-25,Beecroft Place,656,D,,,0%,,,,,N,N
761-05,Top Ryde City Shopping Centre,761,D,,,0%,,,,Consolidated Property Services (Australia) Pty Ltd,N,N
1019-01,253 Ferry Road,,D,,,0%,,,,Jeffrey Nominees Pty Ltd & Alan Nominees,N,N
705-21,10 Hobart Place,705,D,,,0%,,,,Avari No. 19 Pty Ltd ATF Avari No. 19 Trust,N,N
1435-04,Smithfield Shopping Centre,1435,D,,,0%,,,,Alceon Group No.74 Pty Ltd ATF,N,N
534-03,The Westport Club,534,D,,,0%,,,,Mingara Leisure Group,N,N
534-04,Mingara Recreation Club,534,D,,,0%,,,,Mingara Recreation Club,N,N
1038-06,22 Wood Street,1038,D,,,0%,,,,Accounts,N,N
1038-07,The Hub,1038,D,,,0%,,,,Accounts,N,N
1437-32,Oceana Walk,1437,D,,,0%,,,,The Trustee for First Class Investments Unit,N,N
200-02,Barkly Square,200,D,,,0%,,,,ISPT Pty Ltd - Barkly Square,N,N
200-03,Mill Park Lakes,200,D,,,0%,,,,,N,N
200-04,Showgrounds Village,200,D,,,0%,,,,,N,N
200-05,Lilydale Village,200,D,,,0%,,,,ISPT Retail Aust Property Trust (Lilydale VIC),N,N
1038-08,110 Wood Street,1038,D,,,0%,,,,Accounts,N,N
698-01,169 Phillip Street,698,D,,,0%,,,,Anglican Church Property Trust,N,N
698-23,10-14 Waterloo Street,698,D,,,0%,,,,(Real I.S. Australian Institutional STC C-2 Pty,N,N
215-05,Botanic Ridge Village,215,D,,,0%,,,,CleanNet Australia,N,N
229,Urbis,,H,,,0%,,,,,N,N
229-01,Karingal Village Shopping Cent,229,D,,,0%,,,,Nivad Pty Ltd,N,N
229-02,1002-1004 High Street,229,D,,,0%,,,,Grace H Pty Ltd,N,N
1003-06,Warbu Bellmere Shopping Villag,1003,D,,,0%,,,,The Trustee For Bellmere S.C. Unit Trust,N,N
212-02,446 Collins Street- Level 3,212,D,,,0%,,,,Woolworths Group Limited,N,N
720-10,Ibis Budget Casula,720,D,,,0%,,,,Ibis Budget Casula,N,N
917-05,49 Gawler Place,917,D,,,0%,,,,Key Invest Limited,N,N
917-15,Wellington Centre,917,D,,,0%,,,,Tabgold Pty Ltd ARF Tabgold Trading Trust,N,N
917-16,16 Hutt Street,917,D,,,0%,,,,Hutt Street Nominees Pty Ltd atf,N,N
517-01,Tradeco Lismore,517,D,,,0%,,,,Lismore Tradeco Pty Ltd,N,N
1369-04,Westridge Shopping Centre,1369,D,,,0%,,,,Range IP Nominees Pty Ltd ATF Westridge Unit Trust,N,N
1369-30,Oakey Plaza,1369,D,,,0%,,,,Oakey Properties Pty Ltd,N,N
707-08,63 Denison Street,707,D,,,0%,,,,Deakin Investment Trust,N,N
601-08,601 Great Western Highway,601,D,,,0%,,,,The Trustee For Greystanes Service Centre,N,N
705-22,21-23 Marcus Clarke Street,705,D,,,0%,,,,KM Property Funds Pty Ltd,N,N
200-06,Waurn Ponds Shopping Centre,200,D,,,0%,,,,,N,N
1325-20,100 Edward Street,1325,D,,,0%,,,,SLMC Property Australia Pty Ltd ATF SLG 100 Edward,N,N
1325-60,Woolworths Rothwell,1325,D,,,0%,,,,,N,N
1325-61,Woolworths Everton Park,1325,D,,,0%,,,,,N,N
1325-62,Everton Park Home,1325,D,,,0%,,,,,N,N
1325-63,Town Square Redbank Plains,1325,D,,,0%,,,,,N,N
698-24,Lidcombe Shopping Centre,698,D,,,0%,,,,Lidcombe Property Holdings Pty Ltd,N,N
1460-07,141 Queen Street,1460,D,,,0%,,,,BIC Consolidated,N,N
1460-12,140 Elizabeth Street,1460,D,,,0%,,,,BIC Consolidated,N,N
1374-13,35 Boundary Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-14,99 Melbourne Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
698-25,166 Epping Road,698,D,,,0%,,,,Epic Doncaster Pty Ltd,N,N
200-07,Tarneit West Village,200,D,,,0%,,,,ISPT Retail Aust Property Trust (Tarneit West Vic),N,N
200-08,Taylors Hill Village,200,D,,,0%,,,,ISPT Retail Aust Property Trust (Taylors Hill VIC),N,N
698-26,1 Smail Street,698,D,,,0%,,,,Evolution MIT Services Pty Ltd as trustee,N,N
200-09,206 Bourke Street,200,D,,,0%,,,,The ISPT Retail Property Trust (Midtown Plaza),N,N
200-10,246 Bourke Street,200,D,,,0%,,,,The ISPT Retail Property Trust (Midtown Plaza),N,N
200-11,GPO Melbourne,200,D,,,0%,,,,I.S.P.T Pty Limited,N,N
200-12,The Strand,200,D,,,0%,,,,I.S.P.T Pty Limited,N,N
1240-26,12 Electronics Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-27,18 Brandl Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-28,37 Brandl Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-29,10 Electronics Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-31,88 Brandl Street,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-32,24-26 Hi Tech Court,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-33,17-19 McKechnie Drive,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-34,45 McKechnie Drive,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1374-15,69 Ann Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1374-16,275 George Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1240-35,8 Clunies Ross Court,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-36,9 McKechnie Drive,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
230,Ozland Group Solutions,,H,,,0%,,,,,N,N
230-01,Essendon Fields Central,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
230-02,Essendon Fields Airport,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
1437-36,Thuringowa Village,1437,D,,,0%,,,,ISPT Retail Aust Property Trust (Thuringowa QLD),N,N
1437-40,Deeragun Village,1437,D,,,0%,,,,ISPT Retail Aust Property Trust (Deeragun QLD),N,N
538-01,Casino Shopping Plaza,,D,,,0%,,,,J.P. Benson Pty. Ltd.,N,N
1437-47,Wintergarden Shopping Centre,1437,D,,,0%,,,,I.S.P.T Pty Limited,N,N
1437-53,155 Queen Street,1437,D,,,0%,,,,I.S.P.T Pty Limited,N,N
656-42,Home Co Kellyville,656,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1416-05,Yamanto Village,1416,D,,,0%,,,,Accounts,N,N
809-01,CBD Plaza,809,D,,,0%,,,,The Uniting Church in Aust.,N,N
1018-01,Oaks Brisbane on Margaret Suit,,D,,,0%,,,,The Body Corporate for 212 Margaret CTS 33840,N,N
917-17,269 Seaview Road,917,D,,,0%,,,,RA Investments (SA) Pty Ltd ATF RA ,N,N
1074-01,33 Queen Street,,D,,,0%,,,,Aventa Group,N,N
1369-14,29 Commerce Drive,1369,D,,,0%,,,,Olympus Pty Ltd,N,N
1088-01,Windaroo Village,,D,,,0%,,,,EXCELLA Excellacorp Pty. Ltd.,N,N
1089-01,Cairns Central Shopping Centre,1089,D,,,0%,,,,SKG Services,N,N
514,One Commercial,,H,,,0%,,,,,N,N
514-02,25 Bridge Street,514,D,,,0%,,,,Menora Nominee's,N,N
1325-18,180 Queen Street,1325,D,,,0%,,,,G Global 180Q Pty Ltd ATF G Global 180Q AUT,N,N
1090-01,Teneriffe Hill Apartments,,D,,,0%,,,,Teneriffe Hill Apartments CTS,N,N
1004-09,Yeronga Village,1004,D,,,0%,,,,Yeronga Commercial Pty Ltd,N,N
698-27,1-5 Railway Street,698,D,,,0%,,,,Gong Capital Pty Ltd,N,N
656-46,Home Co Leppington,656,D,,,0%,,,,HomeCo Daily Needs REIT,N,N
1369-43,153 Campbell Street,1369,D,,,0%,,,,Trustee of the Citilink Property Trust,N,N
1369-49,12 Cribb Street,1369,D,,,0%,,,,Costi Property Investments Pty Ltd,N,N
1435-01,CB2-100 Melbourne Street,1435,D,,,0%,,,,Growthpoint Properties Australia,N,N
761-07,2 Wentworth Street,761,D,Program # changed from 591-01 to 761-07,,0%,,,,BIC Consolidated,N,N
735-05,Dickson Village,735,D,,,0%,,,,Altis Bulky Retail Pty Limited,N,N
1081,K2 Private Property,,H,,,0%,,,,,N,N
1081-02,Ipswich Medical Centre,1081,D,,,0%,,,,K2 Private Property,N,N
1240-37,7-9 French Avenue,1240,D,,,0%,,,,Dexus Office and Industrial Pty Ltd,N,N
625-17,Winmalee Village,625,D,,,0%,,,,ISPT Retail Aust Property Trust (Winmalee NSW),N,N
625-20,The Ponds Shopping Centre,625,D,,,0%,,,,ISPT Retail Aust Property Trust (The Ponds NSW),N,N
625-23,Katoomba Village,625,D,,,0%,,,,ISPT Retail Aust Property Trust (Katoomba NSW),N,N
625-24,Kellyville Village,625,D,,,0%,,,,ISPT Retail Aust Property Trust (Kellyville NSW),N,N
209-01,South Morang Tradeco,,D,,,0%,,,,South Morang Tradeco Pty Ltd,N,N
594-17,Lakeside Shopping Centre,594,D,,,0%,,,,A.C.N. 628 341 980 PTY. LTD.,N,N
1435-07,433 Boundary Street,1435,D,,,0%,,,,433 Boundary St Pty Ltd as trustee for,N,N
1080-02,North West Plaza,1080,D,,,0%,,,,Acure Funds Management Ltd ATF ,N,N
505-04,Westmead Shopping Village,505,D,,,0%,,,,Drill Pty Ltd,N,N
917-18,16 Bagot Street,917,D,,,0%,,,,Dr Weng Medical Services Pty Ltd ATF,N,N
230-03,7 English Street,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
230-04,6 English Street,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
230-05,2-6 Bristol Street,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
230-06,230 Wirraway Road,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
1240-38,29-41 Lysaght Street,1240,D,,,0%,,,,Dexus Office and Industrial Pty Ltd,N,N
231-01,141 Camberwell Road,231,D,,,0%,,,,Happsa Group Pty Ltd,N,N
1240-39,7 Clunies Ross Court,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
1240-40,51 McKechnie Drive,1240,D,,,0%,,,,Dexus Property Services P/L (DXPS),N,N
625-25,40 Miller Street,625,D,,,0%,,,,The Trust Company (Australia) Limited as custodian,N,N
232,Savills,,H,,,0%,,,,,N,N
232-01,Melton Medical & Dental Centre,232,D,,,0%,,,,Melton Investment Trust,N,N
232-02,Harvester Centre,232,D,,,0%,,,,,N,N
232-03,Croydon Family Practice,232,D,,,0%,,,,,N,N
232-04,119 Plenty Road,232,D,,,0%,,,,,N,N
232-05,Brooke Street Medical Centre,232,D,,,0%,,,,,N,N
1362-02,Booval Fair Shopping Centre,1362,D,,,0%,,,,EMG Facility Services Pty Ltd,N,N
1024-02,Beaudesert Central Shopping Ce,1024,D,,,0%,,,,MPG Funds Management,N,N
232-06,Bendigo Medical Centre,232,D,,,0%,,,,,N,N
232-07,Belmont Medical Centre,232,D,,,0%,,,,,N,N
232-08,11 Overton Road,232,D,,,0%,,,,Williams Landing Investment Trust,N,N
232-09,179 Princess Highway,232,D,,,0%,,,,,N,N
232-10,566 Melton Highway,232,D,,,0%,,,,Sydenham Investment Trust,N,N
232-12,56-60 Nixon Street,232,D,,,0%,,,,,N,N
232-13,493-495 Keilor Road,232,D,,,0%,,,,,N,N
232-14,Cowes Medical Centre,232,D,,,0%,,,,,N,N
539,Haben Property Fund,,H,,,0%,,,,,N,N
539-01,Jesmond Central,539,D,,,0%,,,,The Principal - Jesmond Plaza Pty Ltd ATF,N,N
539-02,Wallsend Village,539,D,,,0%,,,,The Principal - The Trust Company (Australia) Ltd,N,N
1374-17,240 Queen Street,1374,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1501-15,Novotel Sunshine Coast Resort,1501,D,,,0%,,,,Prime Value Asset Management Limited ATF,N,N
625-28,Warners Bay Village,625,D,,,0%,,,,ISPT Ret Aust Prop Trust (Warners Bay Village NSW),N,N
625-29,Coles Southgate Tamworth,625,D,,,0%,,,,ISPT Retail Aust Property Trust (Tamworth Sth NSW),N,N
625-30,Coles Port Macquarie,625,D,,,0%,,,,ISPT Retail Aust Prop Trust (Port Macquarie NSW),N,N
625-31,Northlakes Shopping Centre,625,D,,,0%,,,,,N,N
625-16,Kincumber Village,625,D,,,0%,,,,,N,N
625-32,Fletcher Village,625,D,,,0%,,,,,N,N
744-03,255 London Circuit,744,D,,,0%,,,,Growthpoint Properties Aust Ltd,N,N
744-04,10/12 Mort Street,744,D,,,0%,,,,Growthpoint Properties Australia Ltd,N,N
764-12,12 Moore Street,764,D,,,0%,,,,The Trustee for the 12 Moore Street Unit Trust,N,N
1079-04,Waterford Plaza,1079,D,,,0%,,,,Centa Waterford Pty Ltd,N,N
594-11,18 Honeysuckle Drive,594,D,,,0%,,,,IOOF Investment Services Limited,N,N
594-15,28 Honeysuckle Drive,594,D,,,0%,,,,"CorVal Newcastle Pty Ltd, as Trustee for",N,N
594-16,26 Honeysuckle Drive,594,D,,,0%,,,,"CorVal Newcastle Pty Ltd, as Trustee for",N,N
625-33,Heatherbrae Homemaker Centre,625,D,Previous Job# 625-16,,0%,,,,Sentinel Homemaker (Open Ended) Pty Ltd,N,N
501-02,Austral Shopping Centre,501,D,,,0%,,,,Coles Group Property Developments Ltd,N,N
1369-36,Logan Reserve Shopping Village,1369,D,,,0%,,,,Fabcot Pty Limited,N,N
656-47,1G Homebush Bay Drive,656,D,,,0%,,,,The Trust Company Limited ATF Grafton ROA Trust,N,N
656-48,111 Pacific Highway,656,D,,,0%,,,,The Trustee for North Shore Asset Trust,N,N
540,Corporate Cleaning Services,,H,,,0%,,,,,N,N
540-01,Settlement City,540,D,,,0%,,,,Corporate Cleaning Services,N,N
540-02,Nowra Plaza,540,D,,,0%,,,,Corporate Cleaning Services,N,N
505-05,Glenmore Village,505,D,,,0%,,,,GPV23 Pty Ltd ATF GPV23 Trust,N,N
594-19,Caddens Corner,594,D,,,0%,,,,,N,N
744-05,Gungahlin Village,744,D,,,0%,,,,ISPT Retail Property Trust (Gungahlin ACT),N,N
541-01,Dee Why Grand Shopping Centre,541,D,,,0%,,,,Wingdom No 5 Pty Ltd,N,N
1080-09,87 Ipswich Road,1080,D,,,0%,,,,Barwon Investment Partners,N,N
744-09,10 Moore Street,744,D,,,0%,,,,The Trustee for STRADA OFFICE FUND UNIT,N,N
720-15,Sofitel Sydney Wentworth,720,D,,,0%,,,,Sofitel Sydney Wentworth,N,N
744-14,10 Rudd Street,744,D,,,0%,,,,STRADA Office Fund P/L ATF STRADA Office,N,N
917-19,345 Brighton Road Shopping Cen,917,D,,,0%,,,,PAS Group Investments Pty Ltd ATF Hove Shopping,N,N
625-34,266 King Street,625,D,,,0%,,,,CHI Property No.2 Pty Limited,N,N
909-04,121 King William Street,909,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
1015-01,Lillybrook Shopping Village,,D,,,0%,,,,RetPro Management Pty Ltd - c/o Lillybrook,N,N
519,Sentinel Property Group,,H,,,0%,,,,,N,N
533-01,Taree Central Shopping Centre,,D,,,0%,,,,Ppi Taree Shopping Centre Trust,N,N
233,Retail Projex,,H,,,0%,,,,,N,N
233-01,Chadstone Homemaker,233,D,,,0%,,,,Newmark Capital (Chadstone) Property Trust,N,N
233-02,Bunnings Bayswater,233,D,,,0%,,,,BWP Management Ltd,N,N
601-09,Riverwood Plaza,601,D,,,0%,,,,Childrens Trust Fund T/As Sanwick Pty Ltd,N,N
601-10,240 Hillsborough Road,601,D,,,0%,,,,CG Warners Bay Pty Ltd ATF CG Warners Bay,N,N
231,Happsa Group,,H,,,0%,,,,,N,N
231-02,Botanicca Building 3,231,D,,,0%,,,,Happsa Group Pty Ltd,N,N
231-03,Botanicca Building 3-Bunnings ,231,D,,,0%,,,,Happsa Group Pty Ltd,N,N
1352-12,117-119 Mclachlan Street,1352,D,,,0%,,,,NGP Investments (No. 2) Pty Ltd,N,N
735-07,42 Macquarie Street,735,D,,,0%,,,,Perpetual Corporate Trust LTD,N,N
744-02,16-18 Mort Street,744,D,,,0%,,,,The Trust Company (Australia) Limited as custodian,N,N
744-16,44 Sydney Avenue,744,D,,,0%,,,,The Trust Company (Australia) Limited as custodian,N,N
1091-01,20-24 Wirraway Parade,,D,,,0%,,,,Advent Facilities Management,N,N
234-01,Blackburn Sqaure Shopping Cent,,D,,,0%,,,,ASA Real Estate Partners Pty Ltd,N,N
1411-07,Brickworks Centre,1411,D,,,0%,,,,Springmount Services Pty Ltd,N,N
542-01,Rocks Central Shopping Centre,,D,,,0%,,,,MPG Funds Management,N,N
526,Rydges,,H,,,0%,,,,,N,N
1092-01,Rydges South Bank,,D,,,0%,,,,Rydges South Bank (EVT),N,N
230-07,236 Wirraway Road,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
230-08,3 Bristol Street,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
230-09,40 English Street,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
230-10,20 English Street,230,D,,,0%,,,,Ozland Retail Cleaning Pty Ltd,N,N
1369-50,Big Fish LFR,1369,D,,,0%,,,,The Trustee for the EAM Caboolture Shopping,N,N
1093,Urbis,,H,,,0%,,,,,N,N
1093-01,Ampol Chinchilla,1093,D,,,0%,,,,,N,N
1093-02,Ampol Ripley,1093,D,,,0%,,,,Ampol Australia Petroleum Pty Ltd,N,N
1093-03,Ampol Caboolture,1093,D,,,0%,,,,,N,N
1093-04,Ampol Carseldine,1093,D,,,0%,,,,,N,N
544,Urbis,,H,,,0%,,,,,N,N
544-01,Ampol Pheasants Nest Northboun,544,D,,,0%,,,,,N,N
544-02,Ampol Pheasants Nest Southboun,544,D,,,0%,,,,,N,N
544-03,Ampol Wyong Southbound,544,D,,,0%,,,,,N,N
544-04,Ampol Wyong Northbound,544,D,,,0%,,,,,N,N
544-05,Ampol Taree,544,D,,,0%,,,,Ampol Australia Petroleum Pty Ltd,N,N
272-17,Manningham Private Hospital,272,D,Program # changed from 275-06 to 272-17,,0%,,,,BIC Consolidated,N,N
720-18,Novotel Sydney Darling Square,720,D,,,0%,,,,Novotel Sydney Darling Square,N,N
625-36,6 Stewart Avenue,625,D,,,0%,,,,Charter Hall Nominees Pty Limited/ Bieson Pty Ltd,N,N
1094-01,The Zone Oxley,1094,D,,,0%,,,,ANGEL BMS PTY LTD,N,N
107-08,306 Murray Street,107,D,,,0%,,,,The Trustee for Raine Square Trust,N,N
516-01,7-11 Victoria Avenue,,D,,,0%,,,,Garlick McGrath Properties Pty Ltd,N,N
100-01,Riverton Forum,100,D,,,0%,,,,Quad Services Pty Ltd,N,N
105-01,Karrinyup Shopping Centre,,D,,,0%,,,,Glad Retail Cleaning WA,N,N
100,Quad Services Pty Ltd,,H,,,0%,,,,,N,N
100-02,Centre for Natioinal Resilienc,100,D,,,0%,,,,Quad Services Pty Ltd,N,N
545-01,Swissotel Sydney,,D,,,0%,,,,Swissotel Sydney,N,N
213-07,Home Co Brandon Park,213,D,,,0%,,,,HMC Last Mile Logistics Property Trust 2,N,N
235-01,441 St Kilda Road,,D,,,0%,,,,Sanifect,N,N
236-01,Mertion Suites-140 King Street,,D,,,0%,,,,BMC - Unity Apartment DP1279349,N,N
698-11,85 Macquarie Street,698,D,,,0%,,,,The Trustee for 41 George Street Property Trust,N,N
002-01,The Tasman,,D,,,0%,,,,"The Tasman, A Luxury Collection Hotel, Hobart",N,N
735-10,6 Chan Street,735,D,,,0%,,,,The Trustee for Challenger Property Trust,N,N
735-11,14 Childers Street,735,D,,,0%,,,,The Trustee For Challenger Childers Square,N,N
735-12,ABS House,735,D,,,0%,,,,Belconnen Property Trust,N,N
541,Ray White Commercial,,H,,,0%,,,,,N,N
541-02,20 Smith Street,541,D,,,0%,,,,Smith Street Consolidated Pty Ltd,N,N
702,ACT Government,,H,,,0%,,,,,N,N
702-01,Manuka Pool,702,D,,,0%,,,,Property and Government Insourcing,N,N
702-02,Lakeside Leisure Centre,702,D,,,0%,,,,Property and Government Insourcing,N,N
702-03,Canberra Olympic Pool,702,D,,,0%,,,,Property and Government Insourcing,N,N
702-04,Dickson Pool,702,D,,,0%,,,,Property and Government Insourcing,N,N
702-05,Gungahlin Leisure Centre,702,D,,,0%,,,,Property and Government Insourcing,N,N
702-06,Stromlo Leisure Centre,702,D,,,0%,,,,Property and Government Insourcing,N,N
1094,Angel Building Maintenance Ser,,H,,,0%,,,,,N,N
1094-02,Albany Creek Central,1094,D,,,0%,,,,ANGEL BMS PTY LTD,N,N
909-05,21-25 Nile Street,909,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
909-06,80 Flinders Street,909,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
909-07,9 Charles Street,909,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
909-08,57 Wyatt Street,909,D,,,0%,,,,Dimeo Management Services Pty Ltd,N,N
917-20,Springbank Plaza,917,D,,,0%,,,,LCA Hotel Freeholds Pty Ltd,N,N
221-04,Craigieburn Central,221,D,,,0%,,,,Access Group Solutions,N,N
1013-03,Mayfair Village Manly,1013,D,,,0%,,,,Accounts,N,N
1013-04,Burleigh Homespace,1013,D,,,0%,,,,Accounts,N,N
237,Teska Carson,,H,,,0%,,,,,N,N
237-01,50 Queen Street,237,D,,,0%,,,,Coweley Queen Pty Ltd,N,N
237-02,456 Lonsdale Street,237,D,,,0%,,,,Coweley Lonsdale Pty Ltd,N,N
237-03,533 Little Lonsdale Street,237,D,,,0%,,,,Coweley Little Lonsdale Pty Ltd,N,N
237-04,399 Lonsdale Street,237,D,,,0%,,,,Forza Capital,N,N
1069,ULTIQA Hotels & Resorts,,H,,,0%,,,,,N,N
1069-02,ULTIQA Burleigh Mediterranean ,1069,D,,,0%,,,,The Body Corporate CTS 35038,N,N
